Group,Type,OLS_R2,FE_R2,Hausman_pval
Solar_PV,Technology,0.2375462921348509,-0.06767913633394373,2.076544019052351e-32
Wind_Onshore,Technology,0.2700821675707217,0.4293407204893356,0.16805485375903056
East Asia & Pacific,Region,0.5246441323255571,-0.424016482292928,0.7158123811209984
Europe & Central Asia,Region,0.35339869637428045,0.1912533013999318,0.09210044033633677
Latin America & Caribbean,Region,0.5592787118614853,0.5471032474160903,0.0723224934353418
