country,year,technology,wacc,ISO,inflation,gdp,unemployment,population,is_solar,is_wind_onshore,is_wind_offshore
Republic of India,2023,solar pv,0.10746,IND,-0.24335233719114577,-1.2083107195294394,-0.6890602352069239,3.6787784774091024,1,0,0
Republic of India,2013,solar pv,0.0875,IND,0.40438372042888876,-1.250672387708886,-0.056589392867245424,3.2742675220214212,1,0,0
Republic of India,2014,solar pv,0.108,IND,0.02331408616365514,-1.246376656052086,-0.06320183173883855,3.3210424290436635,1,0,0
Republic of India,2015,solar pv,0.1055,IND,-0.11713603824265555,-1.2413307817288526,-0.07088655799501438,3.365825572974948,1,0,0
Republic of India,2011,solar pv,0.097,IND,0.7443833330543215,-1.2566375943642436,-0.07356727645647115,3.1758569901883065,1,0,0
Republic of India,2012,solar pv,0.115,IND,0.6377022238931448,-1.2540313953666826,-0.06463154825161543,3.2254810700147716,1,0,0
Republic of India,2018,solar pv,0.11,IND,0.09706304668910307,-1.2261772483756395,-0.06713355214897504,3.4984477718913074,1,0,0
Republic of India,2019,solar pv,0.0935,IND,-0.10032623457291166,-1.223510952070151,-0.2712255843478767,3.539317596024169,1,0,0
Republic of India,2021,solar pv,0.0975,IND,0.6938359156595026,-1.222028866085033,-0.2944584776805012,3.6109077565219785,1,0,0
Republic of India,2022,solar pv,0.095,IND,0.47927074879619314,-1.2159156370576598,-0.5728957685438012,3.642813925826899,1,0,0
Republic of India,2020,solar pv,0.0708333333333333,IND,0.2212877559064073,-1.230067718223801,-0.030139637380872945,3.5779582174674727,1,0,0
Republic of India,2020,wind onshore,0.0838,IND,0.2212877559064073,-1.230067718223801,-0.030139637380872945,3.5779582174674727,0,1,0
Republic of India,2015,wind onshore,0.108,IND,-0.11713603824265555,-1.2413307817288526,-0.07088655799501438,3.365825572974948,0,1,0
Republic of India,2010,wind onshore,0.107,IND,0.983651117062401,-1.2589889442445166,-0.06713355214897504,3.1253972647127752,0,1,0
Republic of Indonesia,2023,solar pv,0.093786,IDN,-0.21678549034097505,-1.1092825647083695,-0.8434696185868285,0.3887745130256401,1,0,0
Republic of Indonesia,2019,solar pv,0.0925,IDN,-0.2080535069894995,-1.1265804109802005,-0.7930721115114429,0.3640309760234777,1,0,0
Republic of Indonesia,2021,solar pv,0.1,IDN,0.38001836149005486,-1.1265912661441781,-0.7507167598204274,0.37617048359588,1,0,0
Republic of Indonesia,2022,solar pv,0.0825,IDN,0.8555918318563643,-1.117771671747927,-0.8159475757158732,0.38206431617323006,1,0,0
Ireland,2014,wind onshore,0.09,IRL,-0.3865998178826206,1.3156852086834783,0.6845399044434769,-0.39764484119752896,0,1,0
Ireland,2019,wind onshore,0.0775,IRL,0.03131507007515256,2.5821472729544186,-0.5500203043393709,-0.396858229390736,0,1,0
Ireland,2018,wind offshore,0.0775,IRL,-0.2980434854882106,2.445998242961856,-0.4086570841385556,-0.39704883629506893,0,0,1
Ireland,2013,wind onshore,0.09,IRL,-0.24263641148232246,1.108195439302884,1.0199871412537553,-0.3977413163202102,0,1,0
Ireland,2015,wind onshore,0.0858333333333333,IRL,0.7677263088108592,1.933941682227233,0.3360465044541089,-0.3975190942190005,0,1,0
Ireland,2015,solar pv,0.0775,IRL,0.7677263088108592,1.933941682227233,0.3360465044541089,-0.3975190942190005,1,0,0
Ireland,2010,wind onshore,0.07304,IRL,-0.8029741523953904,1.0596626853128275,1.1627800779673478,-0.39792235932177294,0,1,0
Ireland,2016,wind onshore,0.0658999999999998,IRL,-0.4054950752567161,1.9367553067091239,0.0618983631291397,-0.39736729463468023,0,1,0
Ireland,2020,solar pv,0.0993,IRL,-0.6783027781282907,2.8187395281038437,-0.4297454027020147,-0.3967130730644803,1,0,0
Ireland,2020,wind onshore,0.03255,IRL,-0.6783027781282907,2.8187395281038437,-0.4297454027020147,-0.3967130730644803,0,1,0
Sultanate of Oman,2023,solar pv,0.177005,OMN,-0.96284031467325,-0.4053654124893527,-0.867059941047647,-0.39653138735045074,1,0,0
Italian Republic,2014,wind onshore,0.08,ITA,-0.30095166681654095,0.20170670622178774,0.8319794198235939,-0.23801497145126094,0,1,0
Italian Republic,2019,wind onshore,0.05025,ITA,-0.28166874643985285,0.30745590210955354,0.3437312307102849,-0.24102963134025995,0,1,0
Italian Republic,2018,wind onshore,0.0644,ITA,-0.2785218565412654,0.28190005584256095,0.4615041284502813,-0.23905974891178008,0,1,0
Italian Republic,2023,solar pv,0.11021828,ITA,0.3552941243832397,0.4040210431755547,-0.0716014162514029,-0.24312159216725826,1,0,0
Italian Republic,2013,wind onshore,0.08,ITA,-0.2711530846438271,0.2157679467559114,0.7365458425957362,-0.23959386003490876,0,1,0
Italian Republic,2015,wind onshore,0.0708333333333333,ITA,-0.31693988952148877,0.21667910138328145,0.6913310578791673,-0.23818150223283063,0,1,0
Italian Republic,2015,solar pv,0.085,ITA,-0.31693988952148877,0.21667910138328145,0.6913310578791673,-0.23818150223283063,1,0,0
Italian Republic,2017,solar pv,0.0469771275,ITA,-0.3266783498480112,0.26573452061360264,0.5689115814726456,-0.23873284999428535,1,0,0
Italian Republic,2017,wind onshore,0.043072543,ITA,-0.3266783498480112,0.26573452061360264,0.5689115814726456,-0.23873284999428535,0,1,0
Italian Republic,2020,solar pv,0.043325,ITA,-0.21086816240865017,0.17024398401539714,0.2030828687658578,-0.24185500496529796,1,0,0
Italian Republic,2020,wind onshore,0.04425,ITA,-0.21086816240865017,0.17024398401539714,0.2030828687658578,-0.24185500496529796,0,1,0
Jamaica,2023,solar pv,0.168225,JAM,1.1385649536505928,-1.0517788145403142,-0.6483133145927823,-0.4028148487196058,1,0,0
Jamaica,2016,solar pv,0.039,JAM,0.2011652078910283,-1.0623875445149604,0.1083641497943887,-0.4028997976757906,1,0,0
Hashemite Kingdom of Jordan,2013,solar pv,0.162,JOR,0.3986598128864058,-1.090862190533347,0.8171461110035336,-0.3881632141546426,1,0,0
Kingdom of Morocco,2020,solar pv,0.0907,MAR,-0.4024189800093161,-1.165051941233758,0.571056156241811,-0.30685042081431396,1,0,0
Republic of Malta,2015,solar pv,0.091,MLT,0.13924504872598525,-0.03162293420017876,-0.47156461070073885,-0.4096251352413582,1,0,0
Republic of Mozambique,2023,solar pv,0.271028,MOZ,0.2862266517279869,-1.2906255553452626,-0.8057608455623377,-0.31523710185407944,1,0,0
Republic of Senegal,2023,solar pv,0.19455,SEN,0.09273661147874979,-1.2474460197956783,-0.9342566171481612,-0.35948070857645287,1,0,0
United Republic of Tanzania,2023,solar pv,0.20689,TZA,-0.054581181617913234,-1.2661919072776155,-0.9732163921213315,-0.22143962737645517,1,0,0
Republic of Latvia,2014,wind onshore,0.093,LVA,-0.1985144603655245,-0.6770370441167943,0.5036807655771998,-0.4052207660550869,0,1,0
Republic of Latvia,2018,solar pv,0.121,LVA,0.07784641620162214,-0.5561370146929087,-0.1100250475322819,-0.4054101899134631,1,0,0
Republic of Latvia,2019,solar pv,0.121,LVA,0.15474768917325027,-0.5455920642410632,-0.3066110680391047,-0.40544816113849674,1,0,0
Republic of Latvia,2018,wind onshore,0.0908,LVA,0.07784641620162214,-0.5561370146929087,-0.1100250475322819,-0.4054101899134631,0,1,0
Republic of Latvia,2019,wind onshore,0.0908,LVA,0.15474768917325027,-0.5455920642410632,-0.3066110680391047,-0.40544816113849674,0,1,0
Republic of Latvia,2013,wind onshore,0.093,LVA,-0.16773525948579615,-0.6961783578196301,0.686148335520351,-0.4051671166272664,0,1,0
Republic of Latvia,2015,wind onshore,0.121,LVA,-0.36978541971191053,-0.6471562593543623,0.32979149471070995,-0.40526699300707325,0,1,0
Republic of Latvia,2015,solar pv,0.121,LVA,-0.36978541971191053,-0.6471562593543623,0.32979149471070995,-0.40526699300707325,1,0,0
Republic of Lithuania,2014,wind onshore,0.085,LTU,-0.34011089739356337,-0.6241682723433221,0.4772310100908273,-0.40255156127316805,0,1,0
Republic of Lithuania,2016,wind onshore,0.06,LTU,-0.2896155277624869,-0.5687901854921081,-0.02960349368858159,-0.40273395510845533,0,1,0
Republic of Lithuania,2019,wind onshore,0.095,LTU,-0.10428500440990297,-0.43376798876320544,-0.31679779819264015,-0.4029446681063314,0,1,0
Republic of Lithuania,2018,wind onshore,0.08,LTU,0.05818775536531652,-0.47567745894210894,-0.33609897111512815,-0.4029236064756694,0,1,0
Republic of Lithuania,2013,wind onshore,0.085,LTU,-0.3101254208572934,-0.6552726974610854,0.6688130228029309,-0.40247954903827426,0,1,0
Republic of Lithuania,2015,wind onshore,0.065225,LTU,-0.42173082111634563,-0.5976358798771771,0.1952194279455848,-0.4026296451501713,0,1,0
Republic of Lithuania,2015,solar pv,0.0891333333333333,LTU,-0.42173082111634563,-0.5976358798771771,0.1952194279455848,-0.4026296451501713,1,0,0
Malaysia,2020,solar pv,0.0561,MYS,-0.5306226548597263,-0.8066345468293075,-0.6232932756191867,-0.31451362943750494,1,0,0
Malaysia,2016,solar pv,0.1,MYS,-0.20007483488939085,-0.8203012041164655,-0.8198792961260097,-0.3204853752602299,1,0,0
Republic of Tunisia,2020,solar pv,0.1075,TUN,0.48703699425577246,-1.1317252086657068,1.7207269470785305,-0.3768382564743186,1,0,0
Kingdom of Morocco,2023,solar pv,0.106228,MAR,0.4276697226852865,-1.1492370106167933,0.18163712107420454,-0.30364170157436793,1,0,0
Republic of South Africa,2023,solar pv,0.181133,ZAF,0.21987460401245854,-1.0305790531012111,4.301722681769018,-0.2311236036235669,1,0,0
United Mexican States,2016,solar pv,0.045,MEX,0.38984490251602627,-0.8102267160708897,-0.7460701811539026,-0.0632250190138081,1,0,0
United Mexican States,2019,solar pv,0.0975,MEX,0.15509888087322787,-0.8072430453253375,-0.8132668572544165,-0.05323843041763988,1,0,0
United Mexican States,2021,solar pv,0.0975,MEX,0.1776530658963055,-0.8290798385330499,-0.7164035635137819,-0.047877281345461147,1,0,0
United Mexican States,2022,solar pv,0.11,MEX,0.4458563133718634,-0.8147444144198617,-0.8527627759198781,-0.04513304414882635,1,0,0
United Mexican States,2020,solar pv,0.0874666666666666,MEX,0.19524887626720433,-0.8540563343976117,-0.6411647320288978,-0.050291986209803345,1,0,0
United Mexican States,2020,wind onshore,0.0429,MEX,0.19524887626720433,-0.8540563343976117,-0.6411647320288978,-0.050291986209803345,0,1,0
Kingdom of Saudi Arabia,2023,solar pv,0.09498,SAU,-0.8172015883605879,-0.1404620834155393,-0.7183694237188502,-0.3162917986999279,1,0,0
Republic of Malta,2013,wind onshore,0.071,MLT,-0.1203187098125777,-0.17927539681576957,-0.3434262682431098,-0.4096794131623432,0,1,0
Arab Republic of Egypt,2020,solar pv,0.0971,EGY,0.40310626954328665,-1.1306317060143478,-0.009587462509705057,-0.10001384364704645,1,0,0
Hashemite Kingdom of Jordan,2020,solar pv,0.0895999999999999,JOR,-0.5160166157665405,-1.128808884832597,1.9989855233777336,-0.379991611438579,1,0,0
Republic of Cameroon,2023,solar pv,0.21674,CMR,0.20057935037055305,-1.2472649101517252,-0.7889616765372094,-0.33020284080827,1,0,0
Federal Republic of Nigeria,2023,solar pv,0.21588,NGA,1.2634168331160822,-1.1991966584104874,-0.8852888265855525,0.23717649584793887,1,0,0
Kingdom of the Netherlands,2014,wind onshore,0.064,NLD,-0.37550012728185334,0.9585096961254093,-0.10877404558360217,-0.3629290742507258,0,1,0
Kingdom of the Netherlands,2023,solar pv,0.0531312,NLD,0.5588592340537691,1.275570163654742,-0.8025439834085898,-0.3600507774714004,1,0,0
Kingdom of the Netherlands,2018,wind onshore,0.053,NLD,-0.08325524400104962,1.1316782947300548,-0.7498231869999419,-0.36188646949960795,0,1,0
Kingdom of the Netherlands,2018,solar pv,0.055,NLD,-0.08325524400104962,1.1316782947300548,-0.7498231869999419,-0.36188646949960795,1,0,0
Kingdom of the Netherlands,2019,wind onshore,0.0483333333333333,NLD,-0.017248828252901992,1.171717875163952,-0.8307808845359336,-0.3615644023010566,0,1,0
Kingdom of the Netherlands,2019,wind offshore,0.0465,NLD,-0.017248828252901992,1.171717875163952,-0.8307808845359336,-0.3615644023010566,0,0,1
Kingdom of the Netherlands,2019,solar pv,0.055,NLD,-0.017248828252901992,1.171717875163952,-0.8307808845359336,-0.3615644023010566,1,0,0
Kingdom of the Netherlands,2020,wind onshore,0.02385,NLD,-0.10697210104812746,1.062002637893082,-0.7519677617691072,-0.36128961143900606,0,1,0
Kingdom of the Netherlands,2020,solar pv,0.02208,NLD,-0.10697210104812746,1.062002637893082,-0.7519677617691072,-0.36128961143900606,1,0,0
Kingdom of the Netherlands,2012,wind offshore,0.11,NLD,-0.24400921006591336,0.9377458179615754,-0.39435991901078665,-0.3632420297203221,0,0,1
Kingdom of the Netherlands,2008,wind onshore,0.06,NLD,-0.09942532745934143,1.0185015047609278,-0.7809195211528394,-0.36412183199095016,0,1,0
Republic of Namibia,2023,solar pv,0.177432,NAM,0.43470118188682577,-1.12078666720248,2.0261501371204944,-0.402464175128558,1,0,0
Kingdom of Norway,2023,solar pv,0.046818,NOR,-1.8389420236448848,2.6730171227119572,-0.7962889736651909,-0.39519384867355306,1,0,0
Kingdom of Norway,2010,wind onshore,0.0761,NOR,0.373529340893405,2.3638343234380734,-0.8043311290495608,-0.39698645337173627,0,1,0
Kingdom of Norway,2016,wind onshore,0.0495799999999999,NOR,-0.6347539094736206,2.4758610327494592,-0.5982732366455912,-0.39600456219785346,0,1,0
Kingdom of Norway,2020,wind onshore,0.0478,NOR,-0.7574496372147086,2.4895137846100304,-0.6440241650544516,-0.39559232755914964,0,1,0
State of Israel,2023,solar pv,0.06384,ISR,0.14803468055031774,0.8476782690406538,-0.7919998241268602,-0.38314439478688433,1,0,0
Islamic Republic of Pakistan,2020,solar pv,0.0644,PAK,0.9060244742511786,-1.244266336799671,-0.33967326239707046,0.25742137262599185,1,0,0
Republic of Panama,2023,solar pv,0.129825,PAN,-0.19360363949779183,-0.4674098578234,-0.26514928916857494,-0.398210715398279,1,0,0
Republic of Paraguay,2023,solar pv,0.1563,PRY,-0.14527932904145832,-0.9959399434475227,-0.39918521224140874,-0.391427007596506,1,0,0
Republic of Peru,2023,solar pv,0.1216395,PER,0.45508710844547284,-0.9898232795550513,-0.5591347471083237,-0.31463859151054285,1,0,0
Republic of Peru,2015,solar pv,0.043,PER,-0.06228213901687103,-1.00606427711512,-0.8499033428943243,-0.324273639138219,1,0,0
Republic of Peru,2016,solar pv,0.029,PER,-0.010174186879002789,-0.9979376037313157,-0.7660862123327791,-0.32311080165402956,1,0,0
Republic of Peru,2020,wind onshore,0.0788,PER,0.07502858608844305,-1.0263062021961253,-0.15166554096690887,-0.31750246707341034,0,1,0
Republic of Poland,2014,wind onshore,0.094,POL,-0.35705306919238494,-0.7093585782641617,0.1685909578951153,-0.3027907332050742,0,1,0
Republic of Poland,2018,wind onshore,0.0457,POL,-0.2576423668157464,-0.584938922635294,-0.7492870433076505,-0.30289591338466293,0,1,0
Republic of Poland,2019,wind onshore,0.0457,POL,-0.01744061813015714,-0.551012289411745,-0.8507969157148101,-0.30292229019054867,0,1,0
Republic of Poland,2013,wind onshore,0.0935,POL,-0.3852582708434478,-0.7328934424706098,0.40485161163149685,-0.30270979409215615,0,1,0
Republic of Poland,2015,wind onshore,0.08,POL,-0.24513300955234296,-0.6818031747747256,-0.09876602999416391,-0.3028627482838284,0,1,0
Republic of Poland,2015,solar pv,0.08,POL,-0.24513300955234296,-0.6818031747747256,-0.09876602999416391,-0.3028627482838284,1,0,0
Republic of Poland,2020,solar pv,0.0547,POL,0.1443644623340657,-0.565373797768397,-0.8708129468936866,-0.3031111367452489,1,0,0
Republic of Poland,2020,wind onshore,0.0577,POL,0.1443644623340657,-0.565373797768397,-0.8708129468936866,-0.3031111367452489,0,1,0
Portuguese Republic,2014,wind onshore,0.08,PRT,-0.3247247783667393,-0.3679918200674439,1.0489389006374876,-0.38131163477882435,0,1,0
Portuguese Republic,2019,solar pv,0.0516666666666666,PRT,-0.17656684292601071,-0.22968370293736748,-0.27944645429634374,-0.38163810711724816,1,0,0
Portuguese Republic,2018,wind onshore,0.0527333333333333,PRT,-0.174163475535537,-0.2586085351654494,-0.18472773532487463,-0.38164504898066237,0,1,0
Portuguese Republic,2018,solar pv,0.0527333333333333,PRT,-0.174163475535537,-0.2586085351654494,-0.18472773532487463,-0.38164504898066237,1,0,0
Portuguese Republic,2019,wind onshore,0.0516666666666666,PRT,-0.17656684292601071,-0.22968370293736748,-0.27944645429634374,-0.38163810711724816,0,1,0
Portuguese Republic,2013,wind onshore,0.08,PRT,-0.1178303294225886,-0.38009883765431035,1.4583739669839704,-0.381151715972854,0,1,0
Portuguese Republic,2015,wind onshore,0.0725,PRT,-0.15947006725297197,-0.3488127448562914,0.7898027826966755,-0.38143388096511066,0,1,0
Portuguese Republic,2015,solar pv,0.065,PRT,-0.15947006725297197,-0.3488127448562914,0.7898027826966755,-0.38143388096511066,1,0,0
Portuguese Republic,2020,solar pv,0.1003,PRT,-0.14068898699911234,-0.32031719070369913,-0.21921964619561712,-0.38160734223465276,1,0,0
Romania,2014,wind onshore,0.111,ROU,-0.19261148667269928,-0.8830700903272516,-0.2190409316315201,-0.35427244544329506,0,1,0
Romania,2018,solar pv,0.075,ROU,0.40441638461959656,-0.7754249197120354,-0.6863795167454672,-0.3555095503437332,1,0,0
Romania,2019,solar pv,0.0775,ROU,0.5058345700765133,-0.7510028358663906,-0.7355260218721729,-0.3558005398350372,1,0,0
Romania,2018,wind onshore,0.0775,ROU,0.40441638461959656,-0.7754249197120354,-0.6863795167454672,-0.3555095503437332,0,1,0
Romania,2019,wind onshore,0.0775,ROU,0.5058345700765133,-0.7510028358663906,-0.7355260218721729,-0.3558005398350372,0,1,0
Romania,2013,wind onshore,0.111,ROU,-0.2352716157282371,-0.901977386687055,-0.16649884978696916,-0.35405996925192584,0,1,0
Romania,2015,wind onshore,0.0734,ROU,0.014340873408047457,-0.8670973284810132,-0.21725378599054887,-0.35453795678862265,0,1,0
Romania,2015,solar pv,0.0734,ROU,0.014340873408047457,-0.8670973284810132,-0.21725378599054887,-0.35453795678862265,1,0,0
Romania,2020,solar pv,0.07175,ROU,0.1272678171736182,-0.7689305201057859,-0.5348295663911165,-0.3561031209016285,1,0,0
United Arab Emirates,2023,solar pv,0.066465,ARE,-0.5955226853206793,0.8302248678476654,-1.0502423692471867,-0.381076478800184,1,0,0
United Arab Emirates,2017,solar pv,0.0535,ARE,0.24416133102180945,0.8394593155265315,-0.9946621398129849,-0.3846612388665958,1,0,0
Republic of Ghana,2023,solar pv,0.204075,GHA,3.994273723607087,-1.2158787253219954,-0.8872546867906207,-0.31480269079140827,1,0,0
Republic of South Africa,2021,solar pv,0.1025,ZAF,0.45139580523762124,-1.0301348212961883,4.642888784630404,-0.23598598222671316,1,0,0
Republic of Singapore,2020,solar pv,0.0546,SGP,-0.7469482669199577,1.6723652017948802,-0.701927683821916,-0.39472116209277763,1,0,0
Slovak Republic,2014,wind onshore,0.081,SVK,-0.43913033162251786,-0.5294310242854792,0.6269938148042068,-0.39548092216898584,0,1,0
Slovak Republic,2018,solar pv,0.055,SVK,-0.13995422256086604,-0.4169858421308393,-0.26514928916857494,-0.3954009471247681,1,0,0
Slovak Republic,2019,solar pv,0.055,SVK,-0.10090148126809832,-0.39765081757079473,-0.4050827928566133,-0.39537997080992027,1,0,0
Slovak Republic,2013,wind onshore,0.081,SVK,-0.3501398945273646,-0.5495659053793683,1.1077359922254375,-0.3954958694996312,0,1,0
Slovak Republic,2015,solar pv,0.0516666666666666,SVK,-0.44621732865333463,-0.48921725832801977,0.6191303739839341,-0.3954662705998297,1,0,0
Slovak Republic,2015,wind onshore,0.0475,SVK,-0.44621732865333463,-0.48921725832801977,0.6191303739839341,-0.3954662705998297,0,1,0
Republic of Slovenia,2014,wind onshore,0.11,SVN,-0.3371261454274814,-0.2975385727693824,0.29315500907080205,-0.4050268204585588,0,1,0
Republic of Slovenia,2018,wind onshore,0.045,SVN,-0.13030215075501503,-0.14237565890280804,-0.5217834032120273,-0.4049929387048852,0,1,0
Republic of Slovenia,2013,wind onshore,0.11,SVN,-0.27021680687110755,-0.32408813566477396,0.37089584445304574,-0.4050325849637373,0,1,0
Republic of Slovenia,2015,solar pv,0.0851,SVN,-0.30567105980583253,-0.2738197787074877,0.16698252681824124,-0.4050224096309654,1,0,0
Republic of Slovenia,2015,wind onshore,0.0889666666666666,SVN,-0.30567105980583253,-0.2738197787074877,0.16698252681824124,-0.4050224096309654,0,1,0
Republic of South Africa,2019,solar pv,0.1025,ZAF,0.19441252757131158,-1.0161316408130316,3.6529888140965023,-0.24143117306358583,1,0,0
Republic of Mauritius,2023,solar pv,0.126255,MUS,0.7142489699329452,-0.7485346417351021,-0.4390385600350646,-0.40730457922183044,1,0,0
Republic of South Africa,2012,solar pv,0.078,ZAF,0.2039810523800216,-1.0116402379723752,2.9844176298092076,-0.25794068745616583,1,0,0
Republic of Botswana,2023,solar pv,0.09687,BWA,-0.1378141863810672,-0.9552309429747955,2.7438678265344953,-0.4038373360017387,1,0,0
Republic of South Africa,2020,wind onshore,0.0751333333333333,ZAF,0.2982474706501813,-1.0395810230433808,3.786846022605239,-0.2386598424082261,0,1,0
Republic of South Africa,2022,solar pv,0.11,ZAF,0.24499672071894998,-1.0287344026797272,4.5108187217626385,-0.23349530931755946,1,0,0
Republic of South Africa,2020,solar pv,0.0689,ZAF,0.2982474706501813,-1.0395810230433808,3.786846022605239,-0.2386598424082261,1,0,0
Republic of South Africa,2013,solar pv,0.072,ZAF,0.35867899805255343,-1.0091437246758173,2.954751012169087,-0.25539195144773774,1,0,0
Republic of Uganda,2020,solar pv,0.0797,UGA,-0.058148930432914886,-1.2750923483413639,-0.750001901564039,-0.2844608665676773,1,0,0
Republic of Kenya,2020,wind onshore,0.0716,KEN,0.23917424159679346,-1.240048278395571,-0.43046026095840323,-0.26239199171568117,0,1,0
Kingdom of Spain,2014,wind onshore,0.1,ESP,-0.45088849007463305,-0.05920371797244549,2.9333052644774336,-0.27870566081293724,0,1,0
Kingdom of Spain,2019,solar pv,0.0516666666666666,ESP,-0.23072178872539453,0.11060529634938306,1.0859328154055896,-0.2768459040374084,1,0,0
Kingdom of Spain,2018,solar pv,0.0527333333333333,ESP,-0.2629342322313827,0.09317623156526289,1.2916332786813656,-0.2778045210571813,1,0,0
Kingdom of Spain,2018,wind onshore,0.0527333333333333,ESP,-0.2629342322313827,0.09317623156526289,1.2916332786813656,-0.2778045210571813,0,1,0
Kingdom of Spain,2019,wind onshore,0.0516666666666666,ESP,-0.23072178872539453,0.11060529634938306,1.0859328154055896,-0.2768459040374084,0,1,0
Kingdom of Spain,2013,wind onshore,0.1,ESP,-0.3629394696446903,-0.08182110178869814,3.2287204389299595,-0.2783099006579527,0,1,0
Kingdom of Spain,2015,wind onshore,0.07625,ESP,-0.34768640804002426,-0.00692346134133324,2.507249743669919,-0.27880818198298385,0,1,0
Kingdom of Spain,2020,solar pv,0.0473928571428571,ESP,-0.27006776348767647,-0.052284777409896746,1.3411372129362653,-0.2761894898507839,1,0,0
Kingdom of Spain,2020,wind offshore,0.0676,ESP,-0.27006776348767647,-0.052284777409896746,1.3411372129362653,-0.2761894898507839,0,0,1
Kingdom of Spain,2020,wind onshore,0.04255,ESP,-0.27006776348767647,-0.052284777409896746,1.3411372129362653,-0.2761894898507839,0,1,0
Kingdom of Spain,2008,wind onshore,0.059,ESP,-0.09411558864040924,0.05091922137725225,0.5765963077288213,-0.2802037382573883,0,1,0
Democratic Socialist Republic of Sri Lanka,2023,solar pv,0.31779,LKA,1.917138452979183,-1.1206187569592614,-0.362906155729695,-0.34822065063598007,1,0,0
Kingdom of Sweden,2014,wind onshore,0.082,SWE,-0.17678855725161216,1.18703972236518,-0.013161753791647374,-0.38331641990688764,0,1,0
Kingdom of Sweden,2018,wind onshore,0.0553333333333333,SWE,-0.07221361418065186,1.3291135365132851,-0.29713919614195783,-0.3819539149788987,0,1,0
Kingdom of Sweden,2019,wind onshore,0.059,SWE,-0.09830619755929731,1.369279285497167,-0.21350078014450954,-0.3816590834320959,0,1,0
Kingdom of Sweden,2023,solar pv,0.0467972,SWE,0.39938675353777775,1.4347275439154206,-0.07446084927695669,-0.38092609261451876,1,0,0
Kingdom of Sweden,2013,wind onshore,0.082,SWE,-0.2863887406036812,1.155194619436784,0.00435227348986955,-0.38358866551381493,0,1,0
Kingdom of Sweden,2015,solar pv,0.018,SWE,-0.12062747702556015,1.2701196575025897,-0.10645075625033958,-0.38302328614478715,1,0,0
Kingdom of Sweden,2015,wind onshore,0.0725,SWE,-0.12062747702556015,1.2701196575025897,-0.10645075625033958,-0.38302328614478715,0,1,0
Kingdom of Sweden,2020,solar pv,0.0323,SWE,-0.18200039958287917,1.2963320332801866,0.04706505430907939,-0.38144705941454193,1,0,0
Kingdom of Sweden,2020,wind onshore,0.0405,SWE,-0.18200039958287917,1.2963320332801866,0.04706505430907939,-0.38144705941454193,0,1,0
Kingdom of Sweden,2008,wind onshore,0.047,SWE,0.027296831439219297,1.1298927517929604,-0.32037208947458234,-0.3846714426379724,0,1,0
Kingdom of Sweden,2010,wind onshore,0.0761,SWE,-0.28390429906688813,1.118599551633524,0.10407500025605786,-0.3842207220354894,0,1,0
Kingdom of Sweden,2016,wind onshore,0.05264,SWE,-0.2009077833365643,1.2978969923115922,-0.185442593581263,-0.38267093467606034,0,1,0
Swiss Confederation,2017,wind onshore,0.0397,CHE,-0.4705353289974061,2.97953320014205,-0.577363632646229,-0.38685495017745253,0,1,0
Swiss Confederation,2008,wind onshore,0.049,CHE,-0.2278842975442524,2.853665930314854,-0.8359636068947498,-0.38914188323460963,0,1,0
Republic of South Africa,2015,solar pv,0.0685,ZAF,0.3188222202260495,-1.012110193260347,3.059835175858189,-0.2495769791213001,1,0,0
Kingdom of Thailand,2016,solar pv,0.115,THA,-0.06953755752164421,-1.0249926030916976,-1.311701776521261,-0.2093753029433739,1,0,0
Kingdom of the Netherlands,2020,wind onshore,0.033,NLD,-0.10697210104812746,1.062002637893082,-0.7519677617691072,-0.36128961143900606,0,1,0
Kingdom of the Netherlands,2019,wind offshore,0.0465,NLD,-0.017248828252901992,1.171717875163952,-0.8307808845359336,-0.3615644023010566,0,0,1
Kingdom of the Netherlands,2018,wind onshore,0.053,NLD,-0.08325524400104962,1.1316782947300548,-0.7498231869999419,-0.36188646949960795,0,1,0
Kingdom of the Netherlands,2018,solar pv,0.055,NLD,-0.08325524400104962,1.1316782947300548,-0.7498231869999419,-0.36188646949960795,1,0,0
Kingdom of the Netherlands,2019,wind onshore,0.0483333333333333,NLD,-0.017248828252901992,1.171717875163952,-0.8307808845359336,-0.3615644023010566,0,1,0
Kingdom of the Netherlands,2019,solar pv,0.055,NLD,-0.017248828252901992,1.171717875163952,-0.8307808845359336,-0.3615644023010566,1,0,0
Kingdom of the Netherlands,2013,wind onshore,0.0633,NLD,-0.26859771054152604,0.9304138451983889,-0.14058523799288805,-0.36310134394272975,0,1,0
Kingdom of the Netherlands,2015,wind onshore,0.0425,NLD,-0.3028361948284642,0.9965629876533447,-0.20653091214472222,-0.3627160264434015,0,1,0
Kingdom of Saudi Arabia,2017,solar pv,0.042,SAU,0.43118941736088834,-0.19674279736644654,-0.38202861408808597,-0.3227955284381479,1,0,0
Kingdom of Morocco,2018,wind onshore,0.05552,MAR,-0.29606194259380963,-1.1542285272253061,0.22220532712424895,-0.3089675270556133,0,1,0
Republic of Türkiye,2020,wind onshore,0.07185,TUR,1.552744705586946,-0.7049799431479631,0.9150816921287509,-0.17375640838234427,0,1,0
Republic of Senegal,2022,solar pv,0.09,SEN,0.7436207591253439,-1.2489813645375218,-0.9276441782765681,-0.3606935297523133,1,0,0
