Scenario,ISO,Year,Technology,wacc_projection
Below2,ITA,2050,Wind_Onshore,3790972.4398441846
Below2,JPN,2025,Wind_Onshore,8385433.55790148
Below2,JPN,2030,Wind_Onshore,8139846.316588077
Below2,JPN,2035,Wind_Onshore,7914970.181475566
Below2,JPN,2040,Wind_Onshore,7684097.726039788
Below2,JPN,2045,Wind_Onshore,7452015.140240309
Below2,JPN,2050,Wind_Onshore,7228216.853938643
Below2,KOR,2025,Wind_Onshore,3653053.96533247
Below2,KOR,2030,Wind_Onshore,3626004.2957029087
Below2,KOR,2035,Wind_Onshore,3584973.2987347553
Below2,KOR,2040,Wind_Onshore,3522212.3783534626
Below2,KOR,2045,Wind_Onshore,3439067.8422036935
Below2,KOR,2050,Wind_Onshore,3344111.398349999
Below2,LTU,2025,Wind_Onshore,184798.84163101861
Below2,LTU,2030,Wind_Onshore,175066.3799492405
Below2,LTU,2035,Wind_Onshore,166288.91762889767
Below2,LTU,2040,Wind_Onshore,158227.66231474542
Below2,LTU,2045,Wind_Onshore,151059.82903424863
Below2,LTU,2050,Wind_Onshore,144567.17580236428
Below2,LVA,2025,Wind_Onshore,124518.14886514972
Below2,LVA,2030,Wind_Onshore,117561.64198257783
Below2,LVA,2035,Wind_Onshore,111471.30723116182
Below2,LVA,2040,Wind_Onshore,106335.81471345911
Below2,LVA,2045,Wind_Onshore,102039.18779351257
Below2,LVA,2050,Wind_Onshore,98342.69481597035
Below2,MEX,2025,Wind_Onshore,8974567.974576747
Below2,MEX,2030,Wind_Onshore,9333341.743847521
Below2,MEX,2035,Wind_Onshore,9648132.073576296
Below2,MEX,2040,Wind_Onshore,9912262.152165629
Below2,MEX,2045,Wind_Onshore,10119682.650511872
Below2,MEX,2050,Wind_Onshore,10272404.96889461
Below2,MYS,2025,Wind_Onshore,2463051.195314756
Below2,MYS,2030,Wind_Onshore,2582998.0502419383
Below2,MYS,2035,Wind_Onshore,2693082.6569480067
Below2,MYS,2040,Wind_Onshore,2790897.2956488742
Below2,MYS,2045,Wind_Onshore,2877180.0218071006
Below2,MYS,2050,Wind_Onshore,2951698.3577241697
Below2,NLD,2025,Wind_Onshore,1192382.8746365726
Below2,NLD,2030,Wind_Onshore,1200067.5310817033
Below2,NLD,2035,Wind_Onshore,1206906.7941344439
Below2,NLD,2040,Wind_Onshore,1210302.0610255303
Below2,NLD,2045,Wind_Onshore,1211180.4309078273
Below2,NLD,2050,Wind_Onshore,1211819.860047857
Below2,NOR,2025,Wind_Onshore,377471.1533508096
Below2,NOR,2030,Wind_Onshore,383833.7051827872
Below2,NOR,2035,Wind_Onshore,391662.34470492473
Below2,NOR,2040,Wind_Onshore,399477.33908133564
Below2,NOR,2045,Wind_Onshore,407367.3125586295
Below2,NOR,2050,Wind_Onshore,415816.4001599892
Below2,NZL,2025,Wind_Onshore,360690.6604552392
Below2,NZL,2030,Wind_Onshore,374139.21412705636
Below2,NZL,2035,Wind_Onshore,383072.77366349095
Below2,NZL,2040,Wind_Onshore,391215.2025767786
Below2,NZL,2045,Wind_Onshore,398798.30879034725
Below2,NZL,2050,Wind_Onshore,405849.40924348426
Below2,POL,2025,Wind_Onshore,2645257.330921377
Below2,POL,2030,Wind_Onshore,2588182.5321564935
Below2,POL,2035,Wind_Onshore,2532923.1773150163
Below2,POL,2040,Wind_Onshore,2479124.2377845924
Below2,POL,2045,Wind_Onshore,2427624.3247954343
Below2,POL,2050,Wind_Onshore,2380973.4486933867
Below2,PRT,2025,Wind_Onshore,691334.0458387345
Below2,PRT,2030,Wind_Onshore,681908.2352566121
Below2,PRT,2035,Wind_Onshore,674705.7229329094
Below2,PRT,2040,Wind_Onshore,668007.8248973152
Below2,PRT,2045,Wind_Onshore,661378.002612155
Below2,PRT,2050,Wind_Onshore,654700.3341378963
Below2,ROU,2025,Wind_Onshore,1280637.4280019351
Below2,ROU,2030,Wind_Onshore,1240336.6029862573
Below2,ROU,2035,Wind_Onshore,1199633.6619847121
Below2,ROU,2040,Wind_Onshore,1159722.2137108133
Below2,ROU,2045,Wind_Onshore,1120172.3338368903
Below2,ROU,2050,Wind_Onshore,1081093.0570274622
Below2,RUS,2025,Wind_Onshore,10022998.497476324
Below2,RUS,2030,Wind_Onshore,9866188.8738848
Below2,RUS,2035,Wind_Onshore,9745007.293989949
Below2,RUS,2040,Wind_Onshore,9652968.533740219
Below2,RUS,2045,Wind_Onshore,9595164.675057197
Below2,RUS,2050,Wind_Onshore,9555992.086958652
Below2,SGP,2025,Wind_Onshore,433354.8239694858
Below2,SGP,2030,Wind_Onshore,447989.77533896745
Below2,SGP,2035,Wind_Onshore,459685.10762534017
Below2,SGP,2040,Wind_Onshore,468099.8553033128
Below2,SGP,2045,Wind_Onshore,473814.5087182056
Below2,SGP,2050,Wind_Onshore,477892.66875252273
Below2,SVK,2025,Wind_Onshore,373090.0058263713
Below2,SVK,2030,Wind_Onshore,370129.75420217
Below2,SVK,2035,Wind_Onshore,366180.5835083303
Below2,SVK,2040,Wind_Onshore,361290.2633730215
Below2,SVK,2045,Wind_Onshore,356249.8973126463
Below2,SVK,2050,Wind_Onshore,351339.0661159576
Below2,SVN,2025,Wind_Onshore,143388.4195475191
Below2,SVN,2030,Wind_Onshore,142467.536785586
Below2,SVN,2035,Wind_Onshore,141533.05475502164
Below2,SVN,2040,Wind_Onshore,140578.15898865834
Below2,SVN,2045,Wind_Onshore,139630.0889687069
Below2,SVN,2050,Wind_Onshore,138559.22927671132
Below2,SWE,2025,Wind_Onshore,716828.6745299275
Below2,SWE,2030,Wind_Onshore,729764.582255392
Below2,SWE,2035,Wind_Onshore,743075.9249102691
Below2,SWE,2040,Wind_Onshore,757560.586272728
Below2,SWE,2045,Wind_Onshore,774452.5660328373
Below2,SWE,2050,Wind_Onshore,793881.3680118027
Below2,TWN,2025,Wind_Onshore,1584927.867298061
Below2,TWN,2030,Wind_Onshore,1559098.9590001754
Below2,TWN,2035,Wind_Onshore,1522931.0474996432
Below2,TWN,2040,Wind_Onshore,1475470.3056742784
Below2,TWN,2045,Wind_Onshore,1419294.4690648024
Below2,TWN,2050,Wind_Onshore,1359122.798878881
Below2,USA,2025,Wind_Onshore,23077681.12114509
Below2,USA,2030,Wind_Onshore,23616562.17507696
Below2,USA,2035,Wind_Onshore,24126247.989258207
Below2,USA,2040,Wind_Onshore,24606277.579422265
Below2,USA,2045,Wind_Onshore,25047239.77488145
Below2,USA,2050,Wind_Onshore,25461203.148060672
Below2,VNM,2025,Wind_Onshore,7079619.627003774
Below2,VNM,2030,Wind_Onshore,7304820.709805535
Below2,VNM,2035,Wind_Onshore,7474348.550295402
Below2,VNM,2040,Wind_Onshore,7600117.918064797
Below2,VNM,2045,Wind_Onshore,7688016.948511266
Below2,VNM,2050,Wind_Onshore,7741850.486433768
Below2,ZAF,2025,Wind_Onshore,4210403.784535322
Below2,ZAF,2030,Wind_Onshore,4382424.664142632
Below2,ZAF,2035,Wind_Onshore,4518959.217789418
Below2,ZAF,2040,Wind_Onshore,4624276.705951179
Below2,ZAF,2045,Wind_Onshore,4698603.210147489
Below2,ZAF,2050,Wind_Onshore,4736954.107098229
Delayed transition,ARG,2025,Wind_Onshore,3168797.1611704854
Delayed transition,ARG,2030,Wind_Onshore,3250087.2891893834
Delayed transition,ARG,2035,Wind_Onshore,3324621.7223530374
Delayed transition,ARG,2040,Wind_Onshore,3391142.677660531
Delayed transition,ARG,2045,Wind_Onshore,3446675.6582364105
Delayed transition,ARG,2050,Wind_Onshore,3490020.6408388712
Delayed transition,AUS,2025,Wind_Onshore,1849788.3425888184
Delayed transition,AUS,2030,Wind_Onshore,1937047.0808289642
Delayed transition,AUS,2035,Wind_Onshore,2001376.6411841798
Delayed transition,AUS,2040,Wind_Onshore,2062234.1834205962
Delayed transition,AUS,2045,Wind_Onshore,2122313.157407374
Delayed transition,AUS,2050,Wind_Onshore,2183414.7582700835
Delayed transition,AUT,2025,Wind_Onshore,613330.7343628841
Delayed transition,AUT,2030,Wind_Onshore,616821.5983707301
Delayed transition,AUT,2035,Wind_Onshore,620169.8128297379
Delayed transition,AUT,2040,Wind_Onshore,622972.6459343818
Delayed transition,AUT,2045,Wind_Onshore,625931.8824191222
Delayed transition,AUT,2050,Wind_Onshore,628563.725941956
Delayed transition,BEL,2025,Wind_Onshore,792911.8618679921
Delayed transition,BEL,2030,Wind_Onshore,800174.1812851422
Delayed transition,BEL,2035,Wind_Onshore,809032.845767969
Delayed transition,BEL,2040,Wind_Onshore,818464.7633754457
Delayed transition,BEL,2045,Wind_Onshore,827971.2015122398
Delayed transition,BEL,2050,Wind_Onshore,837279.7871784945
Delayed transition,BGR,2025,Wind_Onshore,452843.3198217817
Delayed transition,BGR,2030,Wind_Onshore,435158.4583469034
Delayed transition,BGR,2035,Wind_Onshore,418987.881492621
Delayed transition,BGR,2040,Wind_Onshore,403833.6705754538
Delayed transition,BGR,2045,Wind_Onshore,389797.8021427861
Delayed transition,BGR,2050,Wind_Onshore,377044.09176968184
Delayed transition,BRA,2025,Wind_Onshore,14972145.46612274
Delayed transition,BRA,2030,Wind_Onshore,15293342.386768043
Delayed transition,BRA,2035,Wind_Onshore,15522509.920566298
Delayed transition,BRA,2040,Wind_Onshore,15659133.839815943
Delayed transition,BRA,2045,Wind_Onshore,15705441.628133748
Delayed transition,BRA,2050,Wind_Onshore,15662049.825913092
Delayed transition,CAN,2025,Wind_Onshore,2690700.8900597864
Delayed transition,CAN,2030,Wind_Onshore,2773000.0375801977
Delayed transition,CAN,2035,Wind_Onshore,2824927.4705035184
Delayed transition,CAN,2040,Wind_Onshore,2872237.8897511107
Delayed transition,CAN,2045,Wind_Onshore,2917093.417037447
Delayed transition,CAN,2050,Wind_Onshore,2963633.2134017614
Delayed transition,CHE,2025,Wind_Onshore,606548.3113684524
Delayed transition,CHE,2030,Wind_Onshore,615427.6758730431
Delayed transition,CHE,2035,Wind_Onshore,625766.3815391231
Delayed transition,CHE,2040,Wind_Onshore,635975.5788872143
Delayed transition,CHE,2045,Wind_Onshore,647023.4550796563
Delayed transition,CHE,2050,Wind_Onshore,659373.8580905059
Delayed transition,CHL,2025,Wind_Onshore,1347517.0882413478
Delayed transition,CHL,2030,Wind_Onshore,1372954.9042155454
Delayed transition,CHL,2035,Wind_Onshore,1391709.1629956374
Delayed transition,CHL,2040,Wind_Onshore,1402913.710996142
Delayed transition,CHL,2045,Wind_Onshore,1406840.9437816364
Delayed transition,CHL,2050,Wind_Onshore,1405155.1037418034
Delayed transition,CHN,2025,Wind_Onshore,96254817.85617156
Delayed transition,CHN,2030,Wind_Onshore,95680252.11832032
Delayed transition,CHN,2035,Wind_Onshore,94502903.7232928
Delayed transition,CHN,2040,Wind_Onshore,92937795.7879357
Delayed transition,CHN,2045,Wind_Onshore,90884535.29759783
Delayed transition,CHN,2050,Wind_Onshore,88228752.382154
Delayed transition,CZE,2025,Wind_Onshore,735799.00256988
Delayed transition,CZE,2030,Wind_Onshore,725670.6322099278
Delayed transition,CZE,2035,Wind_Onshore,715365.2066381316
Delayed transition,CZE,2040,Wind_Onshore,706328.5223543015
Delayed transition,CZE,2045,Wind_Onshore,699753.4952100101
Delayed transition,CZE,2050,Wind_Onshore,695053.9370963244
Delayed transition,DEU,2025,Wind_Onshore,5669103.660172823
Delayed transition,DEU,2030,Wind_Onshore,5623644.784270258
Delayed transition,DEU,2035,Wind_Onshore,5585648.680621767
Delayed transition,DEU,2040,Wind_Onshore,5551520.287751571
Delayed transition,DEU,2045,Wind_Onshore,5521888.971508421
Delayed transition,DEU,2050,Wind_Onshore,5492107.309155963
Delayed transition,DNK,2025,Wind_Onshore,400311.6975186941
Delayed transition,DNK,2030,Wind_Onshore,404103.17638665874
Delayed transition,DNK,2035,Wind_Onshore,407942.53720636264
Delayed transition,DNK,2040,Wind_Onshore,411243.2802096507
Delayed transition,DNK,2045,Wind_Onshore,414516.4075728218
Delayed transition,DNK,2050,Wind_Onshore,418566.93505624007
Delayed transition,EGY,2025,Wind_Onshore,7991624.924063827
Delayed transition,EGY,2030,Wind_Onshore,8646948.986870656
Delayed transition,EGY,2035,Wind_Onshore,9331885.59463416
Delayed transition,EGY,2040,Wind_Onshore,10026147.274160108
Delayed transition,EGY,2045,Wind_Onshore,10695933.219129795
Delayed transition,EGY,2050,Wind_Onshore,11311814.738999782
Delayed transition,ESP,2025,Wind_Onshore,3227728.2798233684
Delayed transition,ESP,2030,Wind_Onshore,3239101.936504775
Delayed transition,ESP,2035,Wind_Onshore,3259062.1014903663
Delayed transition,ESP,2040,Wind_Onshore,3285310.302582402
Delayed transition,ESP,2045,Wind_Onshore,3316425.722785246
Delayed transition,ESP,2050,Wind_Onshore,3351414.5339714256
Delayed transition,EST,2025,Wind_Onshore,91386.92402236417
Delayed transition,EST,2030,Wind_Onshore,88876.91075829035
Delayed transition,EST,2035,Wind_Onshore,86728.49717751125
Delayed transition,EST,2040,Wind_Onshore,84955.2681265544
Delayed transition,EST,2045,Wind_Onshore,83543.48387764172
Delayed transition,EST,2050,Wind_Onshore,82356.77023165557
Delayed transition,FIN,2025,Wind_Onshore,375441.01981506764
Delayed transition,FIN,2030,Wind_Onshore,373524.09662933793
Delayed transition,FIN,2035,Wind_Onshore,372275.6451934353
Delayed transition,FIN,2040,Wind_Onshore,371279.7655019375
Delayed transition,FIN,2045,Wind_Onshore,370679.2903117299
Delayed transition,FIN,2050,Wind_Onshore,371210.8769575478
Delayed transition,FRA,2025,Wind_Onshore,4415143.008022526
Delayed transition,FRA,2030,Wind_Onshore,4455683.558944751
Delayed transition,FRA,2035,Wind_Onshore,4508188.713496577
Delayed transition,FRA,2040,Wind_Onshore,4563020.532608502
Delayed transition,FRA,2045,Wind_Onshore,4612134.142765473
Delayed transition,FRA,2050,Wind_Onshore,4653963.399256952
Delayed transition,GBR,2025,Wind_Onshore,4600432.696336498
Delayed transition,GBR,2030,Wind_Onshore,4654734.629626266
Delayed transition,GBR,2035,Wind_Onshore,4716368.523165765
Delayed transition,GBR,2040,Wind_Onshore,4783193.0206954535
Delayed transition,GBR,2045,Wind_Onshore,4857802.1070221355
Delayed transition,GBR,2050,Wind_Onshore,4938848.2498343
Delayed transition,GRC,2025,Wind_Onshore,702826.73613958
Delayed transition,GRC,2030,Wind_Onshore,691450.3375779164
Delayed transition,GRC,2035,Wind_Onshore,682597.70544366
Delayed transition,GRC,2040,Wind_Onshore,675381.9125107911
Delayed transition,GRC,2045,Wind_Onshore,669093.2786369509
Delayed transition,GRC,2050,Wind_Onshore,663247.9138976977
Delayed transition,HKG,2025,Wind_Onshore,508549.777227781
Delayed transition,HKG,2030,Wind_Onshore,509946.8682628127
Delayed transition,HKG,2035,Wind_Onshore,508800.94190576195
Delayed transition,HKG,2040,Wind_Onshore,506509.7307597351
Delayed transition,HKG,2045,Wind_Onshore,503809.0470257589
Delayed transition,HKG,2050,Wind_Onshore,501988.200550471
Delayed transition,HRV,2025,Wind_Onshore,269911.6788656881
Delayed transition,HRV,2030,Wind_Onshore,260663.35450731317
Delayed transition,HRV,2035,Wind_Onshore,252254.1638563733
Delayed transition,HRV,2040,Wind_Onshore,244247.5046651749
Delayed transition,HRV,2045,Wind_Onshore,236765.89276555227
Delayed transition,HRV,2050,Wind_Onshore,229911.74386542826
Delayed transition,HUN,2025,Wind_Onshore,650455.6137887212
Delayed transition,HUN,2030,Wind_Onshore,637748.9427200194
Delayed transition,HUN,2035,Wind_Onshore,624653.9885337993
Delayed transition,HUN,2040,Wind_Onshore,611184.2904756799
Delayed transition,HUN,2045,Wind_Onshore,598171.3027450496
Delayed transition,HUN,2050,Wind_Onshore,586256.3542092108
Delayed transition,IDN,2025,Wind_Onshore,19910484.302379537
Delayed transition,IDN,2030,Wind_Onshore,20667538.432880245
Delayed transition,IDN,2035,Wind_Onshore,21304293.963114772
Delayed transition,IDN,2040,Wind_Onshore,21797123.39282968
Delayed transition,IDN,2045,Wind_Onshore,22146575.867293373
Delayed transition,IDN,2050,Wind_Onshore,22355117.675852224
Delayed transition,IND,2025,Wind_Onshore,99203876.53470774
Delayed transition,IND,2030,Wind_Onshore,103310180.00032985
Delayed transition,IND,2035,Wind_Onshore,106498214.65813665
Delayed transition,IND,2040,Wind_Onshore,108948595.17873414
Delayed transition,IND,2045,Wind_Onshore,110600108.23337616
Delayed transition,IND,2050,Wind_Onshore,111471159.03313428
Delayed transition,IRL,2025,Wind_Onshore,347491.3035228405
Delayed transition,IRL,2030,Wind_Onshore,356867.09859805007
Delayed transition,IRL,2035,Wind_Onshore,367232.1147343249
Delayed transition,IRL,2040,Wind_Onshore,378415.5992480372
Delayed transition,IRL,2045,Wind_Onshore,390089.1613327682
Delayed transition,IRL,2050,Wind_Onshore,401735.08722844766
Delayed transition,ITA,2025,Wind_Onshore,3996034.5963235777
Delayed transition,ITA,2030,Wind_Onshore,3941527.5800244943
Delayed transition,ITA,2035,Wind_Onshore,3898342.3229088257
Delayed transition,ITA,2040,Wind_Onshore,3860811.470728134
Delayed transition,ITA,2045,Wind_Onshore,3825801.565083791
Delayed transition,ITA,2050,Wind_Onshore,3790975.5916669676
Delayed transition,JPN,2025,Wind_Onshore,8385432.834141774
Delayed transition,JPN,2030,Wind_Onshore,8139841.970059894
Delayed transition,JPN,2035,Wind_Onshore,7914965.723631235
Delayed transition,JPN,2040,Wind_Onshore,7684098.238023957
Delayed transition,JPN,2045,Wind_Onshore,7452019.614467291
Delayed transition,JPN,2050,Wind_Onshore,7228224.157329927
Delayed transition,KOR,2025,Wind_Onshore,3653053.3044522204
Delayed transition,KOR,2030,Wind_Onshore,3626000.5782825556
Delayed transition,KOR,2035,Wind_Onshore,3584970.643846972
Delayed transition,KOR,2040,Wind_Onshore,3522214.8552073725
Delayed transition,KOR,2045,Wind_Onshore,3439071.5747869634
Delayed transition,KOR,2050,Wind_Onshore,3344115.2947172276
Delayed transition,LTU,2025,Wind_Onshore,184798.8313725436
Delayed transition,LTU,2030,Wind_Onshore,175066.32762076455
Delayed transition,LTU,2035,Wind_Onshore,166288.87498238924
Delayed transition,LTU,2040,Wind_Onshore,158227.68470507843
Delayed transition,LTU,2045,Wind_Onshore,151059.86462342303
Delayed transition,LTU,2050,Wind_Onshore,144567.24706002473
Delayed transition,LVA,2025,Wind_Onshore,124518.14116769351
Delayed transition,LVA,2030,Wind_Onshore,117561.61427526319
Delayed transition,LVA,2035,Wind_Onshore,111471.28258594233
Delayed transition,LVA,2040,Wind_Onshore,106335.82438692966
Delayed transition,LVA,2045,Wind_Onshore,102039.20299247037
Delayed transition,LVA,2050,Wind_Onshore,98342.73095597788
Delayed transition,MEX,2025,Wind_Onshore,8974567.808570487
Delayed transition,MEX,2030,Wind_Onshore,9333339.881003058
