,0
population,-0.004968339871570219
gdp,-0.01771915540267998
inflation,0.017771276012261222
unemployment,0.0036585423390050175
is_solar,0.024188170948364205
is_wind_onshore,0.012595774901685453
is_wind_offshore,0.02247369556814315
