"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"East Asia & Pacific","EAS","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10415355176872.1","10988177740455.9","11567929893665.7","12177228304425.2","12925944466702.9","13758516645769.4","14617170670816.3","15273883936234.1","15257015562493.8","15890248334648.6","16814426845855.2","17441756517298.8","18316516162931.2","19340130636649.6","20585543860727.1","21926387450133.8","23495633355030.4","25422049194217.9","26702225208134.5","27611432153290.1","29848328349379","31635652065554.9","33423103847175.5","35290342115411.2","37117263563948.3","38996415995292.9","40955096694339.2","43166659229563.1","45386772889029.4","47374941839272","47314321528241.1","50276774629089.7","51866334017126.4","54082418188849.4","",
"Europe & Central Asia (excluding high income)","ECA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2829981195271.11","2653452384414.76","2460790982004.2","2308027440527.26","1994601129552.42","1941279263915.65","1962301547529.76","2043736869973.99","2080806935501.31","2064160470647.35","2200836516422.27","2244862736717.58","2385087829421.02","2556366284302.07","2808435690437.88","3023234428155.65","3276440069173.98","3527590357863.36","3645552070768.44","3466923726190.3","3691453794042.89","3972378764409.32","4105483854515.75","4325741675593.43","4393242147306.94","4468940341866.92","4580790386802.61","4818266104136.27","4988222544069.42","5115557736245.43","5092627770483.4","5507306060418.54","5513461802634.02","5788453242669.96","",
"Europe & Central Asia","ECS","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23966288005682.4","23662654347022.4","22962315887835.6","22475443741581.5","22240983144533.7","22556364863004.8","22852712851278.4","23498755523726.7","23954274895605.4","24655921921969.1","25852225780690.6","26518407234490.7","27077855156483.8","27775062833450.6","28881430176454.5","29835627236728.3","31226570104450.4","32611159920178.3","33162006057477.7","31561223036144.3","32471302208108.2","33398577306626.8","33641512098852.3","34009273057351.3","34582903180929.3","35142920045263.9","35769440292435.9","36846129517372.9","37736980355510.8","38510479578653.8","36658851877750.5","39094233912730.7","40024581432910.5","40648320638442.1","",
"Ecuador","ECU","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95243516409.3954","99330741873.3234","101430902327.266","103432355288.294","107836763999.444","110265839573.545","112175365632.735","117030163748.748","120852988390.934","115125298955.44","116382238865.783","121277592226.308","127254267786.608","130924917605.545","139870228228.072","147421293755.993","153821046693.08","156747382273.581","167037723591.341","168860126820.233","175663734153.937","190562612596.47","201583253116.281","216119898317.055","225253266138.503","225522876523.984","223971382319.511","237343367063.244","239821933276.412","240218607226.113","218010165471.528","239415314251.538","254225878552.211","260213451969.173","",
"Egypt, Arab Rep.","EGY","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","467559613551.258","472821550927.498","493970193092.477","508299235006.442","528494838804.627","553029993810.427","580619170145.941","612508834676.389","646659249202.086","685804370997.977","729490135696.291","755279450118.01","773332169940.297","798028182757.074","830684067473.477","867830136338.384","927223026666.34","992942994658.098","1064000811005.14","1113727950775.21","1171054144075.82","1191718237009.77","1218248266002.38","1244872668304.69","1281172058328.89","1337185145139.77","1395307815739.63","1453648719145.25","1531144311300.78","1616154868524.25","1673531030392.09","1728601012503.64","1842478578400.74","1911731830893.3","",
"Euro area","EMU","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11970129070133.3","12233321928276.5","12348930483544.1","12254981377395.7","12559542358568.6","12872956400528.7","13101139571918.9","13466596484648","13871011815044.9","14282355108823.9","14839760484663.5","15170781330884.5","15324025837446.6","15452120653789.8","15813543575256.9","16100466742898.6","16641490713615.2","17148413654782.2","17221065784261.4","16439545360748.5","16773150577400.5","17050863287937.3","16878859217979.2","16841915073543","17082103797707.6","17444036660397","17765258401817.7","18225169777448","18550772956835.7","18853258047344.2","17682998336832.9","18813612045428.5","19491882592431.4","19590135125496.4","",
"Eritrea","ERI","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1234940234971.44","1266381819648.36","1278149234331.59","1264965230122.32","1295111823623.46","1330824453832.04","1365524519465.54","1414509977304.85","1475361876920.53","1540408597882.79","1620519721854.77","1684029328624.37","1730432018383.77","1781294427837.17","1836773403045.31","1902001368793.83","1978907561781.23","2048832262889.28","2064550202795.92","1986755203820.5","1988625183844.86","1975899559821.29","1919287791369.86","1891893370798.77","1920659343176.12","1998654758809.54","2056918663491.52","2116487893554.4","2167186481680.34","2209688877696.92","1967947353128.69","2099468112223.22","2229200801957.13","2288846713991.45","",
"Estonia","EST","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30379251290.7319","27948958702.3114","22032539720.8729","20767763051.6022","20426668197.7005","21351318467.7565","22406717937.1591","25330796805.5902","26430112232.2418","26317776786.4607","28972618046.0062","30676425195.6474","32803221794.657","35295053404.3217","37695362393.0592","41285113629.4985","45315601899.2441","48746409011.6387","46248003115.5684","39481818371.6586","40449022604.6843","43525970303.4617","45124253142.8005","45916858217.9061","47442577859.6876","48314646948.5461","49809026629.0047","52615603062.6538","54562219603.741","56595564296.6558","54963455730.48","58895787305.7482","58931376753.3522","57149860112.7029","",
"Ethiopia","ETH","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41627441286.5886","38656291115.0148","35303831942.1551","39943755961.6606","41217947629.6298","43743582075.1553","49179235600.3019","50720467033.9882","48966482714.6816","51494203955.8553","54621558951.4727","59155861877.0796","60051910923.7216","58753973108.6901","66728416705.8756","74614892096.248","82699212005.3751","92173371840.4144","102117516049.557","111106464724.117","125050924184.125","139029486924.233","151052495068.288","167037278011.059","184171115045.298","203311030070.332","222490340833.501","243769738968.077","260385444660.056","282164306399.35","299262139696.11","316145105232.455","332967743594.595","354604435889.087","",
"European Union","EUU","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14056512411835.2","14165255100441.3","14248352470578","14166709231595.8","14549863447645.3","14967523711430.6","15273749966420.9","15666471380336.9","16125813470110.9","16592676274272.7","17245333097263.5","17633143813785.4","17853394436765.1","18051996596719.2","18555016722321.2","18950357354009.8","19656977533005.1","20308524663442.2","20486198942914","19615483708392.5","20010012107948.8","20401241341551.2","20247893897916.7","20234739187385.7","20580300243324.7","21080334983757.7","21502426985390.3","22138775652733.9","22639499901271.8","23095912358222.6","21800973225130.1","23191100949403.9","24033099998621.5","24159875343871.3","",
"Fragile and conflict affected situations","FCS","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2962830228328.28","2718016977572.25","2636677964889.84","2493006991137.19","2269462791736.74","2203769821322.46","2223005367228.61","2300822010525.37","2404238062508.43","2470446503940.15","2614368253682.3","2743262608479.41","2876408778329.97","2926151348151.64","3282695231194.59","3458855448112.58","3680365246324.52","3920711309449.61","4111022616594.56","4120972619494.21","4394871960383.56","4518654568426.86","4688999546467.51","4818198323400.06","4869448588682.54","4913290739382.55","5064567833996.99","5193228113644.81","5348630754518.37","5504912923807.28","5253573895271.7","5343793591583.02","5237426834113.31","5339904647802.78","",
"Finland","FIN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","193399079757.375","182026060888.316","175998498409.104","174626034947.034","181548861668.538","189236307312.799","196167385317.643","208717587276.413","220101607856.591","229762485432.787","242982416555.914","249397789352.064","253605943855.005","258707987386.348","269070224046.367","276543136323.812","287658990195.469","302941742153.371","305318111755.031","280660526710.022","289552659721.792","296474111229.406","291959284029.029","289098839138.141","287716749178.842","289058957935.336","296493364223.864","306287637547.376","309941580852.707","314124981505.63","306300014472.384","314676442275.46","319239401961.982","315523574031.608","",
"Fiji","FJI","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6284654602.83409","6114968694.07932","6487981901.20653","6626178019.19567","6964113072.23461","7138215797.25778","7480850186.23545","7316271529.36544","7411383092.28294","8063584709.48421","7926503897.14572","8085033986.72094","8343755002.64099","8427192497.99556","8873833675.49618","8935950546.93584","9101487589.62726","9024065393.16781","9117265418.98091","8990896682.36859","9256548227.14405","9506951096.23763","9641124064.3276","10097556038.7942","10663374095.6019","11143353824.6384","11415881481.1758","12027015277.6464","12485527311.3026","12412868238.2128","10297880888.4883","9795237609.33947","11733982218.3191","12616881172.5114","",
"France","FRA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2252131020203.93","2279982279074.81","2314548203935.57","2306239025861.12","2361211943872.09","2415632985988.63","2449381307965.85","2511278683528.03","2597982949414.83","2686296393046.17","2797535926587.36","2850674198418.98","2881112279307.37","2908996466966.84","2992433774766.75","3048947855689.62","3131698267611.15","3210945324244.52","3223152420856.45","3132112820712.72","3194765247942.97","3272640097054.06","3278656363845.98","3304287471309.69","3337258740064.58","3372859105689.72","3401866742351.26","3472748542993.22","3529906814409.93","3601473785738.76","3333500873064.27","3562923665911.4","3654520749588.04","3688744879690.47","",
"Faroe Islands","FRO","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2598661867.19318","2480337042.10383","2470916275.77506","2559038124.01437","2740255985.11459","2900729318.75885","3058301056.37386","3087599639.65633","3130407601.85426","3240347944.91101","3329901749.63229","3481029683.07842","3424034046.78936","3612505897.96273","3740967467.62183","3834082322.01539","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","316480756.202185","339986861.88351","353613589.814713","382400052.569379","380356043.379698","407035984.330299","394082587.092997","370197488.041086","380750026.151009","385983200.678888","404641257.23049","413412270.997508","415673626.497691","422208494.211198","409203826.410055","417559224.975171","417220771.12018","409559824.677257","399695606.661959","404064676.304901","413194073.016509","426369074.916793","418409532.798078","403013033.57681","393720456.798226","411917759.611653","413911860.910285","417318542.893086","417318542.893086","434351952.80709","425835247.850088","437758634.78989","434351952.80709","437758634.78989","",
"Gabon","GAB","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23496300368.9163","24932512547.3452","24162061595.0428","25115630646.9344","26048112439.6486","27343705897.6233","28334928640.3733","29960890946.8232","31002880875.1929","28233510468.7652","27701882953.7729","28293382817.118","28222922909.4005","28857185126.0672","29056167842.9723","29833769975.2598","28996461844.4476","30738600595.4542","29721635312.3458","29760371852.4762","31870348681.2082","34130515199.1018","35922734804.547","37948309693.9604","39585765763.2436","41121257791.9715","41981285134.0148","42179706332.6748","42533137085.7781","44200780065.2261","43388475339.42","44025399637.0671","45362721557.9361","46472239669.0299","",
"United Kingdom","GBR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1964046683314.74","1942380859885.15","1950171400967.07","1998727372329","2075598609564.81","2128145917145.02","2183094515260.68","2290604242598.98","2368545675925.24","2440983459235.24","2546962031408.67","2612489770995.21","2659401224939.81","2743234767393.02","2810660855753.44","2887466682091.93","2956208428862.63","3033805353252.9","3026257327503.42","2886427481993.74","2950890503559.1","2984482329966.06","3029518119809.81","3084047067601.58","3182571185967.55","3253316193244.31","3315835498387.33","3403920830649.13","3451752394826.91","3507825255047.47","3146627334302.08","3416480549650.62","3581806952483.83","3593983883967.29","",
"Georgia","GEO","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62027887438.1473","48940095710.7731","26966102946.7545","19064989882.9368","17082568368.5606","17526130080.082","19489502932.0001","21539955383.7262","22208019188.5023","22844788762.0974","23265219954.9197","24383648564.9521","25718415555.7572","28562108736.9832","30216621133.3328","33114739064.4387","36234637851.3052","40791350035.0017","41779159245.3223","40253905629.9375","42768329074.3899","46161712229.403","49198613272.7027","51723921667.1311","53839683818.7131","55643864277.2325","57563697329.2467","60533928053.9435","64203516814.5972","67658127813.2253","63402112372.6154","70150781357.7257","77838277278.2648","83934727777.2047","",
"Ghana","GHA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42884426695.246","45149507665.2141","46901046280.2739","49175747284.6024","50798546816.8804","52887595893.4894","55321726950.6424","57643224355.5805","60352681160.9515","63008197216.1091","65339500564.5476","67953080670.8158","71010969001.3317","74703539483.9173","78886937688.1248","83541270024.0622","88887838295.6953","92751631832.2215","101238219656.879","106142692099.579","114527659021.355","130615500817.727","142753324240.703","153192196788.091","157567733839.808","160909366269.164","166337588628.264","179858996355.462","191010393846.258","203440920110.743","204486487774.301","214867175690.96","223069740052.18","229638666150.089","",
"Gibraltar","GIB","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13549165645.2759","13903262657.1127","14358031051.9641","15082270891.4258","15681051993.2358","16403583623.7909","17135441823.826","18023332469.868","18680124556.9295","19392211658.4973","19877610460.8138","20604802321.2874","21668959892.6223","21939518798.7052","22452929276.4778","23125904765.2172","23401011017.864","24996368183.6193","26029472119.9759","25737254320.9579","26976081069.211","28490008891.1435","30175274472.934","31365896381.0502","32525353401.2862","33769744334.8314","37423842474.5451","41278500248.8802","43903190354.9434","46369195006.2984","48550675963.3161","51260936277.8168","53297229730.4031","56892092937.4174","",
"Gambia, The","GMB","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2798934224.18109","2885898208.37632","2983403727.6687","3073266872.35296","3078010335.6057","3105153715.60048","3174198225.60891","3329733910.41328","3446274554.05956","3666836092.78297","3868512085.81848","4092885796.20548","3959867001.70167","4231909849.73992","4530259494.17394","4423720051.48552","4399142704.39283","4533019593.11356","4816601016.69387","5137662361.47514","5441212706.55878","4998817942.38871","5260834446.33585","5411966056.42096","5335798993.50162","5552329654.69098","5660231389.10106","5933202344.80689","6362463027.66407","6758338859.52741","6798313574.75296","7155630814.36372","7548689488.3493","7910838542.30109","",
"Guinea-Bissau","GNB","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1863164226.32884","1958185602.51477","1979725643.51121","2021299881.80943","2085981478.41402","2177764663.59161","2430385364.66378","2588360413.20201","2007384099.3767","2344926162.64325","2370726873.02675","2484189189.06988","2574959873.06233","2567597263.20133","2597686717.86767","2768089020.93444","2841900251.21907","2914647966.12315","3046523403.59474","3121100805.57625","3296049838.86975","3562536841.86355","3501515231.86393","3615527085.70123","3650399775.29069","3874318559.58867","4079913006.11741","4275299698.04327","4436113112.29091","4682337603.17209","4752351400.41892","5046173922.34439","5278592205.91124","5553040377.02287","",
"Equatorial Guinea","GNQ","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","532523229.351088","527079569.871057","710215053.230577","788574593.078097","920020795.123031","1080898057.75111","1800559954.57002","4500913077.81623","5570981862.18854","7000719507.51825","8275815154.02212","13521016489.0496","16152589488.2834","18406723783.951","25401044477.6871","29655389367.8877","31940312684.5962","36821467655.2962","43375360867.775","43958046505.4614","40035153118.1574","42647015932.6991","46192207712.6692","44282992075.7645","44466795853.2098","40415852453.4227","36852622273.1796","34763996771.5807","32595924793.3504","30809073115.5301","29332985518.4104","29585328380.1352","30539013900.9581","28984789203.2762","",
"Greece","GRC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","274460038970.451","282968300368.101","284949078252.097","280389892210.849","285997690093.753","292002841688.443","296039693876.379","306705658273.634","317246934615.871","325681851350.442","339158003253.636","354930254933.854","371552126301.154","393090345544.243","414230218755.158","419132658670.731","446139042971.104","461784560056.4","462049964171.77","443016850978.503","417792617999.274","376528164279.359","345159098521.126","337316680235.27","339988987434.637","339212785915.848","339104932489.17","344100371975.161","351204917842.603","359202488225.96","326169395959.734","354397719330.586","374753081064.841","383492787169.02","",
"Grenada","GRD","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","888554041.265594","900865364.349833","893197660.004409","875701565.067208","890532061.851474","909495720.807809","949861275.629541","997501516.705209","1114742887.3156","1191641891.88637","1249888777.20033","1224592277.72961","1266685476.23295","1386564253.155","1377586938.51523","1560477974.89063","1498131757.61414","1589869120.91928","1604933808.52023","1498795020.31369","1491133986.71381","1502537785.04431","1485185905.27262","1520104081.63697","1631712007.63754","1736879487.64506","1801831901.67371","1881809375.89826","1963883370.15014","1977169271.687","1705177563.59537","1785107389.63748","1915790471.3413","1984110023.59567","",
"Greenland","GRL","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2091647337.02866","2089274057.86483","1982476635.17371","1882799045.56308","1994343023.6412","2068705643.01937","2100349337.43087","2131201922.94092","2296540179.06804","2328183848.97411","2493522080.5958","2525165750.50187","2500641913.6763","2611421493.7752","2791781482.4599","2931021354.15915","3093859958.07354","3166641094.81179","3361900386.90958","3391012841.60489","3449874892.25987","3432745594.42147","3480604705.54935","3435416686.6452","3598328806.85931","3507315627.78663","3671526535.96274","3673462465.18911","3696350539.84013","3801037750.66364","3808168831.738","3857302225.39463","","","",
"Guatemala","GTM","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68564538164.8782","71072799525.2849","74511542394.2867","77437708978.395","80561345979.3292","84547962453.4505","87048705082.1113","90847588869.4048","95384088478.0068","99053573680.076","102628287114.17","105022168744.892","109054271306.498","111846472515.05","115356121806.675","119135219417.723","125510618913.318","133465128866.325","137860834917.549","138518290629.009","142513401130.621","148447526449.402","152863407738.384","158511434275.468","165555646880.928","172330466747.182","176945136389.347","182394783811.141","188608743183.752","196186849980.198","192683831865.178","208162639922.746","216905795302.004","224555611845.538","",
"Guam","GUM","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3805285311.29406","4035804403.42135","4348897499.18459","4704424457.52712","5105825859.79978","5362722759.28633","5789355109.09001","6147175789.36986","6043958284.56573","6222868624.70565","6138000899.54708","6277917959.49532","6349023350.95647","6308883213.42476","6407513272.28075","6282505405.44346","6604773389.99273","7079738247.62171","7204003476.79362","7464176672.69458","7773077265.31738","8176985914.01655","8608430725.62917","8922929785.10938","9073414500.73012","9135785568.53407","9483626608.40947","9837791842.3275","10274679607.8293","10824666771.3818","15531194183.088","18646756094.7256","30456602085.9028","40751730668.2899","",
"High income","HIC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41297851380354.8","41455849397329.5","41605691953412.8","41794509820629.8","42669203463067.7","43742262216930","44895972616235","46401275932722.8","47471446882031.8","49167257440303.2","51388404112810.1","52308346351068.6","53256112053642.1","54617257280490.3","56694489553066.8","58509002454676.5","60644009495039.7","62643952487681.3","63319932563141.7","61045428696161","62974687001824.6","64441757119190.6","65417848267362","66429475833701.9","67822489928389.5","69271980224163.2","70507175929051.9","72260168366720.6","74020026389854","75449094414498.9","72490345116572.4","76708650407929.1","78843563725607.5","80231641997483.9","",
"Hong Kong SAR, China","HKG","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180255891922.193","190534041192.911","202413708093.139","214965600421.041","227940857442.805","233351485025.592","243288664946.349","255695863011.793","240654191054.285","246686635531.181","265591175379.755","267080822908.196","271505553357.769","279803534851.502","304146502337.918","326617320333.559","349587032088.303","372187304557.186","380107138314.075","370759788477.092","395851682747.903","414910797601.395","421965480247.331","435052774840.374","447070772135.036","457745825806.25","467703772033.193","485458293941.597","499278940589.395","490929043330.198","458798878494.146","488411631115.747","470420641269.158","485834097095.484","",
"Honduras","HND","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22048820694.597","21316952332.1008","22611677481.6543","24080468333.007","24131495687.8942","25625067450.3202","26104455137.472","27304759667.7022","28285064169.0314","28076984787.4524","30124158654.5788","30944497716.6726","32106258710.4076","33566142510.9323","35658086204.4309","37815614090.9532","40299057568.9058","42792895096.3988","44603719292.4101","43519122818.6324","45142882367.617","46874423691.1832","48809722279.3804","50172274844.2635","51706583428.8613","53692157582.7701","55782378349.5786","58483870910.2802","60732572687.8795","62287104477.5612","56703014340.7969","63827909343.1217","66472658301.8488","68854110168.6865","",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","781799156562.649","786299484621.643","778858436141.251","783483481227.109","782626494052.486","821146043171.066","863184113067.725","911141405168.836","943447578899.765","973672568661.922","1003235943311.06","1038614945682.91","1081644065364.89","1126328830637.08","1189936756013.63","1257895236434.98","1332434128627.19","1406297910874.9","1486239297333.19","1544952801806.21","1642454590189.58","1714361769722.19","1782756297566.07","1885892588190.19","1995870525873.63","2086346048103.81","2181074777564.62","2290515303488.84","2385705304151.44","2490981813592.24","2494488577682.66","2587409941382.12","2702108894128.95","2803059954222.09","",
"Croatia","HRV","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111789181018.601","88214328797.5687","77881528240.1784","71631082282.6633","75836166872.5878","80961536822.4432","85907461663.8963","91206225960.4371","93259896350.7719","92468404905.9217","95191833371.209","98153474892.9538","103849643491.671","109632378658.878","114204580426.858","119146300013.624","125200678624.781","131521918421.142","134111045877.066","124972777981.287","123305539240.202","123185006284.28","120408729648.957","120257677106.869","119587661221.593","122365892059.172","126601134014.826","130754864203.078","134552876545.358","138724606559.371","127194313093.245","143261117557.15","153701896736.582","158777970859.046","",
"Haiti","HTI","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27050130483.5919","27558820285.2261","26095465413.8451","24679448219.9597","21730098851.3985","23880880472.5973","24869733601.8337","25542388751.1099","26099682890.0175","26807049026.287","27040286238.5188","26947606229.811","27231046577.9022","28178899327.9655","27807541798.3771","28661837694.2069","29168794121.2202","30541632149.6966","31353438599.71","33200274946.6004","31323957578.5132","32920919826.3292","33086322561.4202","34517234583.7044","35514358967.0991","36011559995.6918","36664258025.1747","37584630388.4013","38211470971.3577","37553050262.0087","36311732131.5742","35658760079.8831","35058985451.8025","34405526560.3926","",
"Hungary","HUN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220640209751.775","194401585850.436","188444770663.438","187359124288.36","192880887256.466","195753897210.916","195915224452.803","202073079353.245","209953938543.728","216401680403.661","226094733072.209","235306031534.956","246462564751.185","256504065169.181","269341120689.559","280907376130.101","291992169063.871","292802075838.178","295741641867.349","276229001027.124","279201926818","284414173019.998","280858353014.463","285920886899.555","298021658712.728","309070263288.147","315872905633.629","329366920403.994","347028722064.464","363908982471.378","347580218856.341","372123624905.567","389179567682.351","385647039402.331","",
"IBRD only","IBD","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21526048847724.8","21488874212022.7","21421398645672.8","21837045769512.3","22206099920755.3","22949995232572.7","24044437666434.7","25171157770515","25654720041127.7","26656195791007.5","28220255823588.2","29258380021230.2","30551122497446.2","32340544371389","34781390181657","37158340002441.5","40112778699716.7","43501708557894","45867129040739.2","46756316826485.7","50181238969543.3","53161655737255.4","55858300619223","58570047044719.8","61189591074391","63672933125687.9","66533285837082.2","69879458182216.7","73238986330829.1","76008211852829.2","74501106694904.9","79930186010749.4","82782447268452","86657323960423","",
"IDA & IBRD total","IBT","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23839623918523.3","23848011654438","23833175980689.3","24277365563288.7","24673645671147.2","25512927705357.9","26734465444357.5","27964840338117","28547051928457.5","29635758291086.6","31319834222031.7","32481537089734.5","33939470214854.6","35903272147801.9","38584482981217.6","41203809242420.3","44413362131462.4","48065703778203.9","50664762130982.3","51797051042381","55524098277328.1","58766108864639.4","61660542175219.4","64649839445719.9","67601891637991.6","70370729863998.3","73500963657518.4","77160273683855.5","80864037334434.6","83959045626504.4","82397771371034.9","88170842834936.5","91382411374452.3","95535638002935.1","",
"IDA total","IDA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2320402276639.71","2367103122800.53","2420973133236.44","2449312469220.62","2476397432232.32","2572346662213.88","2700007059056.49","2803595679266.84","2903522201915.56","2990569277174.49","3109906716214.64","3234001268365.5","3399995106799.35","3574714817240.07","3815578750781.33","4058559164597.59","4313767582438.54","4576871778854.14","4811003106299.74","5056123514277.82","5358588893416.42","5620463359059.53","5818049564952.3","6096319409731.77","6430236436078.39","6716739690282.82","6987129083422.29","7300832875534.26","7645966656123.14","7972954455634.72","7919490521258.38","8262587759231.28","8623398775799.75","8900036907452.77","",
