"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Low income","LIC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","524593862863.354","530567087728.173","530836362951.236","537735782088.273","543740729068.249","571780851162.895","608979235046.051","647679734924.839","673441903487.273","684770481091.444","701492404265.487","727803780901.469","766562590932.411","809766854940.089","862827949592.331","922006988613.159","980900252230.47","1047746865460.84","1108864773961.83","1160388429085.53","1241158370474.16","1286695449915.85","1237991958153.34","1246526875013.36","1301055593561.09","1350562788642.65","1399835866787.69","1456312145964.07","1510228300322.91","1575683995461.67","1586439199732.88","1614814799469.77","1671580866918.24","1712592007142.76","",
"Liechtenstein","LIE","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74593031179.7532","78024301098.9686","81457363521.6164","87077973127.6079","91954268850.2198","97011832013.4292","100698249815.571","107148375202.845","112182659158.634","117007119847.634","124027585836.052","122110853436.559","126952152751.664","134493452225.455","141816703115.177","150668544407.599","162222248195.881","173248212331.972","183556633674.909","190052541508.439","205287091222.38","223084420720.924","242341472548.613","252160534266.898","268243279918.649","279525472839.37","293651641715.849","312623538333.299","319845405460.137","319140197880.753","304381511441.83","317188291991.223","293885130353.623","287131619018.335","",
"Lower middle income","LMC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4955831015075.7","5052262927469.58","5252155405537.8","5393615764339.45","5627901604690.62","5940207224047.95","6322382220992.38","6580933057714.48","6898021007572.14","7305188339887.01","7621767987379.85","7959073725638.11","8298270929431.81","8807064598100.89","9431383765629.21","10079468499591.2","10801262894039.9","11557832916197.9","12073933029667.6","12810227414365","13699511030945.8","14356030625593.3","15100097472249.9","15959063213794.1","16952801815502.8","18012480968512.1","19124386371382.8","20222406866691.5","21378279411752.3","22281384949486.1","21493734881559.2","22982759476189.4","24376493981588.5","25808467605011.1","",
"Low & middle income","LMY","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17887732517657.8","18225053168464.1","18839666726942.4","19567667969590.9","20320089349635.1","21188473729435.6","22432122124265.8","23584758778267.7","24262740885821.5","25160825465419.6","26499534200608.2","27460058494845","28706927660835.9","30353808000033.2","32647631353191.9","34921852927798.5","37645983203034.4","40764116588690.3","42974992541649.7","44513693908884.2","47967651907594.8","50866699578245.3","53477101203069.7","56323654747657.6","59134562619977.3","61900143596644.4","64929988721784.8","68337764983707.9","71715456495382.5","74561750242102.8","73295846291377.8","78480015596148.8","81621845793847.9","85494571851890.3","",
"Lesotho","LSO","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2573660195.77832","2752956994.7526","2944462730.33434","3047806486.76679","3230061460.27806","3336360784.2619","3523098100.40464","3653579682.7075","3709759166.05296","3727418549.0597","3871876398.45713","4009776444.89645","4038800653.01738","4222960962.8869","4294429263.58341","4443279430.83502","4631234382.0078","4825186499.67611","5091701799.9031","5027864191.47438","5292816081.65889","5537154381.35101","5887882377.05508","5993424173.35662","6095944684.88747","6286386067.74237","6513255914.50827","6308858549.7947","6215447498.18469","6127312836.10058","5627571725.69364","5755132494.46552","5892552408.75934","6000187259.42948","",
"Late-demographic dividend","LTE","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12256182439712.5","12153152013273.4","11883478560215.4","12134173230167","12370408575159.5","12913175651941.4","13439834066677.3","14080670212900.4","14300924913480.2","14940709254204","15991908799444.9","16789418142346.3","17753751374700","18945658913133.9","20446834028163.2","21957263356694.5","23924288429279.4","26262219344965.3","28000774084626.5","28661263117277.9","30813351236404.6","32885396911881.1","34715344315196.5","36499168352129","38221396208951.8","39743764048383.1","41337155871946.7","43404345827636.2","45651723663229.4","47667168744778.2","47521016878074.5","50899133614444.4","52382759959279.6","54506620523707.7","",
"Lithuania","LTU","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76124534743.0773","71803962692.8372","56539179400.8096","47364644569.4946","42738988733.6864","44145135732.8733","46364286416.1793","50212814193.4851","53960165254.5265","53368220891.0078","55192677131.2234","58771439617.7209","62720785056.4657","69339017904.102","73847466523.7713","79556942571.4262","85440560209.4769","94905607206.8895","97372640022.7806","82923892860.4863","83278142929.4855","88544350720.1681","92425166023.0089","96165533330.6493","99793417806.335","102620374305.644","105362308814.963","110221874681.757","115642994073.094","121052023458.052","121103850692.377","128830296666.03","132099397662.934","132551524432.855","",
"Luxembourg","LUX","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30937733737.3039","33612049611.9345","34223672096.9498","35661289019.6005","37023878413.6879","37554134396.2525","38079169166.4335","40142996655.1141","42822345860.1704","46323150383.6738","49537110892.9154","51060057538.1599","52706957263.0029","54087552011.3991","56376478423.331","57776235769.9803","61252467239.4254","66213100961.9914","66014344995.3012","63876170709.7892","66278178915.5612","66970321072.7527","68075265759.4866","70234470571.124","72076781146.9266","73712768742.1072","77382330746.3392","78401601260.223","79357569168.8937","81671515194.9","80928443412.4545","86729719558.0628","87926750910.5614","86963316736.2552","",
"Latvia","LVA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46628694499.7391","40755707008.9761","27665556535.1716","26286987429.5197","26862649265.5616","26608861529.9545","27220853303.5797","29717409700.8034","31663899818.3111","32556316039.3528","34457940182.118","36684120785.0583","39496138120.5115","42825320870.3627","46561890748.4426","51970201759.593","58635389537.8744","64741994019.2521","62548072064.894","52515349474.6256","50592626473.3036","52128793614.6471","55936927334.6324","57109416312.9734","58305835510.1633","60511758252.6533","62055828227.7188","64165074415.1473","66930403613.2939","67382434998.5826","65044783919.3435","69563596718.0338","70824563794.1375","72033394084.596","",
"Macao SAR, China","MAC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18503752017.4783","19180777634.5598","21731634141.1365","22858799032.5446","23830938380.1487","24616360764.1868","24513212257.8277","24444783013.883","23327307218.9626","22777249137.106","24086084587.6594","24781882829.1859","26989987547.5085","30131878939.8379","38156065681.1085","41237400220.3895","46759377793.699","53528422827.4525","55343917281.8444","56049000907.505","70130084090.6796","85289886682.8236","93172572244.1378","103191299868.647","101077461984.903","79331294199.0349","78792540063.0807","86561580596.8406","92106166061.9549","89745054361.5966","40981042875.8178","50626336573.1949","40698847940.6121","71247963597.9536","",
"St. Martin (French part)","MAF","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108500615233.637","116330115276.085","113889813365.34","113046354860.033","125015703383.031","118258044704.88","132889966255.594","130815949435.299","140285130844.986","142665855758.875","146349746258.498","157650617839.043","163531297047.122","173622980434.355","181559946924.094","187355793839.854","201952346516.979","208901663617.481","220776760915.46","229046549271.15","237062164034.805","250159007579.871","257819736151.026","268447614492.459","275747360357.991","287727433233.845","289227026912.904","303855835390.371","313170965464.504","322224659036.024","299094704579.634","323485096796.555","328425372774.826","339602809128.74","",
"Monaco","MCO","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47357419839.872","39780232536.91","28204184901.4317","27865734701.5037","19255222615.7222","18985649681.0805","17869851603.5838","18164179596.3378","16975844077.9138","16404054449.8236","16749805343.5638","17771543536.4017","19157723871.4159","20422133638.8404","21933371473.7063","23578374366.9967","24710136298.1111","25451440442.8635","27436652834.4172","25790453592.0488","27621575824.6951","29228644998.5535","29056273754.48","31684084103.3587","33268169763.8176","33155644962.7601","34696060989.7407","36144833893.6724","37617951104.982","38954258880.7035","35730412861.1096","40707659297.2633","38665973842.6322","38968822263.8868","",
"Madagascar","MDG","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23811654000.8192","22310007379.5672","22573462898.6665","23047488278.8545","23037784986.0675","23424495475.8189","23929107004.8442","24812926805.3625","25784867660.0543","26996557132.54","28199755602.4776","29886167474.0208","26177900449.2985","28739379768.7847","30250210004.1952","31688863132.9042","33399589086.3793","35306894063.3093","37676916122.7591","36177861416.3771","36401889113.0216","36976466378.8269","38089882549.6347","38966093153.0824","40267250148.2569","41528540449.4672","43186835727.0291","44885506816.5598","46319309928.9423","48362562210.5033","44910601332.5875","47488297274.9472","49387829165.3262","51264566673.6554","",
"Maldives","MDV","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2001980131.99308","2030862620.4766","2166337918.27985","2286716311.08831","2463925077.08306","2783885079.40523","3002660785.67891","3254822458.07086","3498761088.64051","3714832531.68281","3857697941.28984","3705564442.49291","3974899184.84543","4521449796.64994","4784433907.49945","4247468937.63905","5250117887.23018","5624106236.97254","6129140677.72728","5629139894.09722","6013918139.16074","6529473247.04311","6683813506.9326","7149223925.83951","7706941662.2555","8013039474.49744","8539675344.84127","9142110073.69631","9934548745.54932","10659605467.7651","7151654156.25662","9834087308.92595","11193757023.577","11722817847.7268","",
"Middle East & North Africa","MEA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3034435800722.57","3063668545919.41","3243972903622.96","3321285700649.62","3405429074256.03","3503411155211.84","3689762839586.34","3848765700061.47","4037462778295.5","4158715760492.36","4420809115390.45","4514024912835.19","4612111766475.96","4798193876987.66","5184259971674.15","5436844063726.45","5750833388366.46","6058992910528.36","6345057195789.45","6431496232717.85","6756414166749.72","7035359871719.81","7237215597587.99","7355015156676.81","7575420684167.31","7800725885941.77","8163913431279.09","8330396351362.06","8524120312233.3","8653387848985.68","8419177060608.4","8790487663561.53","9283101267880.88","9483475103839.33","",
"Mexico","MEX","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421988576908.12","1478525491429.87","1531288352370.34","1575190381081.32","1644406260899.86","1547216923851.72","1643427469866.41","1761735778083.96","1870700526511.11","1922238894578.61","2018913747625.91","2009811570828.22","2005056597790.38","2028827443367.85","2101164089045.04","2145566878766.47","2248661657532.08","2295385787120.34","2317038892629.86","2171175488817.02","2279111886754.97","2357605527055.77","2441376220319.95","2462179225164.37","2523826369979.69","2592028321194.77","2637971847926.75","2687347519704.08","2740344219171.93","2729583147164.59","2501552827775.9","2652858836379.45","2750725746006.69","2838748451806.8","",
"Marshall Islands","MHL","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174302390.847902","174455427.147998","186913081.944414","198139548.509993","209785591.717721","227015899.803169","203626549.02123","190501442.322162","189217279.748864","186691755.885989","191273974.477889","204529345.953496","211965603.768536","208655389.704123","207803334.003862","211525184.76214","211897369.837968","219713256.430352","203088989.710043","210532691.226599","222194490.269204","221077935.04172","218224516.12704","226536649.487195","223683230.572515","227901328.098563","233608165.927923","241920299.288078","255194900.325936","281868164.093596","274052277.501212","277401943.183662","274300400.885097","263507033.686091","",
"Middle income","MIC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17404761634685.6","17736071883550.4","18348313055010.1","19068232720611.3","19813203382377.6","20656079903575.6","21865576951950.5","22983190899916.5","23638182336862.7","24523995193877.3","25844542780543.9","26780579030373.4","27991773602981.1","29598278558189.5","31841872321272.1","34060746090653.6","36728703543000.2","39783016244767.4","41937057756430.9","43428620074741.1","46806205492898.1","49659933314392.4","52305233139735.6","55137818672753.4","57896027378153.4","60613254435612.8","63594314754479.6","66946328966417.5","70270490356080.9","73054779961931.9","71782810596327.2","76930706395252.1","80017162451077.1","83843800127095.5","",
"North Macedonia","MKD","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26630991295.3223","24987654700.1114","23347165524.3617","21603302386.1478","21223480429.5573","20986896415.5478","21235612941.0926","21541401804.1551","22269228825.815","23235496880.5939","24292511183.521","23547397524.983","23899116871.3751","24430299039.0441","25572193100.6954","26780246170.4808","28155954154.5794","29978626146.3864","31619056985.8663","31505666349.8781","32563863188.6408","33325820479.1709","33173793677.0152","34144212619.1591","35383348267.5691","36747682458.9307","37794331859.2658","38203180637.8786","39303660202.3122","40840598210.1704","38925807179.4787","40681625580.3892","41803984501.8434","42670476498.1391","",
"Mali","MLI","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13527707319.514","15116564112.7622","14630012933.8414","15094101548.4641","15664648632.5886","15808923555.0145","16924367275.7581","17741649090.7851","19084987793.7772","20173012194.3097","20160739948.0275","23260703598.9242","23983252754.304","26170295644.8138","26578551906.3309","28315401474.9585","29635518406.859","30670869860.4036","32134834976.5772","33679338705.5133","35469036966.7056","36608704575.0806","36302386865.7461","37135551435.0793","39766487861.5594","42220795969.0424","44691683273.5249","47062780902.9727","49296608422.4983","51641234391.8185","51003232530.6487","52560164127.7227","54386604450.4188","56919266788.7496","",
"Malta","MLT","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6439939415.97452","6842853715.62905","7163847359.75578","7484841404.39614","7907817631.5839","8409370425.82082","8727020582.23935","9185798321.4956","9656625713.29673","10112416021.4538","12102667932.1452","12011090356.7264","12340328773.3851","12796212764.8022","12848313792.3927","13218431476.8532","13527230259.6109","14208551389.6409","14835166440.7009","14628165050.3124","15534722930.3876","15688821738.915","16332469818.2257","17360062393.1651","18684831213.9382","20482517054.3792","21317736604.369","24083098838.0203","25814456062.5672","26868900705.5725","25935290368.8637","29426259605.9969","30646826371.589","32944882465.4667","",
"Myanmar","MMR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30871439712.1178","30670584905.4155","33633652463.2697","35664926709.7263","38331935077.614","40995257643.6155","43636465399.4203","46102616443.6105","48807094193.436","54149094093.2034","61592390964.0247","68579429990.3023","76826458556.7683","87462311090.3562","99326277631.595","112803810601.787","127554151235.72","142849724677.356","157499400196.051","174115601243.185","190890663421.522","201564281228.436","216344325709.865","234573500811.746","253737938743.438","271481427555.543","287396952715.713","305031940823.166","324153972904.228","345480419570.271","314220151769.163","276462287916.21","287624434643.666","290381161330.736","",
"Middle East & North Africa (excluding high income)","MNA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1898987249113.93","1884752791054.07","1973915645579.58","2008752998365.41","2048814962174.44","2107990388968.89","2241101103066.89","2332328302405.15","2481210621893.7","2592061886760.33","2750146008568.53","2828612793222.02","2916919612111.51","2972574981782.4","3204285425079.35","3341241525160.59","3523060574488.54","3738285861537.27","3890294459837.14","4000790772160.52","4209949682159.43","4257670043001.82","4329723785349.19","4343233865265.4","4452209808143.09","4537443132497.26","4797616839055.63","4939119360171.87","5042630931754.03","5124485421023.7","5022496246777.01","5227069567345.53","5467265625986.73","5646683732196.36","",
"Montenegro","MNE","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8910518408.16364","9347134331.1021","8468503879.29804","8731027504.57644","8827054724.79757","8995116262.17406","9218434346.19685","9626446925.71445","10028890599.9334","10888007292.4591","11629496934.7259","12469466726.03","11746849034.5257","12068046778.8721","12457657758.2723","12118337225.9316","12548414579.8029","12772240472.6093","13205268137.5882","13594728512.102","14235919161.7038","14958803308.0071","15566571257.8238","13183812733.7747","14903438634.7757","15858254306.1036","16863302499.5346","",
"Mongolia","MNG","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13930857674.5003","12719772331.1187","11542370967.6836","11176617291.7578","11415169077.0896","12143048987.2567","12414457527.5703","12898213380.3997","13329005529.755","13738255184.9967","13895704125.9689","14306004046.7735","14983104137.6382","16032615830.299","17736146348.2644","19022667065.9545","20650291128.5059","22766536341.5375","24792841843.2819","24478320115.4333","26036404766.9935","30538301606.8939","34300565349.9306","38296209459.5173","41315951926.4775","42299203744.5578","42929370719.9824","45349246281.1623","48861491267.8209","51598831338.4922","49247084583.6546","50053145881.8599","52572175378.1041","56474141515.8419","",
"Northern Mariana Islands","MNP","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7170866773.5068","7524064320.90283","6953992508.53513","7714789540.90357","8211636159.03737","8385960474.42256","9282915341.56564","10379686771.2693","11455980625.0943","12809732312.1266","12907884958.8431","14566765289.3609","15975153770.2032","17128192582.1715","18533510246.4443","19703349820.5116","21656085291.2839","23312635904.3205","24916085861.7049","26393353584.6986","28156358172.2946","30165049214.0964","32576595027.0564","34717337919.7215","37391464636.448","40155850652.3135","42041967039.1484","43151121313.3742","44654908558.8374","45689926257.9767","45132727326.9761","46205728911.2947","48222355191.1601","50844136708.1592","",
"Mauritania","MRT","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10773605994.0355","10966247472.6045","11171768738.1958","11827957928.6661","11465935808.8304","12591867821.415","13324566779.9406","12785628490.4818","13140788290.3911","13623472876.0846","13089701686.8472","12985050329.4907","13164436717.0493","14076504380.9269","14742711250.5554","16005614255.0498","18939955318.5008","18566947529.6403","18505476223.9444","18523588628.0001","19008949158.1785","19802151410.0038","20687310190.2723","21546001790.2847","22467055292.4798","23674960402.4649","23973480163.5376","25476748185.7312","26692542851.2921","27530956928.3359","27431664499.2464","27635403694.625","29513507139.621","31434006298.0642","",
"Mauritius","MUS","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9477452905.28988","9897820235.88874","10542435434.123","11078208639.9537","11536419175.7923","12031070439.8287","12703347878.7132","13425847920.755","14241057374.8338","14612881747.9794","15811546006.2431","16340843948.4201","16604735286.3198","17588639824.3827","18350231420.9402","18676414678.7802","19585123966.1056","20706767180.5646","21822232972.2558","22545656797.9489","23532526014.0551","24492073720.1938","25348345607.4235","26200152959.3989","27202824905.9734","28206760638.5407","29296237816.3375","30449918917.4069","31669968172.8073","32585637210.0229","27845555062.1668","28793361692.7371","31350179155.4119","33531614722.4901","",
"Malawi","MWI","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9998939789.35323","10871870406.5501","10074638505.0624","11051056409.2829","9919408151.88477","11578807819.1177","12425992341.2995","12897238047.3098","13399618164.4798","13807271818.2549","14024885139.8778","13327152206.8414","13553713798.2879","14327039833.8245","15103636676.8431","15597333179.0836","16330407801.8907","17898126930.6661","19265496648.5876","20869948373.0429","22304562367.9049","23404772824.1141","23849463507.9411","25139802956.7234","26553984750.4548","27297496323.8008","27979933731.6285","29099131081.0006","30365980584.4615","32101950612.2946","32356710546.2459","33831623933.4187","34143252119.5588","34789398821.5095","",
"Malaysia","MYS","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214242312021.412","234692742103.338","255545469125.778","280831548487.792","306701868103.396","336847856021.014","370541738826.626","397675553808.732","368408958702.071","391020471199.41","425660459259.482","427863998400.631","450930096523.964","477032181941.105","509391362925.102","536552819272.496","566518473663.355","602202259558.637","631299287007.657","621744391014.975","667907963161.822","703266428543.889","741759394361.74","776575522140.495","823222254452.927","865136882439.813","903633582498.53","956159294251.201","1002466920504.23","1046707664542.57","989590433102.722","1022398815013.98","1113001976860.61","1152574619172.82","",
"North America","NAC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12202006285123.3","12166436093220.6","12565990313178","12910751454020.7","13436052907038.6","13796787503866.3","14291869600878.1","14925386613041","15586857488017.2","16337879684466.2","17019327725248.8","17195970778503.3","17507804522990","17981893850527","18661724735127.6","19307232401827.8","19842565670089.6","20241075788731.3","20279494867662.6","19750731944382.4","20289546211514.7","20634680794660.4","21096719812225.8","21547262961765.3","22097401515550","22702888475974.6","23100308292382","23679651704466.8","24377283316535","24992671307459.8","24389574517135.7","25850557451554.7","26528540784528.4","27257573306695.1","",
"Namibia","NAM","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9970961728.4058","10785151825.9327","11560533332.3036","11377930181.3111","11574754661.7301","12026055992.0489","12409846439.3888","12933554406.6842","13359273423.7733","13809384540.9044","14291633570.4646","14459981681.5562","15152421216.5895","15794852707.0093","17732809757.8007","18181319093.2527","19467315667.9268","20513497807.0674","21057066941.3334","21119389734.8215","22394842369.4677","23535039520.1135","24726308395.5825","26114621285.0003","27705659590.2928","28887077272.0263","28896839500.9711","28599997269.5411","28903139937.2016","28660598613.1225","26338688299.7304","27287889637.5942","28747700069.2523","29943600297.0227","",
"New Caledonia","NCL","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11698663466.8017","11647249115.9658","11880281727.695","11918495304.2501","12139557027.3611","12437855578.8911","12450359417.8263","12640535633.8044","13901127580.9933","13870605915.2577","13702982730.2292","14698934000.6781","15421896744.4792","15756646036.5848","15813968963.6196","16973428426.8393","17980130949.052","18545196854.6987","19979002842.8915","20371110933.8849","22118578797.1182","22640081122.8604","25028370732.5504","26358661332.5341","28109439638.6581","29344188610.6478","31028807124.6903","32581910868.9213","34931528663.0687","37006409966.5338","38320374766.3561","38850574077.5224","43473792392.7583","44560637202.5773","",
"Nigeria","NGA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","354556738794.545","355827302092.377","372306351007.095","364729474560.987","358109910022.232","357849690301.476","372864791507.523","383816201133.474","393723472569.102","396023317256.112","415887588481.34","440498504462.844","508023206248.535","545348661694.273","595796457196.355","634156910550.59","672583192155.543","716914027134.587","765409481340.348","826924868071.553","893125627695.567","940532059050.279","980317140517.95","1045717384877.57","1111699209792.44","1141189180195.95","1122737646691.27","1131785639153.58","1153547130626.18","1179022403184.64","1157867757369.25","1200097354375.41","1239120696928.78","1274562212859.96","",
"Nicaragua","NIC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17412055616.4212","17379097817.427","17446241367.2043","17377688796.0847","17957708452.8371","19019351644.0896","20225990352.8207","21028284786.7688","21808787735.3895","23343247598.8994","24300691966.6206","25020197422.8784","25208834418.1214","25844281799.8747","27217174131.5482","28382721944.1284","29561513034.9478","31062001486.6788","32128910467.0293","31071454165.9172","32441595146.0455","34491085257.7517","36731618991.9594","38541060801.9546","40385825781.7352","42320888723.7139","44251971590.2237","46301959211.3635","44744505929.4856","43448245100.2465","42685314383.8243","47088770380.5984","48855675134.021","51087999962.5743","",
"Netherlands","NLD","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","644833398125.852","660561751665.396","671831404072.795","680280034146.556","700423755111.325","722249211497.734","746954304508.829","778688505956.4","814880268376.507","855977300045.852","892097434154.722","912825992807.047","915069590018.944","915964823168.654","934433513645.027","953439547894.995","987166282186.114","1025520717996.51","1047229103222.32","1008845114963.97","1022155012684.94","1040281349606.13","1030108677464.47","1029797250356.56","1046403864562.64","1068593959580.97","1094499730832.66","1124943745396.96","1150353304209.32","1176812483869.51","1131293925467.67","1202303330254.13","1262505478488.75","1263446811684.38","",
"Norway","NOR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","242217306411.104","249688350468.72","258613358058.389","265971380665.205","279416962669.662","291028392296.904","305661195864.841","321814187579.039","330402399753.842","337248493330.06","348441587599.889","355644329794.377","360543533159.772","363950342863.67","378561449716.46","388726289858.626","398294683047.137","409901149373.529","411876543112.094","403884636082.35","407063417564.309","411564138775.694","422750284424.331","427046234023.477","435792704591.118","443886855618.386","449056913401.632","460120536423.556","463934478605.805","469148071627.941","463151553348.761","481254696871.484","495719457253.477","498097161978.137","",
"Nepal","NPL","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35305600051.5204","37553913761.5046","39096030161.2684","40601168688.7126","43936961801.5529","45460894184.9277","47883179815.6363","50300616038.8364","51817878527.0902","54104380389.4539","57458851963.8193","60216814884.4324","60289161279.1453","62667591457.103","65602066132.3285","67884480784.4944","70168532058.6778","72562373827.3123","76992044903.5975","80482154910.7944","84358509208.0955","87245096016.3483","91319565822.4515","94538720393.0513","100221899349.003","104206775456.958","104658109297.987","114053560138.83","122747151452.59","130918497364.891","127816225643.885","134000165871.651","141546136721.087","144309888216.348","",
