Scenario,Country,Variable,ISO,Year,Value
SSP1,Afghanistan,Rule-of-Law Index,AFG,2025,0.391264081001281
SSP1,Afghanistan,Rule-of-Law Index,AFG,2026,0.391755700111389
SSP1,Afghanistan,Rule-of-Law Index,AFG,2027,0.394384831190109
SSP1,Afghanistan,Rule-of-Law Index,AFG,2028,0.38924354314804
SSP1,Afghanistan,Rule-of-Law Index,AFG,2029,0.385790646076202
SSP1,Afghanistan,Rule-of-Law Index,AFG,2030,0.385241210460662
SSP1,Afghanistan,Rule-of-Law Index,AFG,2031,0.387405216693878
SSP1,Afghanistan,Rule-of-Law Index,AFG,2032,0.388143151998519
SSP1,Afghanistan,Rule-of-Law Index,AFG,2033,0.390863329172134
SSP1,Afghanistan,Rule-of-Law Index,AFG,2034,0.395795077085495
SSP1,Afghanistan,Rule-of-Law Index,AFG,2035,0.40266153216362
SSP1,Afghanistan,Rule-of-Law Index,AFG,2036,0.411147892475128
SSP1,Afghanistan,Rule-of-Law Index,AFG,2037,0.41767132282257
SSP1,Afghanistan,Rule-of-Law Index,AFG,2038,0.425309658050537
SSP1,Afghanistan,Rule-of-Law Index,AFG,2039,0.434324353933334
SSP1,Afghanistan,Rule-of-Law Index,AFG,2040,0.444516658782959
SSP1,Afghanistan,Rule-of-Law Index,AFG,2041,0.455645859241485
SSP1,Afghanistan,Rule-of-Law Index,AFG,2042,0.464788168668746
SSP1,Afghanistan,Rule-of-Law Index,AFG,2043,0.474521160125732
SSP1,Afghanistan,Rule-of-Law Index,AFG,2044,0.485075056552886
SSP1,Afghanistan,Rule-of-Law Index,AFG,2045,0.496297031641006
SSP1,Afghanistan,Rule-of-Law Index,AFG,2046,0.5080007314682
SSP1,Afghanistan,Rule-of-Law Index,AFG,2047,0.517954766750335
SSP1,Afghanistan,Rule-of-Law Index,AFG,2048,0.528165221214294
SSP1,Afghanistan,Rule-of-Law Index,AFG,2049,0.538814306259155
SSP1,Afghanistan,Rule-of-Law Index,AFG,2050,0.549790263175964
SSP1,Afghanistan,Rule-of-Law Index,AFG,2051,0.560957670211792
SSP1,Afghanistan,Rule-of-Law Index,AFG,2052,0.570751130580902
SSP1,Afghanistan,Rule-of-Law Index,AFG,2053,0.580585181713104
SSP1,Afghanistan,Rule-of-Law Index,AFG,2054,0.590590894222259
SSP1,Afghanistan,Rule-of-Law Index,AFG,2055,0.600694119930267
SSP1,Afghanistan,Rule-of-Law Index,AFG,2056,0.610806226730346
SSP1,Afghanistan,Rule-of-Law Index,AFG,2057,0.619880497455596
SSP1,Afghanistan,Rule-of-Law Index,AFG,2058,0.628867387771606
SSP1,Afghanistan,Rule-of-Law Index,AFG,2059,0.637859940528869
SSP1,Afghanistan,Rule-of-Law Index,AFG,2060,0.646815419197082
SSP1,Afghanistan,Rule-of-Law Index,AFG,2061,0.655681312084198
SSP1,Afghanistan,Rule-of-Law Index,AFG,2062,0.66379427909851
SSP1,Afghanistan,Rule-of-Law Index,AFG,2063,0.671745836734771
SSP1,Afghanistan,Rule-of-Law Index,AFG,2064,0.679600536823272
SSP1,Afghanistan,Rule-of-Law Index,AFG,2065,0.687339305877685
SSP1,Afghanistan,Rule-of-Law Index,AFG,2066,0.694936990737915
SSP1,Afghanistan,Rule-of-Law Index,AFG,2067,0.701984107494354
SSP1,Afghanistan,Rule-of-Law Index,AFG,2068,0.708836019039154
SSP1,Afghanistan,Rule-of-Law Index,AFG,2069,0.715539336204528
SSP1,Afghanistan,Rule-of-Law Index,AFG,2070,0.722091317176818
SSP1,Afghanistan,Rule-of-Law Index,AFG,2071,0.728484570980072
SSP1,Afghanistan,Rule-of-Law Index,AFG,2072,0.734462320804596
SSP1,Afghanistan,Rule-of-Law Index,AFG,2073,0.74023562669754
SSP1,Afghanistan,Rule-of-Law Index,AFG,2074,0.745841026306152
SSP1,Afghanistan,Rule-of-Law Index,AFG,2075,0.75128561258316
SSP1,Afghanistan,Rule-of-Law Index,AFG,2076,0.756573140621185
SSP1,Afghanistan,Rule-of-Law Index,AFG,2077,0.761561453342437
SSP1,Afghanistan,Rule-of-Law Index,AFG,2078,0.766365587711334
SSP1,Afghanistan,Rule-of-Law Index,AFG,2079,0.77101194858551
SSP1,Afghanistan,Rule-of-Law Index,AFG,2080,0.775511264801025
SSP1,Afghanistan,Rule-of-Law Index,AFG,2081,0.779871582984924
SSP1,Afghanistan,Rule-of-Law Index,AFG,2082,0.784001529216766
SSP1,Afghanistan,Rule-of-Law Index,AFG,2083,0.787958145141601
SSP1,Afghanistan,Rule-of-Law Index,AFG,2084,0.791762828826904
SSP1,Afghanistan,Rule-of-Law Index,AFG,2085,0.795429468154907
SSP1,Afghanistan,Rule-of-Law Index,AFG,2086,0.798969745635986
SSP1,Afghanistan,Rule-of-Law Index,AFG,2087,0.802327156066894
SSP1,Afghanistan,Rule-of-Law Index,AFG,2088,0.805529236793518
SSP1,Afghanistan,Rule-of-Law Index,AFG,2089,0.808593988418579
SSP1,Afghanistan,Rule-of-Law Index,AFG,2090,0.811536192893981
SSP1,Afghanistan,Rule-of-Law Index,AFG,2091,0.814368426799774
SSP1,Afghanistan,Rule-of-Law Index,AFG,2092,0.817057013511657
SSP1,Afghanistan,Rule-of-Law Index,AFG,2093,0.819614291191101
SSP1,Afghanistan,Rule-of-Law Index,AFG,2094,0.822055160999298
SSP1,Afghanistan,Rule-of-Law Index,AFG,2095,0.824393153190612
SSP1,Afghanistan,Rule-of-Law Index,AFG,2096,0.826640129089355
SSP1,Afghanistan,Rule-of-Law Index,AFG,2097,0.828780889511108
SSP1,Afghanistan,Rule-of-Law Index,AFG,2098,0.830818176269531
SSP1,Afghanistan,Rule-of-Law Index,AFG,2099,0.832763195037841
SSP1,Afghanistan,Rule-of-Law Index,AFG,2100,0.834627091884613
SSP1,Albania,Rule-of-Law Index,ALB,2025,0.848036408424377
SSP1,Albania,Rule-of-Law Index,ALB,2026,0.8405122756958
SSP1,Albania,Rule-of-Law Index,ALB,2027,0.834029853343963
SSP1,Albania,Rule-of-Law Index,ALB,2028,0.828530669212341
SSP1,Albania,Rule-of-Law Index,ALB,2029,0.823903799057006
SSP1,Albania,Rule-of-Law Index,ALB,2030,0.820057272911071
SSP1,Albania,Rule-of-Law Index,ALB,2031,0.816904485225677
SSP1,Albania,Rule-of-Law Index,ALB,2032,0.814308524131774
SSP1,Albania,Rule-of-Law Index,ALB,2033,0.81222778558731
SSP1,Albania,Rule-of-Law Index,ALB,2034,0.810601472854614
SSP1,Albania,Rule-of-Law Index,ALB,2035,0.809370338916778
SSP1,Albania,Rule-of-Law Index,ALB,2036,0.808480501174926
SSP1,Albania,Rule-of-Law Index,ALB,2037,0.807865381240844
SSP1,Albania,Rule-of-Law Index,ALB,2038,0.807494938373565
SSP1,Albania,Rule-of-Law Index,ALB,2039,0.807334959506988
SSP1,Albania,Rule-of-Law Index,ALB,2040,0.80735445022583
SSP1,Albania,Rule-of-Law Index,ALB,2041,0.807526111602783
SSP1,Albania,Rule-of-Law Index,ALB,2042,0.807816505432128
SSP1,Albania,Rule-of-Law Index,ALB,2043,0.80821281671524
SSP1,Albania,Rule-of-Law Index,ALB,2044,0.808699190616607
SSP1,Albania,Rule-of-Law Index,ALB,2045,0.80926102399826
SSP1,Albania,Rule-of-Law Index,ALB,2046,0.809885680675506
SSP1,Albania,Rule-of-Law Index,ALB,2047,0.810575067996978
SSP1,Albania,Rule-of-Law Index,ALB,2048,0.811307668685913
SSP1,Albania,Rule-of-Law Index,ALB,2049,0.812073767185211
SSP1,Albania,Rule-of-Law Index,ALB,2050,0.812866866588592
SSP1,Albania,Rule-of-Law Index,ALB,2051,0.813681542873382
SSP1,Albania,Rule-of-Law Index,ALB,2052,0.814521670341491
SSP1,Albania,Rule-of-Law Index,ALB,2053,0.815377533435821
SSP1,Albania,Rule-of-Law Index,ALB,2054,0.816244781017303
SSP1,Albania,Rule-of-Law Index,ALB,2055,0.817120492458343
SSP1,Albania,Rule-of-Law Index,ALB,2056,0.818002462387085
SSP1,Albania,Rule-of-Law Index,ALB,2057,0.818885743618011
SSP1,Albania,Rule-of-Law Index,ALB,2058,0.819773137569427
SSP1,Albania,Rule-of-Law Index,ALB,2059,0.820663750171661
SSP1,Albania,Rule-of-Law Index,ALB,2060,0.821556508541107
SSP1,Albania,Rule-of-Law Index,ALB,2061,0.822450220584869
SSP1,Albania,Rule-of-Law Index,ALB,2062,0.823342978954315
SSP1,Albania,Rule-of-Law Index,ALB,2063,0.824237942695617
SSP1,Albania,Rule-of-Law Index,ALB,2064,0.825134694576263
SSP1,Albania,Rule-of-Law Index,ALB,2065,0.82603234052658
SSP1,Albania,Rule-of-Law Index,ALB,2066,0.826930105686187
SSP1,Albania,Rule-of-Law Index,ALB,2067,0.827826976776123
SSP1,Albania,Rule-of-Law Index,ALB,2068,0.828724682331085
SSP1,Albania,Rule-of-Law Index,ALB,2069,0.829622864723205
SSP1,Albania,Rule-of-Law Index,ALB,2070,0.830520927906036
SSP1,Albania,Rule-of-Law Index,ALB,2071,0.831418335437774
SSP1,Albania,Rule-of-Law Index,ALB,2072,0.832308590412139
SSP1,Albania,Rule-of-Law Index,ALB,2073,0.83320140838623
SSP1,Albania,Rule-of-Law Index,ALB,2074,0.834097504615783
SSP1,Albania,Rule-of-Law Index,ALB,2075,0.834996104240417
SSP1,Albania,Rule-of-Law Index,ALB,2076,0.83589631319046
SSP1,Albania,Rule-of-Law Index,ALB,2077,0.836781024932861
SSP1,Albania,Rule-of-Law Index,ALB,2078,0.837664902210235
SSP1,Albania,Rule-of-Law Index,ALB,2079,0.83854991197586
SSP1,Albania,Rule-of-Law Index,ALB,2080,0.839435756206512
SSP1,Albania,Rule-of-Law Index,ALB,2081,0.840321958065033
SSP1,Albania,Rule-of-Law Index,ALB,2082,0.841189503669738
SSP1,Albania,Rule-of-Law Index,ALB,2083,0.84205287694931
SSP1,Albania,Rule-of-Law Index,ALB,2084,0.842914462089538
SSP1,Albania,Rule-of-Law Index,ALB,2085,0.843774557113647
SSP1,Albania,Rule-of-Law Index,ALB,2086,0.844633221626281
SSP1,Albania,Rule-of-Law Index,ALB,2087,0.84546947479248
SSP1,Albania,Rule-of-Law Index,ALB,2088,0.846304297447204
SSP1,Albania,Rule-of-Law Index,ALB,2089,0.847140967845916
SSP1,Albania,Rule-of-Law Index,ALB,2090,0.847979485988616
SSP1,Albania,Rule-of-Law Index,ALB,2091,0.848819375038147
SSP1,Albania,Rule-of-Law Index,ALB,2092,0.849624335765838
SSP1,Albania,Rule-of-Law Index,ALB,2093,0.850418746471405
SSP1,Albania,Rule-of-Law Index,ALB,2094,0.851207613945007
SSP1,Albania,Rule-of-Law Index,ALB,2095,0.851992309093475
SSP1,Albania,Rule-of-Law Index,ALB,2096,0.852773547172546
SSP1,Albania,Rule-of-Law Index,ALB,2097,0.853522658348083
SSP1,Albania,Rule-of-Law Index,ALB,2098,0.854265868663787
SSP1,Albania,Rule-of-Law Index,ALB,2099,0.855007946491241
SSP1,Albania,Rule-of-Law Index,ALB,2100,0.855749666690826
SSP1,Algeria,Rule-of-Law Index,DZA,2025,0.55152404308319
SSP1,Algeria,Rule-of-Law Index,DZA,2026,0.547732472419738
SSP1,Algeria,Rule-of-Law Index,DZA,2027,0.545981705188751
SSP1,Algeria,Rule-of-Law Index,DZA,2028,0.540528714656829
SSP1,Algeria,Rule-of-Law Index,DZA,2029,0.536195635795593
SSP1,Algeria,Rule-of-Law Index,DZA,2030,0.53360903263092
SSP1,Algeria,Rule-of-Law Index,DZA,2031,0.532655298709869
SSP1,Algeria,Rule-of-Law Index,DZA,2032,0.533066809177398
SSP1,Algeria,Rule-of-Law Index,DZA,2033,0.534606158733367
SSP1,Algeria,Rule-of-Law Index,DZA,2034,0.537092804908752
SSP1,Algeria,Rule-of-Law Index,DZA,2035,0.54037594795227
SSP1,Algeria,Rule-of-Law Index,DZA,2036,0.544327318668365
SSP1,Algeria,Rule-of-Law Index,DZA,2037,0.548770070075988
SSP1,Algeria,Rule-of-Law Index,DZA,2038,0.553625106811523
SSP1,Algeria,Rule-of-Law Index,DZA,2039,0.558820903301239
SSP1,Algeria,Rule-of-Law Index,DZA,2040,0.564295530319213
SSP1,Algeria,Rule-of-Law Index,DZA,2041,0.569995880126953
SSP1,Algeria,Rule-of-Law Index,DZA,2042,0.575392603874206
SSP1,Algeria,Rule-of-Law Index,DZA,2043,0.580902814865112
SSP1,Algeria,Rule-of-Law Index,DZA,2044,0.586566925048828
SSP1,Algeria,Rule-of-Law Index,DZA,2045,0.592361688613891
SSP1,Algeria,Rule-of-Law Index,DZA,2046,0.598256826400756
SSP1,Algeria,Rule-of-Law Index,DZA,2047,0.603754878044128
SSP1,Algeria,Rule-of-Law Index,DZA,2048,0.609276473522186
SSP1,Algeria,Rule-of-Law Index,DZA,2049,0.614872276782989
SSP1,Algeria,Rule-of-Law Index,DZA,2050,0.620529353618621
SSP1,Algeria,Rule-of-Law Index,DZA,2051,0.626226902008056
SSP1,Algeria,Rule-of-Law Index,DZA,2052,0.631611227989196
SSP1,Algeria,Rule-of-Law Index,DZA,2053,0.636971592903137
SSP1,Algeria,Rule-of-Law Index,DZA,2054,0.642343997955322
SSP1,Algeria,Rule-of-Law Index,DZA,2055,0.647721290588378
SSP1,Algeria,Rule-of-Law Index,DZA,2056,0.653090715408325
SSP1,Algeria,Rule-of-Law Index,DZA,2057,0.65816330909729
SSP1,Algeria,Rule-of-Law Index,DZA,2058,0.663181126117706
SSP1,Algeria,Rule-of-Law Index,DZA,2059,0.668177366256713
SSP1,Algeria,Rule-of-Law Index,DZA,2060,0.673149466514587
SSP1,Algeria,Rule-of-Law Index,DZA,2061,0.678089618682861
SSP1,Algeria,Rule-of-Law Index,DZA,2062,0.682777941226959
SSP1,Algeria,Rule-of-Law Index,DZA,2063,0.687400579452514
SSP1,Algeria,Rule-of-Law Index,DZA,2064,0.691984593868255
SSP1,Algeria,Rule-of-Law Index,DZA,2065,0.696529448032379
SSP1,Algeria,Rule-of-Law Index,DZA,2066,0.701030731201171
SSP1,Algeria,Rule-of-Law Index,DZA,2067,0.705432057380676
SSP1,Algeria,Rule-of-Law Index,DZA,2068,0.709759652614593
SSP1,Algeria,Rule-of-Law Index,DZA,2069,0.714018881320953
SSP1,Algeria,Rule-of-Law Index,DZA,2070,0.718211531639099
SSP1,Algeria,Rule-of-Law Index,DZA,2071,0.722338795661926
SSP1,Algeria,Rule-of-Law Index,DZA,2072,0.726386249065399
SSP1,Algeria,Rule-of-Law Index,DZA,2073,0.730349481105804
SSP1,Algeria,Rule-of-Law Index,DZA,2074,0.734232187271118
SSP1,Algeria,Rule-of-Law Index,DZA,2075,0.738039016723632
SSP1,Algeria,Rule-of-Law Index,DZA,2076,0.741774380207061
SSP1,Algeria,Rule-of-Law Index,DZA,2077,0.745417714118957
SSP1,Algeria,Rule-of-Law Index,DZA,2078,0.748978555202484
SSP1,Algeria,Rule-of-Law Index,DZA,2079,0.752463579177856
SSP1,Algeria,Rule-of-Law Index,DZA,2080,0.755878388881683
SSP1,Algeria,Rule-of-Law Index,DZA,2081,0.759227991104126
SSP1,Algeria,Rule-of-Law Index,DZA,2082,0.762494504451751
SSP1,Algeria,Rule-of-Law Index,DZA,2083,0.765687584877014
SSP1,Algeria,Rule-of-Law Index,DZA,2084,0.768813610076904
SSP1,Algeria,Rule-of-Law Index,DZA,2085,0.771878004074096
SSP1,Algeria,Rule-of-Law Index,DZA,2086,0.774885177612304
SSP1,Algeria,Rule-of-Law Index,DZA,2087,0.777813851833343
SSP1,Algeria,Rule-of-Law Index,DZA,2088,0.78067922592163
SSP1,Algeria,Rule-of-Law Index,DZA,2089,0.783488154411315
SSP1,Algeria,Rule-of-Law Index,DZA,2090,0.786244988441467
SSP1,Algeria,Rule-of-Law Index,DZA,2091,0.788953602313995
SSP1,Algeria,Rule-of-Law Index,DZA,2092,0.791594088077545
SSP1,Algeria,Rule-of-Law Index,DZA,2093,0.794181883335113
SSP1,Algeria,Rule-of-Law Index,DZA,2094,0.796722769737243
SSP1,Algeria,Rule-of-Law Index,DZA,2095,0.799220263957977
SSP1,Algeria,Rule-of-Law Index,DZA,2096,0.801677286624908
SSP1,Algeria,Rule-of-Law Index,DZA,2097,0.804081559181213
SSP1,Algeria,Rule-of-Law Index,DZA,2098,0.806442081928253
SSP1,Algeria,Rule-of-Law Index,DZA,2099,0.808763027191162
SSP1,Algeria,Rule-of-Law Index,DZA,2100,0.811047077178955
SSP1,Angola,Rule-of-Law Index,AGO,2025,0.476832330226898
SSP1,Angola,Rule-of-Law Index,AGO,2026,0.466451555490493
SSP1,Angola,Rule-of-Law Index,AGO,2027,0.459536731243133
SSP1,Angola,Rule-of-Law Index,AGO,2028,0.453170180320739
SSP1,Angola,Rule-of-Law Index,AGO,2029,0.448956489562988
SSP1,Angola,Rule-of-Law Index,AGO,2030,0.446874380111694
SSP1,Angola,Rule-of-Law Index,AGO,2031,0.446653425693511
SSP1,Angola,Rule-of-Law Index,AGO,2032,0.448051929473876
SSP1,Angola,Rule-of-Law Index,AGO,2033,0.450688004493713
SSP1,Angola,Rule-of-Law Index,AGO,2034,0.454349607229232
SSP1,Angola,Rule-of-Law Index,AGO,2035,0.458877295255661
SSP1,Angola,Rule-of-Law Index,AGO,2036,0.464139759540557
SSP1,Angola,Rule-of-Law Index,AGO,2037,0.468181103467941
SSP1,Angola,Rule-of-Law Index,AGO,2038,0.472712635993957
SSP1,Angola,Rule-of-Law Index,AGO,2039,0.477936953306198
SSP1,Angola,Rule-of-Law Index,AGO,2040,0.483794867992401
SSP1,Angola,Rule-of-Law Index,AGO,2041,0.490192085504531
SSP1,Angola,Rule-of-Law Index,AGO,2042,0.494729369878768
SSP1,Angola,Rule-of-Law Index,AGO,2043,0.499679297208786
SSP1,Angola,Rule-of-Law Index,AGO,2044,0.50532579421997
SSP1,Angola,Rule-of-Law Index,AGO,2045,0.511607468128204
SSP1,Angola,Rule-of-Law Index,AGO,2046,0.518416881561279
SSP1,Angola,Rule-of-Law Index,AGO,2047,0.523662567138671
SSP1,Angola,Rule-of-Law Index,AGO,2048,0.529317557811737
SSP1,Angola,Rule-of-Law Index,AGO,2049,0.535602211952209
SSP1,Angola,Rule-of-Law Index,AGO,2050,0.542439520359039
SSP1,Angola,Rule-of-Law Index,AGO,2051,0.549717009067535
SSP1,Angola,Rule-of-Law Index,AGO,2052,0.555920779705047
SSP1,Angola,Rule-of-Law Index,AGO,2053,0.562437117099762
SSP1,Angola,Rule-of-Law Index,AGO,2054,0.569399118423461
SSP1,Angola,Rule-of-Law Index,AGO,2055,0.576732277870178
SSP1,Angola,Rule-of-Law Index,AGO,2056,0.584341466426849
SSP1,Angola,Rule-of-Law Index,AGO,2057,0.591166794300079
SSP1,Angola,Rule-of-Law Index,AGO,2058,0.598167121410369
SSP1,Angola,Rule-of-Law Index,AGO,2059,0.60542607307434
SSP1,Angola,Rule-of-Law Index,AGO,2060,0.612884938716888
SSP1,Angola,Rule-of-Law Index,AGO,2061,0.620473384857177
SSP1,Angola,Rule-of-Law Index,AGO,2062,0.627501249313354
SSP1,Angola,Rule-of-Law Index,AGO,2063,0.634582161903381
SSP1,Angola,Rule-of-Law Index,AGO,2064,0.641766667366027
SSP1,Angola,Rule-of-Law Index,AGO,2065,0.649015188217163
SSP1,Angola,Rule-of-Law Index,AGO,2066,0.656281948089599
SSP1,Angola,Rule-of-Law Index,AGO,2067,0.663144588470459
SSP1,Angola,Rule-of-Law Index,AGO,2068,0.669962227344512
SSP1,Angola,Rule-of-Law Index,AGO,2069,0.676765739917755
SSP1,Angola,Rule-of-Law Index,AGO,2070,0.683534026145935
SSP1,Angola,Rule-of-Law Index,AGO,2071,0.690242528915405
SSP1,Angola,Rule-of-Law Index,AGO,2072,0.696651458740234
SSP1,Angola,Rule-of-Law Index,AGO,2073,0.702962279319763
SSP1,Angola,Rule-of-Law Index,AGO,2074,0.709195137023925
SSP1,Angola,Rule-of-Law Index,AGO,2075,0.715341329574585
SSP1,Angola,Rule-of-Law Index,AGO,2076,0.721390604972839
SSP1,Angola,Rule-of-Law Index,AGO,2077,0.727181434631347
SSP1,Angola,Rule-of-Law Index,AGO,2078,0.732821345329284
SSP1,Angola,Rule-of-Law Index,AGO,2079,0.738329112529754
SSP1,Angola,Rule-of-Law Index,AGO,2080,0.743708729743957
SSP1,Angola,Rule-of-Law Index,AGO,2081,0.748962342739105
SSP1,Angola,Rule-of-Law Index,AGO,2082,0.753990948200225
SSP1,Angola,Rule-of-Law Index,AGO,2083,0.758842766284942
SSP1,Angola,Rule-of-Law Index,AGO,2084,0.76353633403778
SSP1,Angola,Rule-of-Law Index,AGO,2085,0.768083751201629
SSP1,Angola,Rule-of-Law Index,AGO,2086,0.772495508193969
SSP1,Angola,Rule-of-Law Index,AGO,2087,0.776710510253906
SSP1,Angola,Rule-of-Law Index,AGO,2088,0.780749022960662
SSP1,Angola,Rule-of-Law Index,AGO,2089,0.78462940454483
SSP1,Angola,Rule-of-Law Index,AGO,2090,0.788367450237274
SSP1,Angola,Rule-of-Law Index,AGO,2091,0.791977167129516
SSP1,Angola,Rule-of-Law Index,AGO,2092,0.79542738199234
SSP1,Angola,Rule-of-Law Index,AGO,2093,0.798723220825195
SSP1,Angola,Rule-of-Law Index,AGO,2094,0.801880180835723
SSP1,Angola,Rule-of-Law Index,AGO,2095,0.804913878440856
SSP1,Angola,Rule-of-Law Index,AGO,2096,0.807837963104248
SSP1,Angola,Rule-of-Law Index,AGO,2097,0.810644090175628
SSP1,Angola,Rule-of-Law Index,AGO,2098,0.813328981399536
SSP1,Angola,Rule-of-Law Index,AGO,2099,0.815904438495636
SSP1,Angola,Rule-of-Law Index,AGO,2100,0.818382978439331
SSP1,Argentina,Rule-of-Law Index,ARG,2025,0.787809967994689
SSP1,Argentina,Rule-of-Law Index,ARG,2026,0.778355479240417
SSP1,Argentina,Rule-of-Law Index,ARG,2027,0.770426154136657
SSP1,Argentina,Rule-of-Law Index,ARG,2028,0.762411475181579
SSP1,Argentina,Rule-of-Law Index,ARG,2029,0.755501210689544
SSP1,Argentina,Rule-of-Law Index,ARG,2030,0.749813973903656
SSP1,Argentina,Rule-of-Law Index,ARG,2031,0.745263695716857
SSP1,Argentina,Rule-of-Law Index,ARG,2032,0.74152797460556
SSP1,Argentina,Rule-of-Law Index,ARG,2033,0.738680005073547
SSP1,Argentina,Rule-of-Law Index,ARG,2034,0.736635744571685
SSP1,Argentina,Rule-of-Law Index,ARG,2035,0.735290229320526
SSP1,Argentina,Rule-of-Law Index,ARG,2036,0.734543859958648
SSP1,Argentina,Rule-of-Law Index,ARG,2037,0.734260201454162
SSP1,Argentina,Rule-of-Law Index,ARG,2038,0.734405100345611
SSP1,Argentina,Rule-of-Law Index,ARG,2039,0.734916567802429
SSP1,Argentina,Rule-of-Law Index,ARG,2040,0.735734820365905
SSP1,Argentina,Rule-of-Law Index,ARG,2041,0.736807644367218
SSP1,Argentina,Rule-of-Law Index,ARG,2042,0.73811799287796
SSP1,Argentina,Rule-of-Law Index,ARG,2043,0.739595472812652
SSP1,Argentina,Rule-of-Law Index,ARG,2044,0.741203010082244
SSP1,Argentina,Rule-of-Law Index,ARG,2045,0.742913484573364
SSP1,Argentina,Rule-of-Law Index,ARG,2046,0.744705140590667
SSP1,Argentina,Rule-of-Law Index,ARG,2047,0.746588110923767
SSP1,Argentina,Rule-of-Law Index,ARG,2048,0.748515546321868
SSP1,Argentina,Rule-of-Law Index,ARG,2049,0.750470280647277
SSP1,Argentina,Rule-of-Law Index,ARG,2050,0.752442300319671
SSP1,Argentina,Rule-of-Law Index,ARG,2051,0.754424214363098
SSP1,Argentina,Rule-of-Law Index,ARG,2052,0.756431698799133
SSP1,Argentina,Rule-of-Law Index,ARG,2053,0.758435845375061
SSP1,Argentina,Rule-of-Law Index,ARG,2054,0.760429322719574
SSP1,Argentina,Rule-of-Law Index,ARG,2055,0.762409269809722
SSP1,Argentina,Rule-of-Law Index,ARG,2056,0.764374196529388
SSP1,Argentina,Rule-of-Law Index,ARG,2057,0.766338884830474
SSP1,Argentina,Rule-of-Law Index,ARG,2058,0.768284857273101
SSP1,Argentina,Rule-of-Law Index,ARG,2059,0.77020913362503
SSP1,Argentina,Rule-of-Law Index,ARG,2060,0.772111415863037
SSP1,Argentina,Rule-of-Law Index,ARG,2061,0.773992359638214
SSP1,Argentina,Rule-of-Law Index,ARG,2062,0.775869965553283
SSP1,Argentina,Rule-of-Law Index,ARG,2063,0.777725875377655
SSP1,Argentina,Rule-of-Law Index,ARG,2064,0.779557883739471
SSP1,Argentina,Rule-of-Law Index,ARG,2065,0.781366646289825
SSP1,Argentina,Rule-of-Law Index,ARG,2066,0.783153355121612
SSP1,Argentina,Rule-of-Law Index,ARG,2067,0.784939765930175
SSP1,Argentina,Rule-of-Law Index,ARG,2068,0.786705076694488
SSP1,Argentina,Rule-of-Law Index,ARG,2069,0.788446962833404
SSP1,Argentina,Rule-of-Law Index,ARG,2070,0.79016625881195
SSP1,Argentina,Rule-of-Law Index,ARG,2071,0.791864395141601
SSP1,Argentina,Rule-of-Law Index,ARG,2072,0.793568849563598
SSP1,Argentina,Rule-of-Law Index,ARG,2073,0.79525339603424
SSP1,Argentina,Rule-of-Law Index,ARG,2074,0.796915054321289
SSP1,Argentina,Rule-of-Law Index,ARG,2075,0.798554718494415
SSP1,Argentina,Rule-of-Law Index,ARG,2076,0.800173938274383
SSP1,Argentina,Rule-of-Law Index,ARG,2077,0.801783084869384
SSP1,Argentina,Rule-of-Law Index,ARG,2078,0.803373754024505
SSP1,Argentina,Rule-of-Law Index,ARG,2079,0.804945707321167
SSP1,Argentina,Rule-of-Law Index,ARG,2080,0.806499779224395
SSP1,Argentina,Rule-of-Law Index,ARG,2081,0.808037102222442
SSP1,Argentina,Rule-of-Law Index,ARG,2082,0.809558093547821
SSP1,Argentina,Rule-of-Law Index,ARG,2083,0.811063885688781
SSP1,Argentina,Rule-of-Law Index,ARG,2084,0.812555074691772
SSP1,Argentina,Rule-of-Law Index,ARG,2085,0.814032435417175
SSP1,Argentina,Rule-of-Law Index,ARG,2086,0.815496385097503
SSP1,Argentina,Rule-of-Law Index,ARG,2087,0.816947102546691
SSP1,Argentina,Rule-of-Law Index,ARG,2088,0.818384945392608
SSP1,Argentina,Rule-of-Law Index,ARG,2089,0.819810211658477
SSP1,Argentina,Rule-of-Law Index,ARG,2090,0.821223318576812
SSP1,Argentina,Rule-of-Law Index,ARG,2091,0.822624742984771
SSP1,Argentina,Rule-of-Law Index,ARG,2092,0.824015617370605
SSP1,Argentina,Rule-of-Law Index,ARG,2093,0.825394749641418
SSP1,Argentina,Rule-of-Law Index,ARG,2094,0.826762020587921
SSP1,Argentina,Rule-of-Law Index,ARG,2095,0.828117787837982
SSP1,Argentina,Rule-of-Law Index,ARG,2096,0.82946240901947
SSP1,Argentina,Rule-of-Law Index,ARG,2097,0.830799400806427
SSP1,Argentina,Rule-of-Law Index,ARG,2098,0.832124948501586
SSP1,Argentina,Rule-of-Law Index,ARG,2099,0.833438634872436
SSP1,Argentina,Rule-of-Law Index,ARG,2100,0.834740817546844
SSP1,Armenia,Rule-of-Law Index,ARM,2025,0.800771236419677
SSP1,Armenia,Rule-of-Law Index,ARM,2026,0.783676981925964
SSP1,Armenia,Rule-of-Law Index,ARM,2027,0.768556833267211
SSP1,Armenia,Rule-of-Law Index,ARM,2028,0.755441844463348
SSP1,Armenia,Rule-of-Law Index,ARM,2029,0.744219005107879
SSP1,Armenia,Rule-of-Law Index,ARM,2030,0.734752118587493
SSP1,Armenia,Rule-of-Law Index,ARM,2031,0.72688490152359
SSP1,Armenia,Rule-of-Law Index,ARM,2032,0.720120728015899
