Model,Scenario,ISO,Variable,Year,Value
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),HTI,Population,2030,12.8916
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),HTI,GDP_damage,2030,33.0435682027324
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),HUN,Population,2030,9.3513
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),HUN,GDP_damage,2030,357.068614939358
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),IDN,Population,2030,303.0448
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),IDN,GDP_damage,2030,4242.61571128087
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),IND,Population,2030,1514.8178
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),IND,GDP_damage,2030,14248.8498886126
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),IRL,Population,2030,5.2329
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),IRL,GDP_damage,2030,608.556720184334
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),IRN,Population,2030,95.02
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),IRN,GDP_damage,2030,1324.95484475813
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),IRQ,Population,2030,52.5846
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),IRQ,GDP_damage,2030,408.988834047289
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),ISL,Population,2030,0.3873
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),ISL,GDP_damage,2030,23.048973996167
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),ISR,Population,2030,10.1444
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),ISR,GDP_damage,2030,426.093416348777
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),ITA,Population,2030,57.7946
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),ITA,GDP_damage,2030,2326.14584192143
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),JAM,Population,2030,2.8803
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),JAM,GDP_damage,2030,29.4640007491014
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),JOR,Population,2030,13.0932
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),JOR,GDP_damage,2030,106.909509211487
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),JPN,Population,2030,119.3545
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),JPN,GDP_damage,2030,4857.31266634609
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),KAZ,Population,2030,20.8194
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),KAZ,GDP_damage,2030,661.777863881168
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),KEN,Population,2030,63.4287
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),KEN,GDP_damage,2030,335.907000896535
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),KGZ,Population,2030,7.4382
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),KGZ,GDP_damage,2030,47.5669602298756
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),KHM,Population,2030,18.9784
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),KHM,GDP_damage,2030,104.637550488293
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),KOR,Population,2030,53.1681
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),KOR,GDP_damage,2030,2317.56492151107
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),KWT,Population,2030,5.0131
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),KWT,GDP_damage,2030,200.491322573538
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),LBN,Population,2030,6.2978
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),LBN,GDP_damage,2030,64.1821818423
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),LBY,Population,2030,7.5314
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),LBY,GDP_damage,2030,144.824992744571
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),LKA,Population,2030,23.596
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),LKA,GDP_damage,2030,273.708404378171
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),LTU,Population,2030,2.567
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),LTU,GDP_damage,2030,116.985694787615
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),LUX,Population,2030,0.6723
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),LUX,GDP_damage,2030,79.7446384055595
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),LVA,Population,2030,1.7238
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),LVA,GDP_damage,2030,62.1226581679005
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MAR,Population,2030,40.4407
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MAR,GDP_damage,2030,324.321331692829
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MDA,Population,2030,2.9531
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MDA,GDP_damage,2030,46.9178875241263
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MEX,Population,2030,136.8536
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MEX,GDP_damage,2030,2739.55551813468
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MKD,Population,2030,2.104
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MKD,GDP_damage,2030,39.6222821507479
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MLI,Population,2030,28.6224
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MLI,GDP_damage,2030,59.1752425220436
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MLT,Population,2030,0.5177
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MLT,GDP_damage,2030,31.0227266089359
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MMR,Population,2030,58.7083
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MMR,GDP_damage,2030,236.292183214853
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MNE,Population,2030,0.6417
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MNE,GDP_damage,2030,15.3972992161869
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MNG,Population,2030,3.8836
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MNG,GDP_damage,2030,50.7524174710183
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MOZ,Population,2030,40.1945
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MOZ,GDP_damage,2030,65.0946413199697
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MUS,Population,2030,1.3187
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MUS,GDP_damage,2030,32.3498421886892
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MYS,Population,2030,37.8743
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),MYS,GDP_damage,2030,1129.48843045748
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),NAM,Population,2030,2.9408
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),NAM,GDP_damage,2030,24.8643578808373
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),NER,Population,2030,34.8864
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),NER,GDP_damage,2030,46.575354201556
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),NGA,Population,2030,265.186
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),NGA,GDP_damage,2030,1179.14359835788
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),NIC,Population,2030,7.6333
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),NIC,GDP_damage,2030,47.605736009711
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),NLD,Population,2030,17.5967
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),NLD,GDP_damage,2030,1014.16654733275
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),NOR,Population,2030,5.6282
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),NOR,GDP_damage,2030,357.671890108879
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),NPL,Population,2030,33.3324
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),NPL,GDP_damage,2030,151.668768757293
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),NZL,Population,2030,5.486
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),NZL,GDP_damage,2030,220.899182208886
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),OMN,Population,2030,5.4108
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),OMN,GDP_damage,2030,160.839297211777
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),PAK,Population,2030,285.3539
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),PAK,GDP_damage,2030,1453.61199724846
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),PAN,Population,2030,4.8426
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),PAN,GDP_damage,2030,184.677275936414
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),PER,Population,2030,36.3221
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),PER,GDP_damage,2030,501.640151891107
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),PHL,Population,2030,133.5917
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),PHL,GDP_damage,2030,1364.02737082661
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),POL,Population,2030,37.9505
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),POL,GDP_damage,2030,1533.80436384378
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),PRK,Population,2030,27.67
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),PRT,Population,2030,9.9988
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),PRT,GDP_damage,2030,372.626045407014
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),PRY,Population,2030,7.4914
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),PRY,GDP_damage,2030,109.340076063534
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),QAT,Population,2030,3.4372
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),QAT,GDP_damage,2030,267.411447275787
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),ROU,Population,2030,18.187
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),ROU,GDP_damage,2030,622.014503880732
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),RUS,Population,2030,144.667
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),RUS,GDP_damage,2030,4238.50240015248
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SAU,Population,2030,42.3199
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SAU,GDP_damage,2030,1897.53708200803
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SDN,Population,2030,56.2296
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SDN,GDP_damage,2030,151.16638541726
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SEN,Population,2030,20.9554
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SEN,GDP_damage,2030,83.8049834706571
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SGP,Population,2030,6.569
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SGP,GDP_damage,2030,620.415505212025
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SLV,Population,2030,6.5107
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SLV,GDP_damage,2030,63.3413585250052
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SRB,Population,2030,7.0476
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SRB,GDP_damage,2030,160.274359991697
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SSD,Population,2030,11.894
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SUR,Population,2030,0.6684
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SUR,GDP_damage,2030,10.2854093553056
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SVK,Population,2030,5.4272
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SVK,GDP_damage,2030,200.414406694436
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SVN,Population,2030,2.089
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SVN,GDP_damage,2030,87.8233905209188
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SWE,Population,2030,10.7006
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SWE,GDP_damage,2030,607.820550075183
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SYR,Population,2030,26.3113
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),SYR,GDP_damage,2030,340.982086038491
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),TGO,Population,2030,10.5512
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),TGO,GDP_damage,2030,24.9870908580378
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),THA,Population,2030,75.2856
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),THA,GDP_damage,2030,1345.79581453567
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),TJK,Population,2030,11.4251
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),TJK,GDP_damage,2030,58.4925415084253
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),TKM,Population,2030,7.2053
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),TKM,GDP_damage,2030,113.488377810861
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),TTO,Population,2030,1.5462
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),TTO,GDP_damage,2030,36.2597385388809
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),TUN,Population,2030,13.1833
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),TUN,GDP_damage,2030,126.571909021882
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),TUR,Population,2030,90.006
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),TUR,GDP_damage,2030,3227.91537984328
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),TWN,Population,2030,22.8612
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),TWN,GDP_damage,2030,1345.79668142471
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),TZA,Population,2030,81.6028
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),TZA,GDP_damage,2030,245.710598097262
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),UGA,Population,2030,59.2794
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),UGA,GDP_damage,2030,156.807152974871
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),UKR,Population,2030,37.2598
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),UKR,GDP_damage,2030,523.363823234382
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),URY,Population,2030,3.4316
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),URY,GDP_damage,2030,92.8378131569417
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),USA,Population,2030,346.2928
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),USA,GDP_damage,2030,22217.426415592
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),UZB,Population,2030,38.866
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),UZB,GDP_damage,2030,425.28526508974
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),VEN,Population,2030,30.2176
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),VEN,GDP_damage,2030,393.033143825007
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),VNM,Population,2030,107.1094
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),VNM,GDP_damage,2030,1560.19960884223
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),YEM,Population,2030,40.0013
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),YEM,GDP_damage,2030,66.5568265995815
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),ZAF,Population,2030,64.2587
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),ZAF,GDP_damage,2030,732.501609001505
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),ZMB,Population,2030,24.4464
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),ZMB,GDP_damage,2030,79.4217070420714
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),ZWE,Population,2030,18.6886
Remind-Magpie_damages,Nationally Determined Contributions (NDCs),ZWE,GDP_damage,2030,38.3802054978052
Remind-Magpie_damages,Net Zero 2050,AGO,Population,2030,44.7933
Remind-Magpie_damages,Net Zero 2050,AGO,GDP_damage,2030,218.278871269965
Remind-Magpie_damages,Net Zero 2050,ALB,Population,2030,2.717
Remind-Magpie_damages,Net Zero 2050,ALB,GDP_damage,2030,49.1505573174688
Remind-Magpie_damages,Net Zero 2050,ARE,Population,2030,10.3932
Remind-Magpie_damages,Net Zero 2050,ARE,GDP_damage,2030,725.756641930318
Remind-Magpie_damages,Net Zero 2050,ARG,Population,2030,47.6556
Remind-Magpie_damages,Net Zero 2050,ARG,GDP_damage,2030,883.741316674259
Remind-Magpie_damages,Net Zero 2050,ARM,Population,2030,2.7429
Remind-Magpie_damages,Net Zero 2050,ARM,GDP_damage,2030,54.692114157021
Remind-Magpie_damages,Net Zero 2050,AUS,Population,2030,28.403
Remind-Magpie_damages,Net Zero 2050,AUS,GDP_damage,2030,1350.65541191474
Remind-Magpie_damages,Net Zero 2050,AUT,Population,2030,9.0445
Remind-Magpie_damages,Net Zero 2050,AUT,GDP_damage,2030,483.190515412714
Remind-Magpie_damages,Net Zero 2050,AZE,Population,2030,10.8234
Remind-Magpie_damages,Net Zero 2050,AZE,GDP_damage,2030,154.435117576696
Remind-Magpie_damages,Net Zero 2050,BEL,Population,2030,11.733
Remind-Magpie_damages,Net Zero 2050,BEL,GDP_damage,2030,594.78592419359
Remind-Magpie_damages,Net Zero 2050,BEN,Population,2030,16.4394
Remind-Magpie_damages,Net Zero 2050,BEN,GDP_damage,2030,59.0122037673184
Remind-Magpie_damages,Net Zero 2050,BGD,Population,2030,191.2395
Remind-Magpie_damages,Net Zero 2050,BGD,GDP_damage,2030,1553.1877953267
Remind-Magpie_damages,Net Zero 2050,BGR,Population,2030,6.3807
Remind-Magpie_damages,Net Zero 2050,BGR,GDP_damage,2030,193.510878572433
Remind-Magpie_damages,Net Zero 2050,BHR,Population,2030,1.7611
Remind-Magpie_damages,Net Zero 2050,BHR,GDP_damage,2030,71.2555037226193
Remind-Magpie_damages,Net Zero 2050,BIH,Population,2030,3.0648
Remind-Magpie_damages,Net Zero 2050,BIH,GDP_damage,2030,58.4666883324639
Remind-Magpie_damages,Net Zero 2050,BLR,Population,2030,9.2983
Remind-Magpie_damages,Net Zero 2050,BLR,GDP_damage,2030,164.622864787477
Remind-Magpie_damages,Net Zero 2050,BOL,Population,2030,13.5643
Remind-Magpie_damages,Net Zero 2050,BOL,GDP_damage,2030,105.262319563827
Remind-Magpie_damages,Net Zero 2050,BRA,Population,2030,224.2439
Remind-Magpie_damages,Net Zero 2050,BRA,GDP_damage,2030,3262.31981773139
Remind-Magpie_damages,Net Zero 2050,BRN,Population,2030,0.5008
Remind-Magpie_damages,Net Zero 2050,BRN,GDP_damage,2030,26.079207794387
Remind-Magpie_damages,Net Zero 2050,BWA,Population,2030,2.9777
Remind-Magpie_damages,Net Zero 2050,BWA,GDP_damage,2030,44.1890258377845
Remind-Magpie_damages,Net Zero 2050,CAN,Population,2030,40.6606
Remind-Magpie_damages,Net Zero 2050,CAN,GDP_damage,2030,1912.68335429414
Remind-Magpie_damages,Net Zero 2050,CHE,Population,2030,9.0241
Remind-Magpie_damages,Net Zero 2050,CHE,GDP_damage,2030,575.792423689084
Remind-Magpie_damages,Net Zero 2050,CHL,Population,2030,20.1315
Remind-Magpie_damages,Net Zero 2050,CHL,GDP_damage,2030,483.452509537706
Remind-Magpie_damages,Net Zero 2050,CHN,Population,2030,1402.9482
Remind-Magpie_damages,Net Zero 2050,CHN,GDP_damage,2030,28267.8269167306
Remind-Magpie_damages,Net Zero 2050,CIV,Population,2030,33.5919
Remind-Magpie_damages,Net Zero 2050,CIV,GDP_damage,2030,203.801855959958
Remind-Magpie_damages,Net Zero 2050,CMR,Population,2030,33.716
Remind-Magpie_damages,Net Zero 2050,CMR,GDP_damage,2030,120.341869397883
Remind-Magpie_damages,Net Zero 2050,COD,Population,2030,127.4983
Remind-Magpie_damages,Net Zero 2050,COD,GDP_damage,2030,141.474222365699
Remind-Magpie_damages,Net Zero 2050,COG,Population,2030,7.1829
Remind-Magpie_damages,Net Zero 2050,COG,GDP_damage,2030,23.9322976006728
Remind-Magpie_damages,Net Zero 2050,COL,Population,2030,54.6868
Remind-Magpie_damages,Net Zero 2050,COL,GDP_damage,2030,815.519503843818
Remind-Magpie_damages,Net Zero 2050,CRI,Population,2030,5.4583
Remind-Magpie_damages,Net Zero 2050,CRI,GDP_damage,2030,120.870050446311
Remind-Magpie_damages,Net Zero 2050,CUB,Population,2030,11.2446
Remind-Magpie_damages,Net Zero 2050,CUB,GDP_damage,2030,91.5662195928758
Remind-Magpie_damages,Net Zero 2050,CYP,Population,2030,1.3069
Remind-Magpie_damages,Net Zero 2050,CYP,GDP_damage,2030,43.8595544646724
Remind-Magpie_damages,Net Zero 2050,CZE,Population,2030,10.6405
Remind-Magpie_damages,Net Zero 2050,CZE,GDP_damage,2030,416.455773105884
Remind-Magpie_damages,Net Zero 2050,DEU,Population,2030,82.4598
Remind-Magpie_damages,Net Zero 2050,DEU,GDP_damage,2030,4077.43434740992
Remind-Magpie_damages,Net Zero 2050,DNK,Population,2030,5.9254
Remind-Magpie_damages,Net Zero 2050,DNK,GDP_damage,2030,333.004167074504
Remind-Magpie_damages,Net Zero 2050,DOM,Population,2030,12.1775
Remind-Magpie_damages,Net Zero 2050,DOM,GDP_damage,2030,280.653811896199
Remind-Magpie_damages,Net Zero 2050,DZA,Population,2030,50.3498
Remind-Magpie_damages,Net Zero 2050,DZA,GDP_damage,2030,453.560223464435
Remind-Magpie_damages,Net Zero 2050,ECU,Population,2030,19.4879
Remind-Magpie_damages,Net Zero 2050,ECU,GDP_damage,2030,209.876097685266
Remind-Magpie_damages,Net Zero 2050,EGY,Population,2030,126.7888
Remind-Magpie_damages,Net Zero 2050,EGY,GDP_damage,2030,1613.59951542228
Remind-Magpie_damages,Net Zero 2050,ERI,Population,2030,4.2761
Remind-Magpie_damages,Net Zero 2050,ERI,GDP_damage,2030,6.63480838750412
Remind-Magpie_damages,Net Zero 2050,ESP,Population,2030,47.4949
Remind-Magpie_damages,Net Zero 2050,ESP,GDP_damage,2030,1810.03781284728
Remind-Magpie_damages,Net Zero 2050,EST,Population,2030,1.3032
Remind-Magpie_damages,Net Zero 2050,EST,GDP_damage,2030,52.969285672906
Remind-Magpie_damages,Net Zero 2050,ETH,Population,2030,149.032
Remind-Magpie_damages,Net Zero 2050,ETH,GDP_damage,2030,406.443252632422
Remind-Magpie_damages,Net Zero 2050,EU27,Population,2030,440.8699
Remind-Magpie_damages,Net Zero 2050,FIN,Population,2030,5.477
Remind-Magpie_damages,Net Zero 2050,FIN,GDP_damage,2030,269.827018740445
Remind-Magpie_damages,Net Zero 2050,FRA,Population,2030,65.3338
Remind-Magpie_damages,Net Zero 2050,FRA,GDP_damage,2030,2931.91647010421
Remind-Magpie_damages,Net Zero 2050,GAB,Population,2030,2.7921
Remind-Magpie_damages,Net Zero 2050,GAB,GDP_damage,2030,33.6121762022212
Remind-Magpie_damages,Net Zero 2050,GBR,Population,2030,68.2525
Remind-Magpie_damages,Net Zero 2050,GBR,GDP_damage,2030,3086.16172267641
Remind-Magpie_damages,Net Zero 2050,GEO,Population,2030,3.4981
Remind-Magpie_damages,Net Zero 2050,GEO,GDP_damage,2030,80.8198397161221
Remind-Magpie_damages,Net Zero 2050,GHA,Population,2030,39.391
Remind-Magpie_damages,Net Zero 2050,GHA,GDP_damage,2030,205.051979023194
Remind-Magpie_damages,Net Zero 2050,GRC,Population,2030,10.1387
Remind-Magpie_damages,Net Zero 2050,GRC,GDP_damage,2030,332.308477203127
Remind-Magpie_damages,Net Zero 2050,GTM,Population,2030,20.1791
Remind-Magpie_damages,Net Zero 2050,GTM,GDP_damage,2030,189.38786656717
Remind-Magpie_damages,Net Zero 2050,HKG,Population,2030,7.4774
Remind-Magpie_damages,Net Zero 2050,HKG,GDP_damage,2030,413.085890160908
Remind-Magpie_damages,Net Zero 2050,HND,Population,2030,11.6949
Remind-Magpie_damages,Net Zero 2050,HND,GDP_damage,2030,69.9198841663615
Remind-Magpie_damages,Net Zero 2050,HRV,Population,2030,3.8221
Remind-Magpie_damages,Net Zero 2050,HRV,GDP_damage,2030,143.993687307579
Remind-Magpie_damages,Net Zero 2050,HTI,Population,2030,12.8916
Remind-Magpie_damages,Net Zero 2050,HTI,GDP_damage,2030,32.4807245148991
Remind-Magpie_damages,Net Zero 2050,HUN,Population,2030,9.3513
Remind-Magpie_damages,Net Zero 2050,HUN,GDP_damage,2030,354.110097833755
Remind-Magpie_damages,Net Zero 2050,IDN,Population,2030,303.0448
Remind-Magpie_damages,Net Zero 2050,IDN,GDP_damage,2030,4003.98847569956
Remind-Magpie_damages,Net Zero 2050,IND,Population,2030,1514.8178
Remind-Magpie_damages,Net Zero 2050,IND,GDP_damage,2030,13258.5814795809
Remind-Magpie_damages,Net Zero 2050,IRL,Population,2030,5.2329
Remind-Magpie_damages,Net Zero 2050,IRL,GDP_damage,2030,604.173989315674
Remind-Magpie_damages,Net Zero 2050,IRN,Population,2030,95.02
Remind-Magpie_damages,Net Zero 2050,IRN,GDP_damage,2030,1239.17029612323
Remind-Magpie_damages,Net Zero 2050,IRQ,Population,2030,52.5846
Remind-Magpie_damages,Net Zero 2050,IRQ,GDP_damage,2030,381.993295839122
Remind-Magpie_damages,Net Zero 2050,ISL,Population,2030,0.3873
Remind-Magpie_damages,Net Zero 2050,ISL,GDP_damage,2030,22.7267535207922
Remind-Magpie_damages,Net Zero 2050,ISR,Population,2030,10.1444
Remind-Magpie_damages,Net Zero 2050,ISR,GDP_damage,2030,398.545201796516
Remind-Magpie_damages,Net Zero 2050,ITA,Population,2030,57.7946
Remind-Magpie_damages,Net Zero 2050,ITA,GDP_damage,2030,2306.49847232901
Remind-Magpie_damages,Net Zero 2050,JAM,Population,2030,2.8803
Remind-Magpie_damages,Net Zero 2050,JAM,GDP_damage,2030,28.9677407579797
Remind-Magpie_damages,Net Zero 2050,JOR,Population,2030,13.0932
Remind-Magpie_damages,Net Zero 2050,JOR,GDP_damage,2030,99.9719352036747
Remind-Magpie_damages,Net Zero 2050,JPN,Population,2030,119.3545
Remind-Magpie_damages,Net Zero 2050,JPN,GDP_damage,2030,4771.48246292744
Remind-Magpie_damages,Net Zero 2050,KAZ,Population,2030,20.8194
Remind-Magpie_damages,Net Zero 2050,KAZ,GDP_damage,2030,570.994311850796
Remind-Magpie_damages,Net Zero 2050,KEN,Population,2030,63.4287
Remind-Magpie_damages,Net Zero 2050,KEN,GDP_damage,2030,323.108773724393
Remind-Magpie_damages,Net Zero 2050,KGZ,Population,2030,7.4382
Remind-Magpie_damages,Net Zero 2050,KGZ,GDP_damage,2030,41.0357288620558
Remind-Magpie_damages,Net Zero 2050,KHM,Population,2030,18.9784
Remind-Magpie_damages,Net Zero 2050,KHM,GDP_damage,2030,98.7298347382527
Remind-Magpie_damages,Net Zero 2050,KOR,Population,2030,53.1681
Remind-Magpie_damages,Net Zero 2050,KOR,GDP_damage,2030,2189.56438235362
Remind-Magpie_damages,Net Zero 2050,KWT,Population,2030,5.0131
Remind-Magpie_damages,Net Zero 2050,KWT,GDP_damage,2030,187.201204760869
