"Model","Scenario","Region","Variable","Unit","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","JOR","Population","million",11.0172,12.0129,13.0932,14.1797,15.2088,16.15,16.945,17.6069,18.1391,18.5277,18.9464,19.2018,19.4268,19.4943,19.5204,19.42,19.3192
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","JOR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",94.7359,98.2866323534839,107.051715688981,114.579549632196,119.292964683659,135.321648822689,161.671696979756,197.338529905783,236.62118041447,284.907100573669,336.953875687011,397.54911578951,460.096631036299,526.344658949171,593.310007906933,669.427174467804,746.593826118899
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","JPN","Population","million",126.261,122.9555,119.3545,116.0572,112.672,109.2691,105.9877,102.8578,99.7392,96.3496,92.96,89.5566,86.1532,83.2849,80.4167,77.7309,75.0451
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","JPN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",4746.2596,4829.80295019138,4927.71293168692,4942.18662595835,4827.59842683413,4858.63057893442,5003.71396642433,5206.38850019539,5377.50670564358,5569.83829157605,5792.99196396468,5965.73089837146,6138.83421919735,6249.1921608481,6356.30444890963,6450.89315676294,6549.19985778901
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","KAZ","Population","million",18.7721,20.0076,20.8194,21.583,22.3048,22.9804,23.5751,24.0363,24.3268,24.4999,24.672,24.7988,24.9396,25.047,25.1484,25.182,25.2159
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","KAZ","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",458.9907,579.266750855559,662.51508571799,709.949797828972,687.335983548658,718.968066523303,796.687113415798,879.184467495833,965.544202931934,1053.43861068621,1151.69866633172,1268.41668216281,1386.72740597103,1512.4045119815,1638.71954294253,1799.65077404994,1975.66334015771
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","KEN","Population","million",52.1956,57.6787,63.4287,69.106,74.5426,79.6179,84.3062,88.4261,92.044,94.7351,97.1766,98.554,100.0238,100.5275,101.1611,100.7975,100.535
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","KEN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",222.0135,272.405794821062,339.425792935995,405.450917385107,474.414153316857,578.768231860839,721.720738839302,888.429959228888,1072.50607323715,1330.38442161958,1577.45443265566,1945.9958720572,2285.80090050851,2720.01962696402,3125.12253054002,3623.26920881228,4104.98242719662
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","KGZ","Population","million",6.3423,6.9731,7.4382,7.8884,8.3241,8.7367,9.0916,9.3779,9.5937,9.7495,9.89,9.9936,10.0776,10.1318,10.167,10.1709,10.175
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","KGZ","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",30.3599,39.2794788657008,47.621344272492,54.1107444141351,56.0719027713146,63.4214405930618,76.6330173832527,92.2686760052523,109.952844354649,129.091428434926,150.808667587169,176.522205804363,203.966498164627,233.862553201961,265.170340756834,303.446356776075,345.913813782487
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","KHM","Population","million",16.9166,17.9939,18.9784,19.8508,20.5811,21.1254,21.5213,21.804,21.9875,22.0219,22.0221,21.8106,21.5837,21.2243,20.8719,20.4178,19.9341
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","KHM","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",65.832,79.6978967469957,105.411240325416,131.440132650083,157.817300849013,197.99972192104,250.181674353265,314.41363048482,386.662548303646,478.549304347071,579.148856977288,692.38140785,808.537960398429,924.352321242289,1041.19202689835,1170.6569216652,1300.4737249197
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","KOR","Population","million",53.8321,53.5647,53.1681,52.5665,51.6463,50.4272,49.0349,47.2187,45.0721,42.7546,40.6853,38.5574,36.6718,34.7732,33.0194,31.2344,29.6099
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","KOR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",2014.179,2165.90155389714,2333.6642184397,2362.96251511081,2295.7135785418,2320.07270954031,2371.98420754422,2414.00714862439,2409.23584904535,2438.27240975962,2448.63969054632,2463.08135288703,2449.51815888681,2408.54411366389,2352.47254552398,2310.28402646012,2259.34522809627
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","KWT","Population","million",4.5511,4.7835,5.0131,5.2281,5.4225,5.5864,5.7031,5.7638,5.7728,5.7163,5.6687,5.5915,5.5461,5.4945,5.4556,5.3829,5.2947
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","KWT","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",180.7685,191.47494631275,200.862948300967,203.642818833892,198.481982983505,207.854738977535,226.549912491871,251.903862060441,273.206729366088,296.877245797422,316.168158789321,338.751280035534,359.447450233705,380.987185675258,401.84405773553,427.611274422013,451.527506025434
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","LBN","Population","million",5.7999,5.9996,6.2978,6.5881,6.847,7.0694,7.2433,7.37,7.4684,7.5232,7.6045,7.624,7.6446,7.6064,7.5525,7.4456,7.3344
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","LBN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",69.4867,60.6001932648468,64.2510248398755,66.7532174592116,66.9958017687824,73.2156141481359,84.5546613877861,99.8166654793329,116.400916687637,136.818798092207,158.441469597326,183.449386120593,208.72207768156,235.095285041274,261.147420773492,290.241295053488,318.861564899473
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","LBY","Population","million",6.7344,7.1133,7.5314,7.9513,8.3597,8.7264,9.0209,9.2394,9.4037,9.5086,9.6456,9.7229,9.8147,9.8493,9.8823,9.8615,9.8418
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","LBY","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",98.5689,135.123891483888,145.006865782831,142.030936584568,142.104943409474,160.083714168241,192.927793750177,238.622341398884,289.557467670362,351.464813751532,417.169523711126,493.530438743391,573.041983794453,658.108377380519,745.6296458438,846.088802436541,948.960238851584
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","LKA","Population","million",22.5084,23.115,23.596,23.9807,24.2678,24.4295,24.4651,24.4011,24.2692,24.0451,23.8881,23.5867,23.327,22.9577,22.6139,22.1955,21.7812
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","LKA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",266.2904,241.33414988172,275.69488780096,300.760100682599,319.010615488169,355.356687162608,401.783653824275,457.219344291519,511.760424716767,580.992956867869,654.304520326567,737.931438447028,822.374549042288,905.130671891259,987.599943191903,1080.93333553863,1174.34912703075
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","LTU","Population","million",2.8518,2.7097,2.567,2.4383,2.3201,2.215,2.1198,2.0283,1.9412,1.8641,1.7982,1.7422,1.6943,1.6519,1.6159,1.5832,1.5574
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","LTU","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",99.3958,105.227212279487,118.082526857228,122.229092099452,120.824446660638,120.987489712846,120.17548797578,119.331718294501,117.794579918569,116.089586048282,115.175936533604,115.945057802914,117.194931521132,118.08080634973,119.164836023656,119.470658515561,120.195601367234
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","LUX","Population","million",0.6296,0.6515,0.6723,0.6927,0.7125,0.7325,0.7536,0.7724,0.7885,0.8003,0.8084,0.8134,0.8155,0.8143,0.8108,0.8034,0.7946
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","LUX","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",69.0034,71.4621916252466,80.5192563316441,83.8499234852855,84.0536867634836,85.527605213588,86.972430456475,88.9980978173547,90.2882465861077,91.3608386832608,92.6897632809509,95.1400543802184,97.6924112041787,99.6672675860523,101.48577804343,102.262498015903,103.053627180653
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","LVA","Population","million",1.9179,1.8258,1.7238,1.6345,1.5592,1.4962,1.442,1.3922,1.3458,1.3036,1.2658,1.2324,1.2022,1.1741,1.1493,1.1246,1.101
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","LVA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",53.7674,57.9297769323586,62.6990954724395,65.4494375885463,65.639677476117,66.5364246343853,67.7459682238563,69.1242559948312,70.4195350662506,71.7215316712496,73.4097013816596,76.1987895435135,79.367304309357,82.3879348276855,85.6303207912279,88.2969903645529,91.0970038519532
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MAR","Population","million",37.1641,38.7974,40.4407,41.9252,43.1243,44.0292,44.664,45.0857,45.2995,45.2254,45.2482,44.9279,44.6554,44.1677,43.7151,43.0739,42.4813
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MAR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",265.2957,291.397219951318,324.696130158868,354.946104142257,368.128331968752,410.249364922698,480.933380614483,577.378494441192,686.427335295137,824.484182935281,974.448469700839,1152.70827674244,1342.84379065535,1549.51394453758,1765.70272086013,2018.58932299228,2285.34550059899
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MDA","Population","million",3.0804,3.0878,2.9531,2.8249,2.7101,2.6104,2.5202,2.4305,2.3397,2.2503,2.1692,2.0917,2.0227,1.9597,1.9051,1.8533,1.8073
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MDA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",30.1724,37.2328554818251,46.984278317128,52.7339456750726,51.8782408269696,54.5131033541798,60.0432298905578,65.3628174563813,69.8933771672246,73.6177302578862,77.1651371687938,81.0347571739423,84.2274553090049,87.2590634478901,89.8854843704468,94.04615723262,98.5209765655496
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MEX","Population","million",126.5984,131.5929,136.8536,141.4694,145.3424,148.3839,150.6234,152.242,153.2619,153.508,153.8015,153.1638,152.6017,151.4214,150.227,148.7464,147.1187
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MEX","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",2331.3964,2485.0041714091,2763.85097489582,2955.00049835201,3162.74259682935,3481.69499806697,3850.56246414833,4299.15528854656,4729.17868283456,5196.52997445787,5654.57518316985,6186.42359181152,6730.9138388258,7223.94362558357,7700.39323993806,8187.42442068119,8611.9332667857
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MKD","Population","million",2.1337,2.106,2.104,2.1003,2.0865,2.0659,2.0424,2.0179,1.9925,1.9616,1.9318,1.8937,1.8561,1.8147,1.7762,1.7372,1.7
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MKD","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",32.2109,34.6986237156469,39.5591416984665,43.7097638916638,47.6493306152812,52.1947314499003,57.1020312825478,62.8647428405234,68.3832648990106,75.1503940307462,83.9280052958281,92.6758628202287,102.123365868789,111.541459376072,121.418933001869,130.855686819673,140.72665784997
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MLI","Population","million",21.1852,24.7237,28.6224,32.7235,36.9104,41.0847,45.152,49.092,52.8107,56.1974,59.5896,62.3281,65.0958,67.0274,68.8805,69.92,71.0054
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MLI","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",42.7941,48.4013910761997,59.8297565394147,74.7855869990355,93.7837996630847,124.507408098869,168.779977569415,226.251845708398,294.196412041479,391.813490315712,497.046478704297,654.863503191318,817.029085306179,1029.85273673588,1248.17109067148,1523.41794601186,1808.80505838194
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MLT","Population","million",0.5124,0.5144,0.5177,0.5179,0.5156,0.513,0.5121,0.5111,0.5092,0.5046,0.4971,0.4865,0.4732,0.4578,0.442,0.4259,0.4114
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MLT","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",22.2691,27.0107292576206,31.3350913036671,34.305524602714,35.6889992637241,37.6916164365707,39.3784914041108,41.307158472613,42.6882017361074,43.6813118875261,44.7581596123225,46.1874941529781,47.4994548840347,48.3668739823259,49.1226852147455,49.4927295760916,50.1274941560231
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MMR","Population","million",55.2541,57.1537,58.7083,59.746,60.2796,60.4391,60.3047,59.8908,59.2318,58.2472,57.3459,56.116,55.0341,53.7208,52.5278,51.1902,49.8983
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MMR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",248.1799,209.570979961436,238.048600863143,263.285239595276,285.217251919522,326.803291280009,381.113692493229,448.48819303026,518.246662058388,607.90199196789,707.587489567741,822.233805560879,940.232862280003,1058.25534384121,1178.88576870527,1316.85861068661,1459.20537991222
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MNE","Population","million",0.6357,0.6519,0.6417,0.6341,0.6275,0.6216,0.6162,0.6107,0.6048,0.5974,0.591,0.5828,0.5752,0.5666,0.5586,0.5499,0.5411
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MNE","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",11.0628,13.8088022866789,15.3710178093154,16.7368000434304,17.7035963713609,18.6007617894875,19.4516798433324,20.4538658390053,21.3275541381092,22.3400266384156,23.6012019053289,24.6647942966765,25.850637217536,27.0348363653544,28.3675587151276,29.6340448895514,31.0245541777686
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MNG","Population","million",3.3908,3.6482,3.8836,4.115,4.3487,4.5841,4.8144,5.0199,5.1863,5.3132,5.4374,5.5216,5.6154,5.684,5.7558,5.8004,5.8292
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MNG","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",36.0857,42.6558301991257,51.0707386428682,60.1093157516104,67.2308190236411,77.2855241527431,90.3761247612501,105.576845732917,122.750679256278,144.805881839478,168.867028450652,196.41677723794,225.389901139025,255.223375038776,286.662842193692,323.007135876678,361.433474204852
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MOZ","Population","million",31.1596,35.5636,40.1945,44.8936,49.5798,54.1799,58.5835,62.7444,66.5801,69.8243,72.9696,75.1487,77.1835,78.2072,79.2143,79.4485,79.7658
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MOZ","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",36.5099,42.5240967568267,65.793746535473,95.4478473415462,128.209746606185,174.937571137365,239.468091257294,320.452992233416,416.154694482752,552.475874241324,698.098145412587,914.545372161924,1134.13501063413,1419.63332818037,1707.64475847795,2064.74605390281,2427.15684776404
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MUS","Population","million",1.3155,1.3179,1.3187,1.312,1.2974,1.2752,1.2474,1.2174,1.1873,1.155,1.1275,1.093,1.0636,1.0283,0.9988,0.9652,0.938
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MUS","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",24.3024,28.8654419174955,32.6859003541151,35.3531620615434,37.2983227892892,40.6830413501458,45.0988344139241,49.2783164903583,52.7947383333388,58.0241333322203,61.1929625873406,67.2899445446527,70.7393248963444,75.6138275897175,78.3757350649913,82.3215177784835,84.8926860158803
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MYS","Population","million",34.2598,36.1155,37.8743,39.4885,40.9228,42.188,43.2807,44.1962,44.9203,45.3144,45.6594,45.5727,45.4194,44.9079,44.3638,43.6369,42.9029
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","MYS","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",805.8518,960.442419894397,1137.75259160271,1253.35505169251,1308.97227234183,1417.03925189101,1544.74482752267,1685.54537504794,1804.60814376407,1958.91201695168,2107.45018677764,2267.7694369491,2409.88538272654,2529.0592768153,2636.56339863377,2766.601002195,2890.86763113831
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","NAM","Population","million",2.5023,2.7192,2.9408,3.146,3.3421,3.5245,3.6901,3.8315,3.9408,4.0157,4.0837,4.1131,4.1513,4.1538,4.1649,4.1373,4.1174
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","NAM","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",21.3666,23.0860632193239,25.1370944448678,27.2153007106063,29.9925908309325,35.1347905556956,42.2102713481026,50.4220394747147,58.871933915863,70.8844144399692,81.7383732924422,98.1071981157635,111.973493893234,129.697247306106,145.241118396417,164.576996909421,182.384290760486
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","NER","Population","million",24.223,29.1369,34.8864,41.383,48.596,56.4119,64.787,73.5488,82.5386,91.3246,100.3773,108.653,117.0332,124.3517,131.7082,137.6026,143.1429
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","NER","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",28.0578,36.0839341851683,47.0870298237854,62.5135986987881,81.6671046708501,112.221186059338,157.788225641013,220.612822047662,301.396518929199,424.032428313454,570.10373095551,797.242861771027,1055.68865034733,1410.60116662756,1810.65399292458,2335.15034311921,2926.23557615728
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","NGA","Population","million",208.7207,235.6002,265.186,297.3759,332.1588,368.8277,406.656,444.3839,481.5684,516.6211,552.709,584.3492,617.06,643.2999,669.874,688.8242,707.0048
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","NGA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",962.2294,1045.18196893291,1191.72400782112,1400.35690466292,1630.38924619235,1997.33979281348,2519.42325228361,3166.78339590389,3920.95207229851,5012.77727973796,6151.73820709506,7874.95514719785,9611.04272826746,11907.4295472635,14256.3927846751,17226.8201175387,20308.5095205223
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","NIC","Population","million",6.7625,7.2246,7.6333,7.9861,8.2751,8.4966,8.665,8.7866,8.8575,8.8748,8.8806,8.823,8.7584,8.6546,8.5478,8.4268,8.3086
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","NIC","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",37.0512,41.5963121878538,48.0366266099277,54.1232991252024,62.2443833126001,74.6609429033363,90.6632977586523,111.893171978262,136.259808955713,166.035654546767,199.519305293818,240.041517719142,285.474397165402,333.051175063316,384.43667191051,441.547652811441,500.951673713531
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","NLD","Population","million",17.4995,17.484,17.5967,17.697,17.7468,17.7597,17.7691,17.7531,17.7336,17.722,17.7417,17.7798,17.8018,17.7723,17.7126,17.5965,17.4822
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","NLD","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",916.3172,953.778774983093,1023.98532237432,1059.01175701704,1072.32073009465,1116.97690481905,1163.52716379065,1215.96256324803,1255.90378198303,1289.88500515439,1328.47310880935,1385.21223086185,1444.99396331744,1494.60289288318,1538.6503799632,1562.68360798955,1583.04256678941
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","NOR","Population","million",5.4178,5.5349,5.6282,5.743,5.8576,5.9733,6.0972,6.2012,6.2921,6.3623,6.4449,6.5113,6.5787,6.6149,6.637,6.6383,6.6355
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","NOR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",320.2699,336.036155757911,356.896069912576,383.18758939226,406.925984189923,432.243923669978,460.348516799953,490.485774874887,520.079724544986,552.730316832562,589.899861465255,621.556809638001,655.163581576504,686.800655276874,719.017937294699,746.279880780487,772.747706552658
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","NPL","Population","million",30.1032,31.8276,33.3324,34.533,35.4797,36.236,36.822,37.2398,37.454,37.4435,37.4563,37.1972,36.9615,36.4787,35.9996,35.4157,34.9213
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","NPL","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",103.6585,121.174644368863,152.727096627831,185.02503469505,216.508488363694,264.331080085347,326.386258479091,401.98764538203,485.713706555333,593.3897439539,716.322570441141,862.414048277131,1018.31221218369,1177.93956182492,1343.0211098534,1530.62836301467,1728.91924092086
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","NZL","Population","million",5.0576,5.2888,5.486,5.617,5.7364,5.8476,5.951,6.0372,6.1116,6.1694,6.2277,6.2598,6.2947,6.2888,6.2857,6.2457,6.2067
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","NZL","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",194.1802,206.057297343674,225.363828710891,246.349614476077,266.609742276516,289.760634157027,314.426645198266,340.172953887331,363.687600300615,394.410023108398,425.238267631854,452.548177789087,478.091521021806,499.65154127075,521.069650335816,542.198186389901,563.531207088545
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","OMN","Population","million",4.6741,5.0418,5.4108,5.7437,6.0445,6.3358,6.6071,6.8281,6.9753,7.0211,7.036,6.9628,6.8878,6.7843,6.7143,6.6424,6.5914
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","OMN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",141.9345,147.740440011908,161.099474538709,169.019509352861,169.073772942256,182.11458318034,204.346791068422,234.726373427458,264.537093680636,300.694580052415,335.979070646307,375.008971074677,410.844407539138,445.997975389806,480.415610622552,522.856545063713,566.463931121724
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","PAK","Population","million",233.6824,258.6896,285.3539,312.5977,339.5145,365.6233,390.9891,414.9185,437.3265,456.4658,474.9142,488.6588,501.3586,510.1495,518.467,524.0874,529.0095
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","PAK","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",1077.0236,1189.81013473,1464.59001444984,1730.21163334151,2042.682799576,2583.84974792723,3326.54562489144,4300.17182129691,5414.95593163205,6880.95507039839,8605.30611148272,10700.0966304236,13029.5742848483,15528.3798068511,18222.0413168096,21333.9474948902,24686.0272473738
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","PAN","Population","million",4.2991,4.5809,4.8426,5.0796,5.2836,5.4568,5.5917,5.6976,5.7803,5.8297,5.8774,5.8824,5.8843,5.8534,5.8157,5.7569,5.6858
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","PAN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",119.8013,157.742436518562,186.321943264493,205.164929796248,219.720601734719,238.366030090802,258.240953381347,282.251607740222,305.080867269435,330.242462936325,354.449897920837,383.834707248685,415.274303848125,445.144465518249,475.82460022841,509.26083213414,541.059319338643
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","PER","Population","million",33.3506,34.8597,36.3221,37.547,38.4984,39.2133,39.7038,40.0062,40.1237,40.0002,39.8628,39.4712,39.0833,38.5304,37.9823,37.3512,36.6958
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","PER","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",399.1004,447.136034622572,506.038765519022,550.753471683915,599.184977593111,668.323017098473,749.57534481532,849.16339729251,952.425423288718,1069.25220846411,1189.49837102164,1332.17589121836,1486.28826563765,1638.54594628878,1797.18441243585,1969.52638042034,2139.48353788591
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Delayed transition","PHL","Population","million",115.5236,124.5548,133.5917,142.1199,149.8818,156.8387,162.8851,167.867,171.7025,174.3863,177.1076,178.3596,179.5418,179.247,178.6628,177.1853,175.6058
