"Model","Scenario","Region","Variable","Unit","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","SLV","Population","million",6.3303,6.4307,6.5107,6.5442,6.537,6.496,6.4238,6.3251,6.2024,6.0641,5.9413,5.7959,5.663,5.517,5.3819,5.2511,5.141
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","SLV","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",54.7392,59.1455123245971,62.2538663341438,67.3616458042347,75.4047919306704,85.5907036504364,98.4678272190522,114.655635080339,131.706589871188,151.662354790165,173.660402998523,200.305729635877,228.315038120334,256.52015514238,286.131166711526,317.71027130333,352.081964703422
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","SRB","Population","million",7.4527,7.19,7.0476,6.9335,6.8162,6.7067,6.6103,6.5245,6.4428,6.3442,6.2534,6.1442,6.044,5.9344,5.8317,5.7197,5.6032
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","SRB","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",122.7932,136.460424835954,157.531881926903,180.891271223093,202.432198775978,222.950878404496,243.734230487036,266.34808559504,285.929406832039,306.222089554798,329.284967394189,350.171145644196,373.502348383672,396.177139869974,420.614294194446,443.511601907173,467.09748068438
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","SSD","Population","million",10.6961,11.2457,11.894,12.5985,13.2605,13.7388,13.9894,14.1015,14.1572,14.1931,14.2748,14.2218,14.1836,14.0483,14.0074,13.9237,13.9502
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","SUR","Population","million",0.6086,0.639,0.6684,0.6942,0.7163,0.7346,0.7495,0.7611,0.7696,0.7742,0.7796,0.7807,0.7822,0.7804,0.7776,0.7727,0.7665
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","SUR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",9.7583,9.21738156556319,10.105263210291,11.1271464821834,12.5775907765593,14.2771511311384,16.2741252015559,18.6493428252832,21.0014384890954,23.5740699505272,26.2291676907395,29.3737676154496,32.6197663081857,35.8196922311606,39.1293303313455,42.5984030618516,46.2785111170113
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","SVK","Population","million",5.488,5.4706,5.4272,5.3693,5.2976,5.2237,5.1517,5.0783,4.9975,4.9033,4.7988,4.6888,4.5841,4.4889,4.4109,4.3386,4.2778
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","SVK","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",179.871,185.521391702483,198.839461255503,212.43095851633,225.566259452276,239.850232343184,254.439607505569,269.283094390015,280.124305470246,292.084883094932,304.99979400133,317.947313470273,329.764353964671,339.205726123689,349.154098447583,357.764726109371,368.244407477429
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","SVN","Population","million",2.1281,2.1025,2.089,2.0753,2.0613,2.0474,2.0317,2.0126,1.9912,1.9669,1.9421,1.9172,1.8921,1.8665,1.8428,1.8167,1.7913
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","SVN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",74.5604,80.1780706705164,87.1132798525202,91.8951674174245,95.2948335898961,98.8940302976816,102.862591620521,107.195584894789,110.245254691005,113.63575744087,117.336579475691,121.120246715262,124.477943028927,126.918706393267,129.432335754985,131.217386101774,133.360601830005
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","SWE","Population","million",10.3791,10.5109,10.7006,10.8958,11.1082,11.3559,11.6408,11.9075,12.1501,12.3628,12.5671,12.7645,12.9371,13.0582,13.1432,13.1871,13.2423
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","SWE","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",522.3409,545.154661711095,603.712406945523,649.057218883628,685.242946359318,728.671988281788,775.769086466196,824.581047205515,869.590079096936,921.878412288399,978.613987927419,1038.67909250437,1097.28077155546,1148.4040660058,1199.82194602237,1245.44154905377,1297.07994574743
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","SYR","Population","million",19.9796,24.3323,26.3113,27.5384,28.5587,29.306,29.7988,30.119,30.315,30.3004,30.2666,29.9061,29.4761,28.7727,27.9958,26.9857,25.9245
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","SYR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",177.9637,226.186658446658,309.94186931664,424.790537291371,572.597794588478,753.418255562573,941.984226249353,1164.97097443093,1405.78515038816,1674.94311829265,1946.04811193503,2264.00742018035,2583.22190331494,2886.09848764342,3171.17557334297,3468.76027005496,3753.62302696613
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","TGO","Population","million",8.4614,9.493,10.5512,11.6055,12.6438,13.6458,14.5868,15.4584,16.2342,16.888,17.5053,17.9314,18.3411,18.5615,18.8017,18.8668,18.9524
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","TGO","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",16.4701,19.8260434862193,24.0201960822531,30.5018941161987,39.3922806106223,50.7474230263605,64.8801466971113,82.8260135353125,104.275460145251,134.045553860383,164.131428514483,208.377913228655,252.906748209927,310.71766718007,368.476113889508,440.258158532954,512.288046931082
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","THA","Population","million",74.1071,74.9217,75.2856,75.1525,74.4694,73.3088,71.7026,69.7545,67.6101,65.2172,63.0525,60.608,58.3893,55.9888,53.7651,51.5078,49.413
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","THA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",1131.8273,1189.2020759696,1269.61948231473,1383.8599302319,1539.83585081353,1693.85138459788,1840.86324220373,1994.37072240386,2112.68109959394,2254.8636596109,2377.42459361961,2508.67155745577,2620.41799702018,2704.77222493106,2777.84469910342,2871.60977713263,2959.57568012175
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","TJK","Population","million",9.3983,10.5312,11.4251,12.3288,13.2217,14.0601,14.7752,15.3712,15.8522,16.2359,16.5662,16.7998,16.9731,17.0765,17.1301,17.1116,17.0772
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","TJK","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",33.6347,45.2552975628989,50.4226161909968,57.7717983513649,69.6113258811773,87.9335394424033,109.908385786801,135.777483512321,163.752298269839,195.577956783488,230.639477679488,273.908146708452,320.515378701218,371.824404328214,425.026732295574,486.275246776573,550.971683257253
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","TKM","Population","million",6.1751,6.7881,7.2053,7.5899,7.9519,8.2945,8.6007,8.8372,9.0057,9.109,9.1936,9.2466,9.2852,9.2905,9.2717,9.2112,9.1406
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","TKM","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",91.3629,99.8985381984811,97.7257399231301,100.397266844645,107.548977587253,120.648572158502,134.399783595299,148.826287416005,161.984670250602,176.633343925457,191.778816724676,210.978006025032,230.550986347764,251.943162340848,273.614881909287,299.787753768427,327.105697064459
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","TTO","Population","million",1.5258,1.5417,1.5462,1.5423,1.5316,1.5152,1.4925,1.465,1.4344,1.3999,1.3692,1.3338,1.3023,1.2704,1.2437,1.218,1.1941
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","TTO","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",36.3237,34.9662139580438,35.6437806173037,36.4318916201058,38.0922457399313,40.0155280493672,42.5995637024267,46.0847493151406,49.669719944391,53.7957001445478,58.0253612969674,63.24017194869,68.7220848585717,74.3086001158491,80.3993118375219,87.0507178780431,94.2602671962847
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","TUN","Population","million",12.3303,12.7516,13.1833,13.528,13.796,14.0139,14.1777,14.2688,14.2809,14.185,14.126,13.9757,13.8678,13.7136,13.5902,13.4175,13.2651
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","TUN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",117.5433,117.313475044303,118.41240378873,125.443039758682,139.330872417855,159.196485177348,182.544693169029,212.933192909785,244.978767949013,286.562521550021,330.295856205159,381.351587748613,432.598530789318,484.479693266069,536.562988437783,596.011995553241,656.456631806543
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","TUR","Population","million",84.5901,87.5273,90.006,92.2926,94.1397,95.5242,96.3146,96.5335,96.1687,95.2323,94.2316,92.7883,91.3133,89.5408,87.7727,85.8523,83.9401
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","TUR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",2313.637,2767.11661981357,3171.32156458699,3637.61383635383,4088.59532668907,4530.4424842334,4965.37937572908,5432.32333971169,5805.68324236179,6147.5178767328,6493.96937047003,6753.1230332936,7015.31938313304,7231.75546054448,7450.7178912388,7616.81548005561,7773.04555788986
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","TWN","Population","million",23.5902,23.2399,22.8612,22.3309,21.635,20.8113,19.929,18.9649,17.9796,17.0331,16.0953,15.214,14.392,13.6868,13.0273,12.4838,11.9765
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","TWN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",1108.742,1220.51305831675,1276.88188774434,1329.80089950796,1341.13969155933,1320.8029449106,1273.65589748258,1225.07669795764,1151.35337982479,1082.53169383993,1029.84811721277,975.223562794218,932.813358903178,885.120854879892,847.945552923405,822.403750849253,807.586992140568
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","TZA","Population","million",61.6403,71.2996,81.6028,92.3288,103.4175,114.7463,126.0871,136.9871,147.425,156.8686,166.2454,174.0966,181.8235,187.2313,192.3727,195.4792,198.7309
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","TZA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",152.7759,183.133860454099,236.2473628124,309.936611908695,405.952365593249,525.727158404257,673.111632831556,860.014870544591,1086.8914259519,1406.31342400481,1734.76131389864,2223.62621777065,2730.01774116152,3398.98349707514,4093.45441241767,4971.65784188771,5876.53162514287
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","UGA","Population","million",44.31,51.5286,59.2794,67.3238,75.532,83.8369,92.1213,100.0041,107.4894,114.1675,120.931,126.3107,131.5353,135.1517,138.683,140.8492,143.1723
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","UGA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",95.6789,118.054596356134,150.810548854726,197.030393355733,255.848414537154,328.361010820715,417.101424670503,527.876300549428,660.846353939981,847.236659624584,1036.42747327787,1317.48929615229,1605.43488388402,1987.00615050783,2381.1322409688,2879.90903556764,3393.04293024031
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","UKR","Population","million",43.8826,36.7856,37.2598,37.2718,36.8427,36.1253,35.3066,34.4376,33.5794,32.692,31.8733,31.0485,30.2904,29.5495,28.8618,28.1494,27.4656
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","UKR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",500.6038,404.013553772317,451.385460743193,503.265320014798,574.986810459801,676.461865398159,780.918427312934,885.422141722817,982.854513372099,1081.22786493354,1176.96829713447,1293.72466928759,1405.68104269911,1521.43789921388,1631.97441808181,1761.4187908562,1890.80181178661
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","URY","Population","million",3.4552,3.4418,3.4316,3.4164,3.3928,3.3582,3.3112,3.2525,3.1843,3.106,3.0343,2.9482,2.8654,2.7714,2.6774,2.5784,2.4808
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","URY","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",79.3631,85.0362236443118,91.367289816426,96.5084217548033,101.829340489868,106.844241271997,112.609947513965,119.039116690593,124.361809295691,129.843836342136,134.358310353444,139.993030121858,144.820511236604,148.45451622235,151.66706359201,154.688698314416,157.723811939498
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","USA","Population","million",331.5115,338.3907,346.2928,353.7667,360.8058,367.2721,373.3425,378.5463,383.5688,388.3468,393.1248,396.7183,400.3119,401.4926,402.6733,402.1076,401.5419
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","USA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",18774.2471,20614.6289673919,22157.1197505648,23369.6507763078,24676.7328762129,26113.5006983485,27456.085861017,29017.6296156778,30539.1266334989,32320.9939196905,34218.8945087143,35955.5281376026,37690.7617914793,39277.5736942643,40857.3223769671,42515.9784973702,44177.3049132557
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","UZB","Population","million",33.0867,36.4526,38.866,41.1345,43.3077,45.3987,47.3034,48.8374,49.986,50.7792,51.4575,51.9003,52.2069,52.3221,52.3633,52.2571,52.1225
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","UZB","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",244.9415,316.544688216378,366.411112500935,424.74179390272,504.86853386174,618.232079172377,739.79776143647,871.48335552439,1000.29948808883,1139.65385270865,1286.78128884407,1467.1846683201,1651.73407481902,1850.05091967819,2049.94710342401,2283.02049586284,2525.11735214418
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","VEN","Population","million",27.3006,28.6595,30.2176,31.4257,32.4605,33.323,34.0052,34.5191,34.87,34.9942,35.1134,34.9707,34.8138,34.4698,34.1075,33.6285,33.1155
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","VEN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",360.2507,342.95234591604,383.874596731007,447.093010285174,523.166340348829,614.850742295132,715.423202241559,831.282308311725,941.410073589016,1070.77829878008,1205.82237993303,1358.9771036817,1518.67210231998,1671.93848812958,1830.23133643828,1999.4222765734,2176.75200769332
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","VNM","Population","million",99.8654,103.8072,107.1094,109.5953,111.4396,112.7286,113.5181,113.8164,113.5578,112.5323,111.498,109.6179,107.8957,105.6927,103.7256,101.5758,99.6025
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","VNM","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",948.3471,1149.76690512642,1471.9774301622,1853.08941204163,2268.55680850227,2668.45389781242,3046.46927016581,3447.851907966,3793.09216293025,4184.89454382694,4552.00855236595,4923.67073697222,5247.79744865941,5511.46414509671,5754.52697242128,6049.55751741268,6342.96859949706
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","YEM","Population","million",32.5181,36.0921,40.0013,43.9189,47.6871,51.2801,54.5856,57.5169,60.0801,62.0304,63.8498,64.9176,65.8901,66.4232,66.9026,66.9348,66.8746
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","YEM","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",53.9526,53.2603316839316,62.2394004931034,75.6600474094958,97.7178939441723,130.032080260833,172.283650010485,229.669744090333,297.571014582477,387.246115145574,490.473149978368,615.660766616802,752.10860679203,898.715998747614,1053.40987295975,1230.49504779903,1419.2214620983
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","ZAF","Population","million",59.3016,61.7364,64.2587,66.2607,67.805,68.8949,69.4573,69.6036,69.38,68.6873,68.0255,66.7842,65.696,64.1422,62.8504,61.1455,59.6778
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","ZAF","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",702.4845,708.490739455604,704.095232892913,768.562953782092,893.295462302531,1054.16114290838,1238.44375053814,1453.84012778569,1682.71478813203,1987.62172584822,2236.17948312485,2611.39447684685,2924.96355291756,3332.84949515176,3682.31380289436,4113.34840720622,4485.67730609829
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","ZMB","Population","million",18.9214,21.6307,24.4464,27.293,30.1239,32.8751,35.4706,37.8657,40.0523,41.8559,43.5522,44.6881,45.7065,46.1981,46.6959,46.7037,46.7342
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","ZMB","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",57.2089,64.8683193935853,76.3353989929832,93.7160719524637,117.226191097581,146.530974378914,182.169925466562,226.957345310067,279.64498690161,352.82617131905,424.561191872364,531.065623594923,636.039971467006,772.669509938514,906.891029628265,1072.78787310209,1236.25094712568
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","ZWE","Population","million",15.7268,17.225,18.6886,20.0702,21.3423,22.4941,23.4688,24.2476,24.8074,25.1338,25.4216,25.4993,25.6482,25.5841,25.5612,25.3325,25.173
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Net Zero 2050","ZWE","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",28.7387,33.9119911254561,36.8892800703273,42.9120222245485,50.5816092849063,59.3157842483139,69.1680395628249,80.9453001744934,94.0523001233304,112.67453685162,129.878029896786,157.185104087882,184.183890422564,221.175840061129,259.347689905942,309.557781719229,362.837063336409
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","AGO","GDP|PPP|Counterfactual without damage","billion US$2010/yr",191.2012,208.6381,244.0974,297.1956,365.4696,456.8618,571.3029,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","AGO","Population","million",33.3692,38.9301,44.7933,50.9378,57.3126,63.714,70.04,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","ALB","GDP|PPP|Counterfactual without damage","billion US$2010/yr",37.613,44.9321,51.8037,59.3639,66.4467,72.5446,77.9382,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","ALB","Population","million",2.8988,2.8071,2.717,2.6161,2.5028,2.3847,2.2667,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","ARE","GDP|PPP|Counterfactual without damage","billion US$2010/yr",593.172,711.7106,844.7344,978.6696,1077.1368,1142.3628,1188.8824,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","ARE","Population","million",9.4187,9.8912,10.3932,10.8437,11.2287,11.5768,11.8916,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","ARG","GDP|PPP|Counterfactual without damage","billion US$2010/yr",786.9881,838.952,937.6054,1023.6822,1119.4646,1230.2503,1367.1272,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","ARG","Population","million",45.2616,46.4636,47.6556,48.7485,49.7239,50.5382,51.1738,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","ARM","GDP|PPP|Counterfactual without damage","billion US$2010/yr",36.2383,52.0723,63.5123,74.0144,82.1564,89.0921,95.8748,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","ARM","Population","million",2.7992,2.7923,2.7429,2.6904,2.6369,2.5861,2.536,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","AUS","GDP|PPP|Counterfactual without damage","billion US$2010/yr",1191.0755,1299.1038,1434.6942,1624.4898,1838.2651,2074.5373,2327.5699,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","AUS","Population","million",25.7026,27.1235,28.403,29.3463,30.2387,31.1197,32.0157,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","AUT","GDP|PPP|Counterfactual without damage","billion US$2010/yr",444.5636,462.5286,501.8528,530.8732,556.119,585.5636,617.4797,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","AUT","Population","million",8.9509,8.9933,9.0445,9.0936,9.1347,9.1781,9.2167,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","AZE","GDP|PPP|Counterfactual without damage","billion US$2010/yr",133.9006,163.8455,180.7915,193.8257,205.314,220.7618,242.4381,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","AZE","Population","million",10.2251,10.6074,10.8234,11.0447,11.2085,11.2812,11.275,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BEL","GDP|PPP|Counterfactual without damage","billion US$2010/yr",539.0806,577.7836,617.8916,653.4474,681.1337,711.6634,746.4196,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BEL","Population","million",11.6058,11.6265,11.733,11.8629,12.0012,12.1406,12.2771,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BEN","GDP|PPP|Counterfactual without damage","billion US$2010/yr",38.2478,50.0937,66.112,90.054,119.3555,155.7063,198.7656,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BEN","Population","million",12.645,14.495,16.4394,18.4294,20.4595,22.488,24.4897,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BGD","GDP|PPP|Counterfactual without damage","billion US$2010/yr",938.4652,1255.3644,1750.6143,2338.8496,2946.5943,3579.3095,4257.882,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BGD","Population","million",172.762,182.5643,191.2395,198.2698,203.7063,207.6669,210.3128,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BGR","GDP|PPP|Counterfactual without damage","billion US$2010/yr",159.4959,179.1953,202.6699,223.1463,238.174,252.4035,267.1532,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BGR","Population","million",7.0594,6.64,6.3807,6.1436,5.9214,5.7156,5.5286,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BHR","GDP|PPP|Counterfactual without damage","billion US$2010/yr",66.9288,75.2784,82.8727,93.0718,102.2644,110.2509,118.3445,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BHR","Population","million",1.5217,1.6406,1.7611,1.8778,1.989,2.0928,2.1853,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BIH","GDP|PPP|Counterfactual without damage","billion US$2010/yr",47.4508,54.2396,61.255,68.3513,73.2502,76.225,78.3708,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BIH","Population","million",3.372,3.197,3.0648,2.9377,2.8061,2.6754,2.5498,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BLR","GDP|PPP|Counterfactual without damage","billion US$2010/yr",174.2975,182.9072,185.7618,189.4341,193.0607,199.5212,209.8702,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BLR","Population","million",9.6155,9.4968,9.2983,9.1332,8.9856,8.8579,8.7367,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BOL","GDP|PPP|Counterfactual without damage","billion US$2010/yr",96.1152,103.6777,114.8386,130.1502,152.1525,180.6847,217.2643,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BOL","Population","million",11.9557,12.7343,13.5643,14.3349,15.0154,15.608,16.0885,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BRA","GDP|PPP|Counterfactual without damage","billion US$2010/yr",3078.2266,3319.6562,3563.0106,3974.8868,4516.1647,5173.5299,5960.3676,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BRA","Population","million",214.2372,219.5342,224.2439,227.6042,229.6076,230.2868,229.6508,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BRN","GDP|PPP|Counterfactual without damage","billion US$2010/yr",25.5485,25.4678,29.4625,33.263,35.9256,37.7363,39.2004,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BRN","Population","million",0.4566,0.4798,0.5008,0.5195,0.5359,0.5502,0.5619,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BWA","GDP|PPP|Counterfactual without damage","billion US$2010/yr",32.7466,42.3137,50.2548,59.984,69.8665,80.217,90.3354,"","","","","","","","","",""
"Downscaling[REMIND-MAgPIE 3.3-4.8]","Below 2?C","BWA","Population","million",2.5596,2.774,2.9777,3.1629,3.327,3.4672,3.5742,"","","","","","","","","",""
